JockeyId,LastOff,JockeyNumberOfPriorRaces,JockeyWinPercentage,JockeyTop3Percentage,JockeyAvgRelFinishingPosition
113,2024-09-08 19:20:00,1.0,0.0,0.0,0.28
490,2024-09-15 16:10:00,4.0,0.0,0.0,0.6596153846153847
492,2024-05-02 18:35:00,2.0,0.0,0.0,0.6078947368421053
681,2024-07-25 19:35:00,2.0,0.0,0.0,0.36322395282020264
719,2024-09-15 15:45:00,133.0,0.07518796992481197,0.2857142857142857,0.5333521833000758
875,2023-11-24 13:30:00,1.0,0.0,1.0,0.6
1746,2024-03-16 18:25:00,1.0,0.0,0.0,0.8235294117647058
2033,2024-09-25 17:25:00,3.0,0.0,0.0,0.19362422175721408
2215,2024-08-22 19:50:00,1.0,0.0,0.0,0.0026666666666666666
2277,2024-10-25 22:16:00,123.0,0.16260162601626016,0.43089430894308944,0.41023557072721756
2456,2024-10-25 16:36:00,203.0,0.04433497536945807,0.23645320197044334,0.40941108869495135
2496,2024-10-25 17:25:00,74.0,0.013513513513513514,0.2702702702702703,0.392260452383727
2572,2024-10-25 18:45:00,615.0,0.12520325203252033,0.3430894308943089,0.34349561915593546
2746,2024-09-15 15:45:00,1.0,0.0,0.0,0.013937282229965157
2891,2023-10-08 13:11:00,3.0,0.0,0.0,0.8101851851851851
2916,2024-04-14 23:30:00,5.0,0.0,0.2,0.5473776223776224
2972,2024-10-20 14:10:00,162.0,0.12962962962962957,0.3518518518518518,0.4430659976932255
3009,2024-09-28 15:55:00,1.0,0.0,0.0,0.029644268774703556
3487,2024-10-04 17:20:00,21.0,0.14285714285714285,0.38095238095238093,0.4507798490357436
3572,2024-10-23 14:00:00,186.0,0.043010752688172005,0.1397849462365591,0.4230811158723693
4043,2024-10-05 22:48:00,72.0,0.09722222222222217,0.4583333333333333,0.3995762855968937
6629,2024-08-14 18:10:00,6.0,0.0,0.5,0.6866335141651598
6901,2024-10-25 17:25:00,531.0,0.1638418079096045,0.4519774011299435,0.2966733616230547
7062,2024-04-13 20:50:00,2.0,0.0,0.0,0.625
7110,2024-10-21 15:30:00,3.0,0.0,0.0,0.3477271936401282
7458,2024-09-21 17:20:00,238.0,0.10924369747899154,0.34453781512605036,0.4603546558377397
7605,2024-10-23 16:50:00,593.0,0.08431703204047211,0.2580101180438448,0.37706400951169844
8414,2024-05-18 18:28:00,3.0,0.0,0.6666666666666666,0.5396825396825397
8423,2024-09-15 15:45:00,1.0,0.0,0.0,0.020905923344947737
8716,2024-10-12 20:50:00,14.0,0.07142857142857141,0.2857142857142857,0.4459111150287621
8904,2024-09-15 16:10:00,1.0,0.0,0.0,0.23076923076923078
8992,2024-10-25 16:10:00,189.0,0.10052910052910047,0.3386243386243386,0.2718058794865771
9032,2024-10-16 17:20:00,34.0,0.1764705882352941,0.4705882352941176,0.29614912428558665
9135,2024-10-03 15:55:00,19.0,0.10526315789473684,0.3157894736842105,0.5209225892205874
9369,2024-09-15 15:45:00,1.0,0.0,0.0,0.0156794425087108
9485,2024-09-21 21:11:00,4.0,0.0,0.5,0.25750462370180677
9487,2024-02-24 14:40:00,1.0,0.0,0.0,0.45454545454545453
9594,2024-09-15 16:45:00,4.0,0.0,0.5,0.4650641025641025
9815,2024-10-10 15:15:00,9.0,0.0,0.1111111111111111,0.01827232238191662
9836,2024-10-24 17:35:00,645.0,0.13953488372093018,0.3984496124031007,0.35836715758685206
10024,2024-01-15 16:00:00,1.0,0.0,1.0,0.25
10115,2024-09-25 17:25:00,9.0,0.1111111111111111,0.4444444444444444,0.4691703090253815
10162,2024-04-12 14:45:00,20.0,0.09999999999999995,0.1999999999999999,0.6284191176470588
10322,2024-10-20 19:40:00,48.0,0.1458333333333333,0.45833333333333326,0.3726024326614643
10365,2024-08-31 23:00:00,4.0,0.25,0.5,0.4725324675324675
10368,2024-08-17 21:16:00,17.0,0.0,0.17647058823529413,0.6324378236142941
10407,2024-10-20 19:40:00,59.0,0.10169491525423721,0.27118644067796605,0.37725944957303187
10456,2024-09-15 13:05:00,2.0,0.0,0.0,0.4331550802139037
10590,2023-11-10 16:12:00,61.0,0.032786885245901606,0.2459016393442623,0.6011772608084083
10744,2024-09-16 16:00:00,5.0,0.0,0.0,0.6069902912621359
10766,2024-10-25 22:16:00,161.0,0.11801242236024845,0.3416149068322981,0.40233716121587004
11221,2024-02-03 21:50:00,1.0,0.0,0.0,0.7
11297,2023-12-16 21:32:00,40.0,0.07499999999999991,0.2,0.5291363497613499
11526,2024-03-10 17:20:00,1.0,0.0,0.0,0.9090909090909091
11644,2024-09-15 13:05:00,2.0,0.0,0.0,0.5477941176470589
11657,2024-02-24 22:45:00,1.0,0.0,0.0,0.8
11683,2024-10-16 17:20:00,35.0,0.057142857142857134,0.37142857142857133,0.2769237899653211
11905,2024-09-29 13:25:00,21.0,0.047619047619047616,0.19047619047619047,0.4959376688887102
12190,2024-10-02 13:30:00,1.0,0.0,0.0,0.02702702702702703
12227,2024-07-02 19:03:00,111.0,0.027027027027026956,0.18018018018018014,0.5817041221452985
12269,2024-10-02 15:52:00,15.0,0.06666666666666664,0.3333333333333333,0.5496541693600516
12290,2024-09-15 15:45:00,1.0,0.0,0.0,0.024390243902439025
12421,2024-05-04 21:39:00,94.0,0.031914893617021246,0.2340425531914893,0.5547062275785681
12456,2024-10-20 19:40:00,51.0,0.0784313725490196,0.19607843137254902,0.36207964731554826
12571,2024-10-12 15:25:00,13.0,0.0,0.07692307692307689,0.28267319232028737
12602,2024-06-15 21:55:00,1.0,0.0,0.0,0.7142857142857143
12637,2024-05-11 22:52:00,9.0,0.0,0.4444444444444444,0.5603535353535354
12956,2024-10-05 22:32:00,9.0,0.1111111111111111,0.3333333333333333,0.28607599491745833
13072,2023-12-16 21:32:00,7.0,0.0,0.42857142857142855,0.4651556776556776
13096,2024-10-20 19:40:00,13.0,0.0,0.07692307692307689,0.4772482643379516
13203,2024-10-25 19:30:00,488.0,0.08196721311475405,0.2807377049180328,0.333948044103169
13276,2024-10-06 13:00:00,24.0,0.12499999999999996,0.2916666666666667,0.4522682974705033
13346,2024-10-20 19:40:00,55.0,0.05454545454545449,0.2,0.5153618254084975
13393,2024-06-01 14:45:00,3.0,0.0,0.0,0.6671037296037295
13466,2024-10-19 22:25:00,43.0,0.18604651162790692,0.4186046511627906,0.2818557088905926
13641,2024-06-20 15:30:00,123.0,0.04065040650406499,0.14634146341463405,0.6391441327416937
13645,2024-08-08 20:05:00,3.0,0.0,0.3333333333333333,0.5588235294117646
13651,2024-09-02 13:02:00,3.0,0.0,0.0,0.3555555555555556
13689,2024-10-23 19:40:00,225.0,0.10666666666666662,0.3111111111111111,0.29340896178304376
13699,2024-10-23 19:10:00,454.0,0.10572687224669597,0.33700440528634357,0.3805568003111885
13700,2024-10-25 17:11:00,103.0,0.07766990291262135,0.2524271844660194,0.4941342970725061
13701,2023-11-04 17:45:00,4.0,0.0,0.25,0.6139705882352942
13918,2024-05-08 19:10:00,4.0,0.0,0.0,0.7916666666666666
13996,2024-09-15 15:45:00,1.0,0.0,0.0,0.027874564459930314
14089,2024-05-18 15:55:00,5.0,0.0,0.4,0.5765469824293354
14151,2024-10-13 13:00:00,9.0,0.2222222222222222,0.5555555555555556,0.4492618492618492
14234,2024-10-25 15:51:00,508.0,0.12992125984251968,0.3425196850393701,0.35971528920596285
14331,2024-09-15 15:45:00,1.0,0.0,0.0,0.02613240418118467
14332,2024-10-25 17:25:00,584.0,0.1095890410958904,0.33219178082191775,0.35841490535933895
14364,2024-10-20 14:10:00,21.0,0.047619047619047616,0.14285714285714285,0.6409228151244959
14469,2024-08-25 14:03:00,20.0,0.09999999999999995,0.1999999999999999,0.5902225829725831
14552,2024-08-10 19:47:00,14.0,0.07142857142857141,0.42857142857142855,0.42962866964967805
14572,2024-03-31 14:35:00,3.0,0.0,0.3333333333333333,0.4739057239057239
14629,2024-09-29 17:15:00,331.0,0.10271903323262838,0.2870090634441088,0.4016177704604625
74992,2024-10-23 19:40:00,21.0,0.047619047619047616,0.38095238095238093,0.5016515294594112
75229,2024-08-31 17:45:00,1.0,0.0,0.0,0.003656307129798903
75240,2024-10-01 23:23:00,25.0,0.12,0.44,0.46692064306934894
75289,2024-10-24 14:22:00,18.0,0.1111111111111111,0.4444444444444444,0.23380995670995663
75290,2024-03-26 15:53:00,22.0,0.04545454545454544,0.3181818181818182,0.5393720918119315
75300,2024-10-19 19:45:00,19.0,0.0,0.05263157894736836,0.49968557813004066
75391,2024-10-06 19:45:00,48.0,0.06249999999999995,0.1458333333333333,0.470466412496078
75403,2024-10-23 17:23:00,7.0,0.1428571428571428,0.2857142857142857,0.5278571507355908
75464,2024-09-15 15:45:00,1.0,0.0,0.0,0.012195121951219513
75499,2024-10-24 23:55:00,536.0,0.13619402985074625,0.36380597014925375,0.3545962310098784
75506,2024-10-14 18:15:00,283.0,0.10954063604240283,0.34982332155477025,0.3910433539518742
75539,2024-10-24 23:55:00,314.0,0.0700636942675159,0.21974522292993626,0.44277361433394175
75566,2024-08-05 17:35:00,1.0,0.0,0.0,0.03067484662576687
75609,2024-10-23 17:25:00,330.0,0.03636363636363636,0.15757575757575756,0.4212305482232274
75620,2024-10-19 19:35:00,87.0,0.12643678160919536,0.3333333333333333,0.39504983497861407
75753,2024-10-05 20:40:00,1.0,0.0,0.0,0.028089887640449437
75755,2024-09-07 22:55:00,4.0,0.0,0.0,0.33333333333333337
75796,2024-10-24 23:55:00,499.0,0.13627254509018033,0.39679358717434865,0.32967726275940945
75804,2024-10-12 16:50:00,44.0,0.18181818181818174,0.38636363636363635,0.4416284677146977
75908,2024-05-04 20:20:00,2.0,0.0,0.0,0.7222222222222222
75913,2024-08-18 19:45:00,13.0,0.0,0.15384615384615377,0.48044827575117305
76125,2024-10-24 14:22:00,250.0,0.06799999999999999,0.17999999999999994,0.4251760927326554
76137,2024-10-20 19:40:00,73.0,0.2328767123287671,0.4794520547945205,0.2833660118000534
76366,2024-06-15 17:10:00,3.0,0.0,0.0,0.7222222222222222
76497,2024-03-08 23:45:00,15.0,0.0,0.06666666666666664,0.688212669683258
76559,2024-10-20 15:30:00,5.0,0.2,0.2,0.37526897938662646
76602,2024-10-25 19:30:00,378.0,0.15079365079365076,0.373015873015873,0.24532758644159902
76635,2024-04-17 16:25:00,94.0,0.2872340425531914,0.5638297872340424,0.44831060244858745
76675,2024-08-31 17:45:00,1.0,0.0,0.0,0.015539305301645339
76831,2024-10-25 16:25:00,755.0,0.09139072847682113,0.26754966887417214,0.41118810780339515
76833,2023-10-08 15:00:00,1.0,0.0,1.0,0.375
76840,2024-07-28 15:50:00,19.0,0.05263157894736836,0.3684210526315789,0.48978350219861255
76872,2024-10-25 20:15:00,463.0,0.13390928725701945,0.3822894168466522,0.27481560481016143
76880,2024-09-22 15:30:00,4.0,0.0,0.0,0.21297835070068266
76902,2024-09-29 14:55:00,2.0,0.0,0.0,0.9583333333333333
76955,2024-06-04 16:25:00,4.0,0.0,0.0,0.8363445378151261
76961,2024-03-10 18:45:00,2.0,0.0,0.0,1.0
76995,2024-10-25 23:15:00,91.0,0.010989010989010976,0.07692307692307684,0.5547985857881914
77014,2024-08-13 16:15:00,194.0,0.1546391752577319,0.35051546391752575,0.475833001520301
77016,2024-06-01 18:52:00,4.0,0.0,0.25,0.579187091503268
77044,2024-10-13 15:00:00,2.0,0.5,0.5,0.3625
77257,2024-10-05 19:45:00,11.0,0.0,0.0,0.7164717898588866
77268,2024-10-06 19:35:00,45.0,0.04444444444444439,0.22222222222222218,0.4754089445984423
77290,2024-03-10 18:45:00,2.0,0.0,0.0,0.6309523809523809
77306,2024-06-01 21:10:00,16.0,0.0,0.06249999999999993,0.5883974532412032
77442,2024-10-20 14:10:00,40.0,0.04999999999999992,0.29999999999999993,0.4753547794987053
77626,2024-04-21 13:22:00,3.0,0.0,0.3333333333333333,0.7440476190476191
77702,2024-10-12 16:50:00,12.0,0.0,0.25,0.5656352838338133
77767,2024-10-25 20:15:00,1324.0,0.13444108761329304,0.3889728096676737,0.36725009076300474
77779,2024-05-04 19:35:00,3.0,0.0,0.0,0.6180555555555555
77811,2024-07-21 17:30:00,1.0,0.0,0.0,0.38461538461538464
77930,2024-10-20 15:30:00,33.0,0.09090909090909091,0.30303030303030304,0.5220471942397077
77935,2024-09-29 19:30:00,47.0,0.0,0.10638297872340421,0.5433986828383934
78097,2023-12-16 18:45:00,4.0,0.0,0.0,0.8072916666666666
78114,2024-06-09 12:06:00,5.0,0.2,0.6,0.5135294117647058
78199,2024-01-06 18:35:00,4.0,0.0,0.0,0.7312091503267973
78223,2024-10-25 17:25:00,688.0,0.09738372093023256,0.3459302325581395,0.3151025316401919
78238,2024-10-24 19:15:00,354.0,0.0847457627118643,0.2457627118644067,0.46897244928536586
78252,2024-10-25 16:01:00,358.0,0.06983240223463687,0.20111731843575414,0.4765282059666369
78294,2024-10-05 22:40:00,5.0,0.2,0.2,0.34045454545454545
78360,2024-10-19 20:42:00,2.0,0.0,0.0,1.0
78366,2024-05-31 17:20:00,1.0,0.0,0.0,1.0
78384,2024-07-21 19:35:00,1.0,0.0,0.0,0.7857142857142857
78387,2024-10-20 19:40:00,47.0,0.06382978723404252,0.12765957446808504,0.4382953725280599
78401,2024-10-25 22:16:00,23.0,0.04347826086956517,0.26086956521739124,0.44401538653262285
78472,2024-07-07 15:37:00,2.0,0.0,0.0,0.8375
78482,2024-10-19 18:15:00,21.0,0.09523809523809523,0.2857142857142857,0.19167620924507398
78491,2024-10-23 18:10:00,20.0,0.049999999999999975,0.1999999999999999,0.6110086971765127
78510,2024-10-02 23:52:00,8.0,0.0,0.24999999999999994,0.6755186721991702
78598,2023-11-25 21:34:00,1.0,0.0,0.0,0.9230769230769231
78624,2024-10-23 19:25:00,273.0,0.11355311355311354,0.3772893772893773,0.35884504458880195
78826,2024-05-18 19:02:00,1.0,0.0,0.0,1.0
78834,2024-10-15 13:30:00,6.0,0.16666666666666666,0.16666666666666666,0.4021838241998725
78864,2024-04-04 14:05:00,1.0,1.0,1.0,0.1
78905,2024-02-15 15:05:00,1.0,0.0,1.0,1.0
78920,2024-10-24 16:25:00,408.0,0.0906862745098039,0.28186274509803916,0.3998340102597265
78931,2024-06-06 17:58:00,3.0,0.0,0.3333333333333333,0.5919117647058822
78935,2024-10-25 16:01:00,261.0,0.09961685823754785,0.2567049808429118,0.38346088317723004
79115,2024-07-24 17:10:00,153.0,0.07189542483660127,0.23529411764705876,0.6152932917972121
79143,2024-10-25 23:15:00,159.0,0.09433962264150944,0.3647798742138364,0.39342437335620967
79202,2024-10-23 17:15:00,515.0,0.2679611650485436,0.570873786407767,0.26482945693909554
79203,2024-10-19 19:45:00,24.0,0.04166666666666665,0.20833333333333326,0.5056907500299451
79244,2024-10-13 17:20:00,151.0,0.03311258278145688,0.1986754966887417,0.4174934070940825
79273,2024-10-24 15:56:00,132.0,0.2272727272727272,0.5227272727272727,0.33126437682766435
79281,2023-11-18 23:50:00,8.0,0.12499999999999994,0.12499999999999994,0.6431686777275012
79344,2024-10-06 12:30:00,13.0,0.15384615384615377,0.15384615384615377,0.4166365007541477
79371,2024-10-25 16:55:00,786.0,0.13104325699745542,0.36641221374045796,0.3607867304715508
79462,2024-02-18 23:17:00,1.0,0.0,0.0,0.75
79488,2024-10-13 15:40:00,3.0,0.0,0.0,0.6890109890109891
79499,2024-10-24 17:15:00,160.0,0.06874999999999999,0.30625,0.5319219981448651
79510,2024-05-20 16:43:00,2.0,0.5,0.5,0.41666666666666663
79529,2024-10-23 15:50:00,508.0,0.14566929133858264,0.39370078740157477,0.36232035696280535
79557,2024-09-06 13:50:00,6.0,0.0,0.0,0.4762816596839465
79582,2024-10-19 18:50:00,92.0,0.08695652173913042,0.3478260869565217,0.34308906779883697
79589,2024-06-09 14:50:00,1.0,0.0,0.0,1.0
79656,2024-05-03 17:25:00,1.0,0.0,0.0,1.0
79663,2024-10-23 15:05:00,199.0,0.09045226130653264,0.32160804020100503,0.5959388596924281
79691,2024-08-22 19:50:00,1.0,0.0,0.0,0.0021333333333333334
79698,2024-07-21 17:30:00,1.0,0.0,1.0,0.15384615384615385
79867,2024-10-05 19:10:00,1.0,1.0,1.0,0.002932551319648094
79956,2024-09-03 15:53:00,36.0,0.02777777777777771,0.19444444444444445,0.5434379921260063
79989,2024-02-17 20:58:00,1.0,0.0,0.0,0.8571428571428571
79998,2024-10-12 20:50:00,23.0,0.217391304347826,0.2608695652173913,0.4442068020073135
80005,2024-09-07 20:54:00,8.0,0.12499999999999994,0.24999999999999994,0.4184503609135963
80027,2024-06-01 22:00:00,1.0,0.0,0.0,0.7777777777777778
80037,2024-04-14 23:30:00,3.0,0.0,0.3333333333333333,0.5224358974358975
80039,2024-08-04 22:45:00,5.0,0.2,0.2,0.4974057315233786
80042,2024-04-19 19:30:00,26.0,0.07692307692307693,0.38461538461538464,0.5533161785424229
80048,2024-10-06 19:35:00,25.0,0.03999999999999994,0.16,0.4258606090390942
80109,2023-12-28 17:10:00,1.0,0.0,1.0,0.3
80135,2023-11-21 14:20:00,41.0,0.12195121951219512,0.36585365853658536,0.6193195016365747
80141,2024-08-22 19:50:00,1.0,0.0,1.0,0.0016
80161,2024-02-24 17:27:00,2.0,0.0,0.0,0.6730769230769231
80193,2024-06-01 21:10:00,8.0,0.0,0.12499999999999994,0.5531650641025642
80256,2024-09-27 13:15:00,8.0,0.37499999999999994,0.625,0.24480145825784588
80288,2024-06-09 21:22:00,7.0,0.0,0.2857142857142857,0.6126004947433519
80293,2024-05-11 19:30:00,8.0,0.0,0.12499999999999994,0.4382097069597069
80393,2024-10-21 14:07:00,3.0,0.0,0.0,0.6023166023166023
80403,2024-10-05 22:32:00,7.0,0.0,0.2857142857142857,0.3577910620158007
80557,2024-05-18 19:35:00,7.0,0.1428571428571428,0.1428571428571428,0.6460317460317461
80561,2024-04-14 23:30:00,1.0,0.0,0.0,0.8461538461538461
80566,2024-01-06 16:52:00,4.0,0.0,0.0,0.8038461538461539
80588,2024-09-03 15:15:00,65.0,0.03076923076923077,0.1076923076923077,0.6468029323540079
80590,2024-10-20 15:15:00,23.0,0.0,0.08695652173913042,0.5000079975200878
80607,2024-08-22 19:50:00,1.0,1.0,1.0,0.0005333333333333334
80609,2024-08-31 19:45:00,19.0,0.1578947368421052,0.1578947368421052,0.45462514818753885
80621,2024-10-13 15:00:00,3.0,0.6666666666666666,0.6666666666666666,0.4083333333333334
80623,2024-10-13 15:00:00,9.0,0.1111111111111111,0.3333333333333333,0.5865961199294533
80647,2024-06-01 21:10:00,13.0,0.07692307692307689,0.07692307692307689,0.7372890997890997
80651,2024-10-21 16:28:00,132.0,0.030303030303030234,0.15151515151515146,0.5224703937082325
80669,2024-10-25 15:00:00,236.0,0.08050847457627115,0.3559322033898305,0.478182605233452
80685,2024-10-25 15:35:00,85.0,0.23529411764705874,0.49411764705882355,0.31154564755854425
80695,2024-10-21 15:25:00,98.0,0.08163265306122447,0.42857142857142855,0.4709201574385133
80697,2023-11-26 15:35:00,1.0,0.0,0.0,1.0
80880,2024-06-01 21:10:00,4.0,0.0,0.0,0.8260416666666667
80994,2024-06-01 15:53:00,1.0,0.0,0.0,0.9375
81000,2024-09-03 23:07:00,1.0,0.0,0.0,0.8
81016,2024-10-05 22:32:00,16.0,0.06249999999999993,0.375,0.38815009516229027
81020,2024-09-08 19:45:00,21.0,0.0,0.09523809523809523,0.6680305089062427
81024,2024-03-30 12:05:00,4.0,0.0,0.0,0.5648656898656899
81064,2024-03-15 17:05:00,1.0,0.0,1.0,0.6666666666666666
81066,2024-10-12 16:50:00,19.0,0.1578947368421052,0.21052631578947367,0.6125737136960048
81069,2024-07-14 18:25:00,16.0,0.0,0.12499999999999997,0.6622226935646054
81127,2024-10-20 19:40:00,43.0,0.06976744186046509,0.23255813953488363,0.4315016112613018
81150,2024-10-19 22:03:00,26.0,0.07692307692307693,0.34615384615384615,0.500865267211421
81166,2024-10-22 19:55:00,603.0,0.07794361525704802,0.25207296849087885,0.42207978708277305
81204,2024-10-24 17:23:00,176.0,0.06818181818181812,0.21590909090909086,0.4908046067652128
81229,2023-12-16 21:32:00,2.0,0.0,0.0,0.46875
81230,2024-10-15 17:20:00,38.0,0.1578947368421052,0.3947368421052631,0.37322613975606217
81266,2024-10-25 14:25:00,167.0,0.20359281437125745,0.49700598802395207,0.4976654585749809
81274,2024-08-11 14:43:00,6.0,0.16666666666666666,0.16666666666666666,0.5695323195323195
81371,2024-10-25 15:51:00,228.0,0.10087719298245613,0.2543859649122807,0.44019332574685865
81389,2023-11-12 14:35:00,7.0,0.0,0.2857142857142857,0.5826221397649969
81391,2024-10-12 13:40:00,22.0,0.04545454545454544,0.2727272727272727,0.44128882159200694
81409,2024-10-24 17:15:00,647.0,0.14683153013910347,0.4528593508500773,0.492939708149875
81414,2024-10-24 15:38:00,293.0,0.19795221843003413,0.45733788395904434,0.40365451939135777
81425,2024-10-25 20:30:00,697.0,0.16212338593974168,0.37733142037302725,0.2965363342010099
81473,2024-10-13 15:40:00,13.0,0.15384615384615377,0.46153846153846156,0.4460477682197138
81479,2024-10-19 19:15:00,44.0,0.06818181818181818,0.11363636363636358,0.5103810266877846
81496,2024-10-14 15:56:00,4.0,0.0,0.0,0.4612105359765052
81523,2024-02-24 14:15:00,6.0,0.0,0.16666666666666666,0.5482387982387983
81565,2024-10-23 17:00:00,128.0,0.16406249999999997,0.3828125,0.3525654273972751
81579,2023-10-29 13:00:00,1.0,0.0,0.0,0.9090909090909091
81581,2024-04-28 16:40:00,3.0,0.3333333333333333,0.3333333333333333,0.35323826500297084
81634,2024-10-19 22:03:00,14.0,0.0,0.14285714285714282,0.591626528233671
81644,2024-10-19 19:50:00,66.0,0.060606060606060566,0.2575757575757575,0.46777472564932127
81648,2024-03-16 15:40:00,9.0,0.0,0.1111111111111111,0.5660887859417271
81656,2024-04-06 15:56:00,17.0,0.0,0.29411764705882354,0.5004454071495593
81690,2024-08-30 17:20:00,4.0,0.0,0.0,0.3708934971255428
81696,2024-09-07 20:54:00,12.0,0.0,0.0,0.6605127307333191
81698,2024-10-02 15:52:00,3.0,0.0,0.0,0.7307104660045837
81727,2024-10-12 16:50:00,8.0,0.0,0.0,0.711955324087677
82050,2024-10-12 20:50:00,5.0,0.0,0.0,0.5275213675213676
82061,2024-02-24 15:25:00,1.0,0.0,0.0,1.0
82118,2024-10-13 15:00:00,1.0,0.0,0.0,0.8
82122,2024-09-24 17:37:00,303.0,0.07590759075907591,0.264026402640264,0.41225698280085615
82182,2024-10-19 22:03:00,16.0,0.12499999999999997,0.24999999999999994,0.5097069597069596
82231,2024-10-19 16:35:00,727.0,0.17331499312242085,0.44291609353507555,0.32759981609947353
82267,2024-05-11 18:52:00,2.0,0.0,0.0,0.7770833333333333
82280,2024-10-20 14:40:00,55.0,0.07272727272727265,0.2,0.5211293602018481
82331,2024-05-31 20:40:00,3.0,0.0,0.3333333333333333,0.625462962962963
82338,2024-07-14 18:25:00,8.0,0.0,0.0,0.5997234791352438
82339,2024-10-23 15:50:00,755.0,0.1986754966887417,0.48874172185430453,0.332629228659656
82416,2023-11-25 22:18:00,1.0,0.0,0.0,0.875
82429,2024-10-19 22:45:00,3.0,0.3333333333333333,0.3333333333333333,0.34718196457326894
82454,2024-10-24 15:03:00,5.0,0.0,0.4,0.20303449036865423
82458,2024-10-25 20:30:00,382.0,0.049738219895287886,0.17277486910994763,0.41967394140684794
82463,2024-09-08 19:20:00,1.0,0.0,0.0,0.32
82485,2024-10-24 17:15:00,389.0,0.1413881748071979,0.44215938303341895,0.4931042226816404
82492,2024-10-20 14:40:00,6.0,0.0,0.16666666666666666,0.47090665325959447
82553,2024-10-19 19:15:00,12.0,0.0,0.08333333333333333,0.682619056076537
82573,2024-10-20 21:44:00,20.0,0.09999999999999995,0.3,0.5354195318261461
82576,2024-05-11 22:52:00,2.0,0.0,0.0,0.8465909090909092
82602,2024-09-28 16:05:00,63.0,0.04761904761904757,0.26984126984126977,0.6563072246807186
82642,2024-10-24 20:30:00,52.0,0.019230769230769232,0.2692307692307692,0.22637205449710257
82680,2024-10-25 16:50:00,467.0,0.0749464668094218,0.23126338329764454,0.4208046651494697
82681,2023-12-14 14:55:00,4.0,0.25,0.25,0.3970142602495544
82690,2024-10-24 14:28:00,2.0,0.0,0.0,0.5276381909547738
82747,2024-10-12 16:50:00,24.0,0.1666666666666666,0.45833333333333326,0.42613996501864154
82755,2024-07-06 15:00:00,4.0,0.0,0.25,0.4786324786324786
82756,2024-07-28 15:10:00,5.0,0.2,0.4,0.4579732811990877
82882,2024-10-25 23:15:00,182.0,0.1373626373626373,0.4230769230769231,0.3495396331531164
82891,2024-06-23 21:00:00,9.0,0.0,0.1111111111111111,0.6282113039465981
83050,2024-09-15 15:45:00,11.0,0.0,0.0,0.5686767839206863
83227,2024-10-19 22:03:00,26.0,0.2692307692307693,0.6153846153846154,0.2926828952847052
83292,2024-10-24 17:40:00,138.0,0.12318840579710146,0.3623188405797101,0.5043588831649244
83293,2024-10-24 17:10:00,128.0,0.171875,0.4375,0.3448890855995326
83313,2024-05-04 18:00:00,18.0,0.0,0.1111111111111111,0.6044498159887737
83354,2024-08-31 17:45:00,1.0,0.0,0.0,0.010968921389396709
83368,2024-10-13 21:44:00,3.0,0.0,0.0,0.05552954640033289
83381,2024-10-25 22:16:00,106.0,0.1886792452830188,0.4716981132075471,0.3421979994243148
83386,2024-10-15 17:20:00,16.0,0.12499999999999997,0.8125,0.2298588299750337
83482,2024-10-25 20:30:00,708.0,0.07062146892655366,0.26553672316384175,0.36242476555744946
83487,2024-06-15 18:57:00,21.0,0.047619047619047616,0.19047619047619047,0.5843748843748843
83525,2024-09-30 13:48:00,3.0,0.3333333333333333,0.3333333333333333,0.5476190476190476
83530,2024-10-12 21:36:00,18.0,0.05555555555555555,0.16666666666666666,0.4348094711156509
83538,2024-10-25 22:16:00,21.0,0.047619047619047616,0.23809523809523808,0.5708569423718276
83553,2024-10-02 15:52:00,7.0,0.0,0.0,0.5551402379133472
83554,2024-10-25 17:11:00,647.0,0.10200927357032458,0.34621329211746515,0.3513365749379724
83588,2024-10-25 19:45:00,863.0,0.08690614136732325,0.302433371958285,0.426778733982288
83592,2024-06-15 22:54:00,3.0,0.0,0.6666666666666666,0.4761904761904761
83612,2024-10-25 20:30:00,135.0,0.00740740740740733,0.08148148148148142,0.6023688238312717
83615,2024-10-19 18:15:00,50.0,0.03999999999999995,0.18,0.4475568859963412
83641,2024-04-13 19:40:00,2.0,0.0,0.0,0.8142857142857143
83655,2024-10-20 14:40:00,22.0,0.09090909090909088,0.22727272727272718,0.40097085239929925
83698,2024-10-24 17:15:00,312.0,0.14423076923076913,0.3237179487179487,0.5412627742232373
83705,2023-12-09 15:55:00,2.0,0.0,0.0,0.8316993464052287
83720,2024-10-24 23:23:00,353.0,0.025495750708215276,0.18413597733711048,0.47595637316046413
83731,2024-10-13 17:30:00,31.0,0.1612903225806451,0.45161290322580644,0.3205476733073515
83746,2024-10-25 16:36:00,592.0,0.13682432432432423,0.3851351351351351,0.3040899137495154
83808,2024-10-20 19:40:00,41.0,0.07317073170731707,0.24390243902439024,0.41365161908082915
83809,2024-10-24 16:33:00,73.0,0.05479452054794515,0.2328767123287671,0.516340173300575
83870,2024-07-02 14:50:00,68.0,0.08823529411764701,0.17647058823529413,0.5566916251280437
83964,2024-10-24 13:53:00,230.0,0.09999999999999996,0.3260869565217391,0.4351741637550277
83965,2024-05-03 19:40:00,3.0,0.0,0.0,0.6379428964568284
84039,2024-07-01 16:03:00,3.0,0.0,0.6666666666666666,0.7000000000000001
84042,2024-10-05 22:00:00,33.0,0.12121212121212122,0.3939393939393939,0.44457463609870024
