FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
1,True,3/1,4,CompletedRace,848628,10,Catterick,10/04/2023 14:20:00,3835638,Woobay
3,False,9/2,5.5,CompletedRace,848624,10,Catterick,10/04/2023 14:50:00,5079236,Lotting's Lass
3,False,100/30,4.333333333333334,CompletedRace,848622,10,Catterick,10/04/2023 15:50:00,5096518,Noo Point
9,False,5/2F,3.5,CompletedRace,848623,10,Catterick,10/04/2023 17:20:00,4998714,Tarraff
4,False,12/5F,3.4,CompletedRace,851182,396,Happy Valley,10/04/2023 14:15:00,4685001,Allgreektome
3,False,5/1,6,CompletedRace,848830,1079,Kempton (AW),10/04/2023 18:30:00,2650223,Misty Grey
7,False,16/1,17,CompletedRace,848832,1079,Kempton (AW),10/04/2023 19:30:00,4556226,Maid In Kentucky
6,False,12/1,13,CompletedRace,848629,40,Nottingham,10/04/2023 15:42:00,3544305,Angle Land
1,True,11/4F,3.75,CompletedRace,848631,40,Nottingham,10/04/2023 16:42:00,4652537,Club Manager
5,False,2/1F,3,CompletedRace,848630,40,Nottingham,10/04/2023 17:12:00,4648365,Navarre Express
4,False,28/1,29,CompletedRace,848618,3,Ayr,10/03/2023 13:42:00,4465605,Starshot
7,False,2/1F,3,CompletedRace,848616,3,Ayr,10/03/2023 14:47:00,4465600,Star Start
5,False,9/1,10,CompletedRace,848615,3,Ayr,10/03/2023 15:22:00,3588918,Rock Melody
2,False,4/1,5,CompletedRace,848617,3,Ayr,10/03/2023 17:07:00,4274096,Mereside Diva
3,False,100/30,4.333333333333334,CompletedRace,848619,3,Ayr,10/03/2023 17:37:00,4669038,Cantalupo Bella
2,False,5/1,6,CompletedRace,851063,183,Galway,10/03/2023 14:25:00,2564314,Lake Chad
2,False,1/2F,1.5,CompletedRace,851065,183,Galway,10/03/2023 15:35:00,4682884,Feronily
4,False,11/8F,2.375,CompletedRace,851066,183,Galway,10/03/2023 16:10:00,3970594,Meetingofthewaters
6,False,5/2J,3.5,CompletedRace,851067,183,Galway,10/03/2023 16:45:00,3918377,Battle Of Mirbat
2,False,11/4,3.75,CompletedRace,848703,57,Sedgefield,10/03/2023 15:10:00,2995437,Latino Fling
1,True,4/1,5,CompletedRace,848704,57,Sedgefield,10/03/2023 15:45:00,3205776,Restandbethankful
1,True,100/30,4.333333333333334,CompletedRace,848716,61,Southwell,10/03/2023 14:20:00,4031511,Magic Mike
2,False,6/5F,2.2,CompletedRace,848710,61,Southwell,10/03/2023 14:55:00,3540200,Swapped
0,False,SP,,NonRunner,848715,61,Southwell,10/03/2023 15:30:00,2510174,Dreamsundermyfeet
3,False,5/1,6,CompletedRace,848712,61,Southwell,10/03/2023 16:40:00,2647110,Could Be Trouble
5,False,10/11F,1.9090909090909092,CompletedRace,848713,61,Southwell,10/03/2023 17:15:00,4165257,Sergeant Wilson
3,False,9/2,5.5,CompletedRace,848829,513,Wolverhampton (AW),10/03/2023 17:00:00,5116057,Dadas Boy
6,False,3/1,4,CompletedRace,848822,513,Wolverhampton (AW),10/03/2023 17:30:00,5079242,Make Clear
4,False,4/1,5,CompletedRace,851156,513,Wolverhampton (AW),10/03/2023 18:30:00,4994702,Paternoster Square
2,False,11/2,6.5,CompletedRace,848605,5,Bath,10/02/2023 16:02:00,5104257,Whiteley Way
4,False,16/1,17,CompletedRace,848603,5,Bath,10/02/2023 17:05:00,2755571,Pop Dancer
2,False,6/1,7,CompletedRace,848611,22,Hamilton,10/02/2023 14:40:00,3765237,The Gay Blade
3,False,15/8F,2.875,CompletedRace,848609,22,Hamilton,10/02/2023 15:40:00,4459193,Anjo Bonita
5,False,17/2,9.5,CompletedRace,848608,22,Hamilton,10/02/2023 16:10:00,2791132,Pisanello
5,False,28/1,29,CompletedRace,848612,22,Hamilton,10/02/2023 16:40:00,1533074,Retirement Beckons
7,False,4/1,5,CompletedRace,848613,22,Hamilton,10/02/2023 17:10:00,3550656,High Opinion
3,False,17/2,9.5,CompletedRace,848614,22,Hamilton,10/02/2023 17:45:00,4418045,Rory The Cat
1,True,11/8F,2.375,CompletedRace,848814,1353,Newcastle (AW),10/02/2023 18:00:00,4570893,Vaguely Royal
3,False,13/2,7.5,CompletedRace,848818,1353,Newcastle (AW),10/02/2023 18:30:00,5230605,Gregorina
2,False,4/1,5,CompletedRace,848821,1353,Newcastle (AW),10/02/2023 19:00:00,5063777,Anglesey Lad
2,False,9/2,5.5,CompletedRace,848817,1353,Newcastle (AW),10/02/2023 19:30:00,4624644,Rodborough
2,False,9/4,3.25,CompletedRace,848696,39,Newton Abbot,10/02/2023 14:15:00,4185066,Mount Tempest
6,False,7/2,4.5,CompletedRace,848698,39,Newton Abbot,10/02/2023 14:45:00,3116606,Systemic
4,False,6/1,7,CompletedRace,848697,39,Newton Abbot,10/02/2023 15:45:00,2964256,Tommie Beau
2,False,5/1,6,CompletedRace,848699,39,Newton Abbot,10/02/2023 16:15:00,3001423,Fortunate Fred
4,False,9/2,5.5,CompletedRace,848700,39,Newton Abbot,10/02/2023 16:45:00,3038231,Sherborne
2,False,6/1,7,CompletedRace,848701,39,Newton Abbot,10/02/2023 17:15:00,3970600,Caitlin's Court
