FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
5,False,11/2,6.5,CompletedRace,872399,1083,Chelmsford (AW),07/07/2024 17:35:00,5695288,Adelabella
3,False,5/1,6,CompletedRace,872398,35,Market Rasen,07/07/2024 14:15:00,2338135,Fox's Socks
9,False,11/1,12,CompletedRace,870239,35,Market Rasen,07/07/2024 16:00:00,4540831,Miss Fedora
0,False,18/1,19,PulledUp,870236,35,Market Rasen,07/07/2024 16:35:00,1900091,Flic Ou Voyou
2,False,5/4F,2.25,CompletedRace,870237,35,Market Rasen,07/07/2024 17:10:00,3332147,Phil De Pail
2,False,15/8F,2.875,CompletedRace,871916,197,Sligo,07/07/2024 14:00:00,5412967,Bobbi Gin Tree
0,False,SP,,NonRunner,871917,197,Sligo,07/07/2024 14:35:00,2877639,Hidden Land
2,False,16/5F,4.2,CompletedRace,871918,197,Sligo,07/07/2024 15:05:00,2917902,Golden Sandbanks
2,False,8/1,9,CompletedRace,870362,6,Beverley,07/05/2024 19:45:00,4691048,Ski Jump
6,False,33/1,34,CompletedRace,870364,6,Beverley,07/05/2024 20:20:00,5202340,Amerigo Vespucci
8,False,14/1,15,CompletedRace,872305,6,Beverley,07/05/2024 20:50:00,3571536,Clipsham Gold
1,True,100/30,4.333333333333334,CompletedRace,871844,596,Cork,07/05/2024 20:00:00,1897862,Happy Jacky
4,False,12/1,13,CompletedRace,870356,15,Doncaster,07/05/2024 14:05:00,5366263,Love Warrior
8,False,25/1,26,CompletedRace,870354,15,Doncaster,07/05/2024 15:15:00,5262480,Arcon
4,False,16/1,17,CompletedRace,870353,15,Doncaster,07/05/2024 15:50:00,3125461,Night On Earth
3,False,13/2,7.5,CompletedRace,870355,15,Doncaster,07/05/2024 16:25:00,3526619,Princess Karine
2,False,9/4F,3.25,CompletedRace,870357,15,Doncaster,07/05/2024 17:00:00,4449794,Alseeyerthere
2,False,6/4F,2.5,CompletedRace,870344,23,Haydock,07/05/2024 18:43:00,5394042,Aulis
4,False,11/10F,2.1,CompletedRace,870343,23,Haydock,07/05/2024 21:00:00,3634785,King Of War
0,False,SP,,NonRunner,870231,39,Newton Abbot,07/05/2024 15:25:00,3630330,Theonlywayiswessex
0,False,SP,,NonRunner,870232,39,Newton Abbot,07/05/2024 16:00:00,1454182,Clearance
4,False,3/1,4,CompletedRace,872313,39,Newton Abbot,07/05/2024 17:45:00,5015356,Luna Run
5,False,13/8F,2.625,CompletedRace,870376,54,Sandown,07/05/2024 15:05:00,3096879,Dream Composer
3,False,9/2,5.5,CompletedRace,870377,54,Sandown,07/05/2024 17:25:00,4707505,Whispering Royal
2,False,7/2J,4.5,CompletedRace,871756,176,Bellewstown,07/04/2024 18:35:00,5021289,Air Force One
4,False,14/1,15,CompletedRace,871758,176,Bellewstown,07/04/2024 20:20:00,4142829,Benjis Benefit
3,False,1/2F,1.5,CompletedRace,871894,396,Happy Valley,07/04/2024 12:10:00,4628818,Beauty Waves
1,True,4/11F,1.3636363636363638,CompletedRace,870337,23,Haydock,07/04/2024 14:10:00,5089386,Quietness
1,True,7/1,8,CompletedRace,870339,23,Haydock,07/04/2024 14:40:00,5787812,Fahrenheit Seven
6,False,4/1,5,CompletedRace,870338,23,Haydock,07/04/2024 16:45:00,5073253,Kode Secret
1,True,8/11F,1.7272727272727273,CompletedRace,870581,1079,Kempton (AW),07/04/2024 17:50:00,5900729,Place Of Safety
5,False,7/2,4.5,CompletedRace,870327,36,Newbury,07/04/2024 18:10:00,5320934,Split The Profit
5,False,7/1,8,CompletedRace,870322,36,Newbury,07/04/2024 19:55:00,3288786,Algheed
2,False,33/1,34,CompletedRace,870326,36,Newbury,07/04/2024 21:00:00,5198125,Flag Carrier
6,False,9/1,10,CompletedRace,870226,41,Perth,07/04/2024 14:48:00,4165257,Sergeant Wilson
6,False,8/1,9,CompletedRace,870224,41,Perth,07/04/2024 15:18:00,1342374,Sword Of Fate
1,True,11/4F,3.75,CompletedRace,870227,41,Perth,07/04/2024 16:18:00,2253165,Easy Bucks
3,False,11/1,12,CompletedRace,870228,41,Perth,07/04/2024 16:50:00,2973413,Diamond State
3,False,9/4F,3.25,CompletedRace,871887,41,Perth,07/04/2024 17:20:00,5260509,Side Stepper
0,False,11/1,12,PulledUp,871745,202,Tipperary,07/04/2024 17:10:00,5388077,My Mate Tony
6,False,20/1,21,CompletedRace,871747,202,Tipperary,07/04/2024 18:15:00,4554375,Harsh
4,False,2/1F,3,CompletedRace,870330,104,Yarmouth,07/04/2024 14:30:00,1500589,Lucky's Dream
5,False,13/2,7.5,CompletedRace,870331,104,Yarmouth,07/04/2024 16:00:00,5181941,Galactic Charm
5,False,4/1,5,CompletedRace,870332,104,Yarmouth,07/04/2024 16:30:00,5172495,Wonder Smile
5,False,9/2,5.5,CompletedRace,870302,5,Bath,07/03/2024 18:00:00,2734127,We're Reunited
1,True,11/2,6.5,CompletedRace,870298,5,Bath,07/03/2024 18:30:00,2604441,Abolish
6,False,14/1,15,CompletedRace,870303,5,Bath,07/03/2024 19:00:00,5174518,Call Me The Breeze
2,False,6/1,7,CompletedRace,870301,5,Bath,07/03/2024 20:10:00,3521645,Alyara
5,False,8/1,9,CompletedRace,870300,5,Bath,07/03/2024 20:45:00,2641711,Galactic Glow
2,False,5/1,6,CompletedRace,870308,17,Epsom,07/03/2024 18:20:00,3781893,Mrembo
5,False,4/1,5,CompletedRace,870304,17,Epsom,07/03/2024 19:25:00,5104259,Betties Bay
8,False,15/2,8.5,CompletedRace,870305,17,Epsom,07/03/2024 20:00:00,4580182,Ectocross
8,False,22/1,23,CompletedRace,870306,17,Epsom,07/03/2024 21:00:00,3662556,Hodler
1,True,13/2,7.5,CompletedRace,870315,16,Musselburgh,07/03/2024 14:30:00,5826595,Harswell Dandy
1,True,7/2,4.5,CompletedRace,870311,16,Musselburgh,07/03/2024 16:05:00,4914549,Jumeira Vision
4,False,4/1,5,CompletedRace,870310,16,Musselburgh,07/03/2024 16:40:00,1917667,Lord Torranaga
2,False,6/1,7,CompletedRace,870314,16,Musselburgh,07/03/2024 17:15:00,3612354,Golden Prosperity
5,False,33/1,34,CompletedRace,870319,80,Thirsk,07/03/2024 14:45:00,5279951,Greenlightforgo
6,False,4/1,5,CompletedRace,870318,80,Thirsk,07/03/2024 15:45:00,4827081,Georgie Wooster
3,False,7/1,8,CompletedRace,871829,80,Thirsk,07/03/2024 16:20:00,4269989,Sunny Orange
5,False,15/2,8.5,CompletedRace,870316,80,Thirsk,07/03/2024 16:55:00,2787196,Strong Johnson
3,False,4/1,5,CompletedRace,871738,202,Tipperary,07/03/2024 17:05:00,5203868,Zarra Ellis
1,True,6/1,7,CompletedRace,871742,202,Tipperary,07/03/2024 19:10:00,5301535,Blue Soul
3,False,11/4,3.75,CompletedRace,870287,7,Brighton,07/02/2024 14:25:00,2456566,Rebel Redemption
2,False,5/6F,1.8333333333333335,CompletedRace,870283,7,Brighton,07/02/2024 14:55:00,4737872,Shaw Park
3,False,4/1,5,CompletedRace,870285,7,Brighton,07/02/2024 15:25:00,5279956,Blacklion
8,False,12/1,13,CompletedRace,870282,7,Brighton,07/02/2024 15:55:00,2996800,Bhubezi
1,True,7/2,4.5,CompletedRace,870284,7,Brighton,07/02/2024 16:25:00,3101931,Split Elevens
4,False,5/2,3.5,CompletedRace,870286,7,Brighton,07/02/2024 17:00:00,5151735,Cogsworth
1,True,6/1,7,CompletedRace,870291,22,Hamilton,07/02/2024 14:45:00,5256234,Mysteryofthesands
2,False,9/1,10,CompletedRace,870288,22,Hamilton,07/02/2024 15:15:00,4518771,James McHenry
4,False,5/2,3.5,CompletedRace,870290,22,Hamilton,07/02/2024 15:45:00,5176435,Sacred Falls
4,False,3/1F,4,CompletedRace,870289,22,Hamilton,07/02/2024 16:15:00,5472320,L'Eagle Aid
6,False,5/1,6,CompletedRace,870293,22,Hamilton,07/02/2024 16:52:00,4076444,Hardy Angel
5,False,9/4,3.25,CompletedRace,870295,31,Lingfield,07/02/2024 20:30:00,5237867,Yellow Pages
5,False,100/1,101,CompletedRace,870294,31,Lingfield,07/02/2024 21:00:00,859687,Hurricane Alert
9,False,33/1,34,CompletedRace,870575,393,Lingfield (AW),07/02/2024 18:30:00,853102,Murhib
5,False,11/1,12,CompletedRace,870576,393,Lingfield (AW),07/02/2024 19:00:00,3473069,Bristol Hill
3,False,66/1,67,CompletedRace,870218,67,Stratford,07/02/2024 19:10:00,4125043,Boom Boom
4,False,12/1,13,CompletedRace,870219,67,Stratford,07/02/2024 19:40:00,3447058,Lutinebella
5,False,9/2,5.5,CompletedRace,871731,202,Tipperary,07/02/2024 14:03:00,3325883,Time Marches On
1,True,5/2,3.5,CompletedRace,871736,202,Tipperary,07/02/2024 17:10:00,2888933,Dutch Schultz
4,False,10/11F,1.9090909090909092,CompletedRace,870271,46,Pontefract,07/01/2024 14:10:00,5315421,Lennon
9,False,4/5F,1.8,CompletedRace,870270,46,Pontefract,07/01/2024 15:45:00,5787813,Old Cock
6,False,11/2,6.5,CompletedRace,871713,416,Sha Tin,07/01/2024 23:35:00,5445563,Gorgeous Win
1,True,4/1,5,CompletedRace,870279,93,Windsor,07/01/2024 17:45:00,5222212,Law Of Average
1,True,7/1,8,CompletedRace,870275,93,Windsor,07/01/2024 19:15:00,3437916,Amazonian Dream
3,False,11/8F,2.375,CompletedRace,870276,93,Windsor,07/01/2024 19:45:00,5453415,Composite
6,False,8/1,9,CompletedRace,870571,513,Wolverhampton (AW),07/01/2024 17:25:00,5668378,Loveable Rogue
0,False,SP,,NonRunner,870568,513,Wolverhampton (AW),07/01/2024 18:30:00,3125461,Night On Earth
2,False,11/2,6.5,CompletedRace,870574,513,Wolverhampton (AW),07/01/2024 19:30:00,3096125,Porfin
