FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
3,False,100/30,4.333333333333334,CompletedRace,872732,180,Down Royal,07/19/2024 18:17:00,58956384,Heishybrid
1,True,3/1,4,CompletedRace,872733,180,Down Royal,07/19/2024 18:52:00,5242312,Masoun
1,True,13/2,7.5,CompletedRace,872734,180,Down Royal,07/19/2024 20:00:00,3757019,New Year Honours
1,True,11/2,6.5,CompletedRace,872736,180,Down Royal,07/19/2024 20:30:00,5160455,Empress Alma
0,False,SP,,NonRunner,871205,22,Hamilton,07/19/2024 18:00:00,5842807,Lady Luzon
4,False,6/1,7,CompletedRace,871201,22,Hamilton,07/19/2024 18:35:00,3549479,Manila Scouse
1,True,5/6F,1.8333333333333335,CompletedRace,871200,22,Hamilton,07/19/2024 19:10:00,5507022,Kalpana
1,True,5/6F,1.8333333333333335,CompletedRace,871200,22,Hamilton,07/19/2024 19:10:00,5507022,Kalpana
2,False,12/1,13,CompletedRace,871202,22,Hamilton,07/19/2024 19:45:00,4275938,Wee Fat Mac
2,False,5/1,6,CompletedRace,871204,22,Hamilton,07/19/2024 20:20:00,5336305,Livinthelife
7,False,12/1,13,CompletedRace,871206,22,Hamilton,07/19/2024 20:50:00,2184169,Major Snugfit
2,False,85/40,3.125,CompletedRace,871222,23,Haydock,07/19/2024 14:05:00,4863576,Kalama Sunrise
1,True,7/2,4.5,CompletedRace,871219,23,Haydock,07/19/2024 15:50:00,5034896,Story Horse
6,False,5/1,6,CompletedRace,871223,23,Haydock,07/19/2024 17:00:00,2996954,Angel Amadea
3,False,13/2,7.5,CompletedRace,872726,185,Killarney,07/19/2024 15:40:00,3398269,The Dasher Conway
4,False,3/1,4,CompletedRace,872727,185,Killarney,07/19/2024 16:15:00,3198796,Magnor Glory
1,True,2/1F,3,CompletedRace,871236,36,Newbury,07/19/2024 13:50:00,5212142,Sunny Corner
7,False,15/2,8.5,CompletedRace,871233,36,Newbury,07/19/2024 17:20:00,5504608,Open Secret
5,False,9/4F,3.25,CompletedRace,871243,174,Newmarket (July),07/19/2024 19:00:00,4924617,Cuban Melody
9,False,22/1,23,CompletedRace,871245,174,Newmarket (July),07/19/2024 19:35:00,4303357,Diomed Spirit
8,False,10/1,11,CompletedRace,871208,40,Nottingham,07/19/2024 15:25:00,5160463,Willolarupi
4,False,5/4F,2.25,CompletedRace,871212,40,Nottingham,07/19/2024 17:11:00,3098705,Secret Handsheikh
7,False,7/2,4.5,CompletedRace,871214,46,Pontefract,07/19/2024 19:20:00,4611199,Style Of Life
7,False,8/1,9,CompletedRace,871213,46,Pontefract,07/19/2024 19:55:00,998344,Dakota Gold
6,False,14/1,15,CompletedRace,871215,46,Pontefract,07/19/2024 20:25:00,5386056,Yippee
2,False,6/1,7,CompletedRace,871217,46,Pontefract,07/19/2024 21:00:00,5207746,Act Of Violence
5,False,9/4F,3.25,CompletedRace,871178,12,Chepstow,07/18/2024 14:30:00,3505924,So Smart
7,False,18/1,19,CompletedRace,871180,12,Chepstow,07/18/2024 15:00:00,1266871,Gonzaga
5,False,3/1J,4,CompletedRace,871176,12,Chepstow,07/18/2024 15:35:00,5237857,Milliterries
3,False,5/2F,3.5,CompletedRace,871177,12,Chepstow,07/18/2024 16:05:00,3488562,Howzak
1,True,9/4F,3.25,CompletedRace,871181,12,Chepstow,07/18/2024 16:40:00,5116165,Niloufar
2,False,11/4,3.75,CompletedRace,871186,17,Epsom,07/18/2024 18:30:00,5048123,Blenheim Star
2,False,6/5F,2.2,CompletedRace,871185,17,Epsom,07/18/2024 19:00:00,4987824,Amancio
1,True,6/5F,2.2,CompletedRace,871182,17,Epsom,07/18/2024 20:05:00,5162488,Miss Information
1,True,13/8F,2.625,CompletedRace,871195,22,Hamilton,07/18/2024 14:20:00,5842807,Lady Luzon
4,False,9/1,10,CompletedRace,871198,22,Hamilton,07/18/2024 14:50:00,4597190,Redshore City
1,True,2/9F,1.2222222222222223,CompletedRace,871196,22,Hamilton,07/18/2024 15:25:00,5973540,Thunder Run
1,True,7/2,4.5,CompletedRace,871194,22,Hamilton,07/18/2024 15:55:00,5141700,Moonspirit
5,False,11/8F,2.375,CompletedRace,871199,22,Hamilton,07/18/2024 16:25:00,3997631,Giselles Izzy
7,False,5/2,3.5,CompletedRace,871197,22,Hamilton,07/18/2024 16:55:00,4002157,Change Of Fortune
1,True,5/6F,1.8333333333333335,CompletedRace,872593,185,Killarney,07/18/2024 17:32:00,3891103,Redwood Queen
6,False,9/2,5.5,CompletedRace,871190,30,Leicester,07/18/2024 14:40:00,5831374,Tearaway Two
6,False,16/5,4.2,CompletedRace,871191,30,Leicester,07/18/2024 15:45:00,4820580,Caramay
1,True,11/8F,2.375,CompletedRace,871188,30,Leicester,07/18/2024 16:50:00,5303376,Salamanca City
0,False,SP,,NonRunner,871067,101,Worcester,07/18/2024 18:10:00,4322712,Inigo
5,False,11/4,3.75,CompletedRace,871071,101,Worcester,07/18/2024 18:45:00,4607027,Dame Sarra
8,False,4/1,5,CompletedRace,871156,5,Bath,07/17/2024 14:30:00,5580081,Sienna Gold
1,True,1/20F,1.05,CompletedRace,871157,1212,Ffos Las,07/17/2024 18:30:00,5189706,Asinara
1,True,6/5F,2.2,CompletedRace,871162,1212,Ffos Las,07/17/2024 19:30:00,4297869,Alfred Cove
4,False,17/2,9.5,CompletedRace,871158,1212,Ffos Las,07/17/2024 20:00:00,5368097,Advert Rules
3,False,2/1F,3,CompletedRace,871160,1212,Ffos Las,07/17/2024 21:00:00,4185051,Tarbat Ness
6,False,2/1F,3,CompletedRace,871165,80,Thirsk,07/17/2024 14:22:00,2744020,Genesius
1,True,4/1,5,CompletedRace,871167,80,Thirsk,07/17/2024 14:52:00,5248379,Ingleby Archie
1,True,2/1F,3,CompletedRace,871168,80,Thirsk,07/17/2024 16:55:00,3096592,Yazaman
5,False,7/2,4.5,CompletedRace,871062,84,Uttoxeter,07/17/2024 16:10:00,1044064,Chef De Troupe
3,False,4/1,5,CompletedRace,871060,84,Uttoxeter,07/17/2024 16:40:00,3447035,Golfe Clair
2,False,5/1,6,CompletedRace,871170,104,Yarmouth,07/17/2024 17:07:00,5415114,Rockymountainway
1,True,7/4F,2.75,CompletedRace,871173,104,Yarmouth,07/17/2024 18:10:00,5102058,Merrimack
1,True,100/30,4.333333333333334,CompletedRace,871175,104,Yarmouth,07/17/2024 19:40:00,3233433,Shield Of Honour
1,True,16/5,4.2,CompletedRace,870257,41,Perth,07/14/2024 14:45:00,4175192,Tonto Foley
2,False,7/2F,4.5,CompletedRace,870256,41,Perth,07/14/2024 15:45:00,3349784,Everyday Champagne
4,False,78/10,8.8,CompletedRace,872572,416,Sha Tin,07/14/2024 12:35:00,4121572,Atullibigeal
1,True,36/5,8.2,CompletedRace,872566,416,Sha Tin,07/14/2024 21:30:00,4628818,Beauty Waves
6,False,4/1C,5,CompletedRace,870267,67,Stratford,07/14/2024 14:00:00,4928623,Queen Of Steel
5,False,11/10F,2.1,CompletedRace,870264,67,Stratford,07/14/2024 15:00:00,5287658,Mill Street
2,False,15/8F,2.875,CompletedRace,870262,67,Stratford,07/14/2024 16:00:00,3389511,Finest View
1,True,6/4F,2.5,CompletedRace,870526,13,Chester,07/13/2024 16:20:00,4288212,Grey Fable
7,False,12/1,13,CompletedRace,870527,13,Chester,07/13/2024 18:35:00,5089270,Duran
8,False,20/1,21,CompletedRace,870528,13,Chester,07/13/2024 19:10:00,2052711,The Defiant
8,False,12/1,13,CompletedRace,870549,22,Hamilton,07/13/2024 17:50:00,5073236,Havana Rose
1,True,8/11F,1.7272727272727273,CompletedRace,870545,22,Hamilton,07/13/2024 18:25:00,5960485,Airspeed
5,False,5/2J,3.5,CompletedRace,870546,22,Hamilton,07/13/2024 19:00:00,4990393,Moyola
2,False,10/1,11,CompletedRace,870543,22,Hamilton,07/13/2024 19:30:00,2863059,Ebony Maw
9,False,28/1,29,CompletedRace,870544,22,Hamilton,07/13/2024 20:00:00,4442201,Banner Road
1,True,9/4F,3.25,CompletedRace,870548,22,Hamilton,07/13/2024 20:30:00,4914549,Jumeira Vision
4,False,11/2,6.5,CompletedRace,870547,22,Hamilton,07/13/2024 21:00:00,4355310,Jaminoz
3,False,19/5,4.8,CompletedRace,872587,211,Longchamp,07/13/2024 18:37:00,4705207,Ottery
2,False,EvensF,2,CompletedRace,872529,193,Navan,07/13/2024 16:10:00,5147963,The Equator
1,True,7/4F,2.75,CompletedRace,872530,193,Navan,07/13/2024 16:45:00,5353792,It'sonlyjustbegun
3,False,9/1,10,CompletedRace,870554,52,Salisbury,07/13/2024 17:40:00,4251620,Destiny's Spirit
5,False,13/2,7.5,CompletedRace,870551,52,Salisbury,07/13/2024 19:20:00,5242259,Winterfair
7,False,16/1,17,CompletedRace,870555,52,Salisbury,07/13/2024 19:50:00,5708480,Itsalotafun
7,False,7/1,8,CompletedRace,870550,52,Salisbury,07/13/2024 20:20:00,4415506,Enochdhu
4,False,100/30,4.333333333333334,CompletedRace,870510,2,Ascot,07/12/2024 14:50:00,5875772,Number
5,False,3/1F,4,CompletedRace,870506,2,Ascot,07/12/2024 15:25:00,5394029,Global Asset
9,False,5/1,6,CompletedRace,870505,2,Ascot,07/12/2024 16:00:00,5837087,Galaxy Princess
7,False,7/1,8,CompletedRace,870509,2,Ascot,07/12/2024 16:35:00,5055488,Mafnood
4,False,13/2,7.5,CompletedRace,870507,2,Ascot,07/12/2024 17:10:00,4465611,Executive Decision
6,False,4/1,5,CompletedRace,870498,12,Chepstow,07/12/2024 17:15:00,5230707,Sub Thirteen
0,False,SP,,NonRunner,870501,12,Chepstow,07/12/2024 18:25:00,3122408,Bama Lama
1,True,11/1,12,CompletedRace,870503,12,Chepstow,07/12/2024 19:00:00,3880901,Letter Of The Law
0,False,SP,,NonRunner,870502,12,Chepstow,07/12/2024 20:45:00,4586179,Cherryhawk
3,False,10/1,11,CompletedRace,870523,13,Chester,07/12/2024 18:40:00,5884231,Camden Flyer
5,False,3/1,4,CompletedRace,870519,13,Chester,07/12/2024 19:15:00,3565684,Coup De Force
2,False,7/1,8,CompletedRace,870518,13,Chester,07/12/2024 19:50:00,3767120,Dream Harder
3,False,18/1,19,CompletedRace,870520,13,Chester,07/12/2024 20:25:00,3166285,Touchwood
3,False,9/2,5.5,CompletedRace,870532,107,York,07/12/2024 15:15:00,5708967,Enigmatic Princess
1,True,9/4,3.25,CompletedRace,870535,107,York,07/12/2024 16:20:00,5258529,Sisyphean
1,True,8/13F,1.6153846153846154,CompletedRace,870461,8,Carlisle,07/11/2024 14:10:00,5079032,Individualism
5,False,7/1,8,CompletedRace,870460,8,Carlisle,07/11/2024 15:20:00,3116596,Run This Way
4,False,5/1,6,CompletedRace,870462,8,Carlisle,07/11/2024 16:28:00,5390056,Lady Flora
1,True,100/30,4.333333333333334,CompletedRace,870464,8,Carlisle,07/11/2024 17:03:00,5048133,Evelyn's Phoenix
4,False,14/1,15,CompletedRace,870470,15,Doncaster,07/11/2024 14:35:00,3555998,Sir Joseph Swan
0,False,SP,,NonRunner,872501,15,Doncaster,07/11/2024 15:10:00,3096683,Myboymax
2,False,2/1F,3,CompletedRace,870468,15,Doncaster,07/11/2024 17:30:00,5021298,Chatty
1,True,5/6F,1.8333333333333335,CompletedRace,870475,17,Epsom,07/11/2024 18:05:00,5181947,Allonsy
2,False,9/1,10,CompletedRace,870472,17,Epsom,07/11/2024 19:15:00,3687266,Watchya
4,False,7/2F,4.5,CompletedRace,870474,17,Epsom,07/11/2024 19:50:00,4415508,Buy The Dip
1,True,14/1,15,CompletedRace,870476,17,Epsom,07/11/2024 20:25:00,3386696,Local Bay
5,False,9/2,5.5,CompletedRace,870477,17,Epsom,07/11/2024 21:00:00,5381910,Charles Morin
6,False,15/2,8.5,CompletedRace,870482,36,Newbury,07/11/2024 20:10:00,4686970,Johnjay
4,False,100/30,4.333333333333334,CompletedRace,870481,36,Newbury,07/11/2024 20:45:00,5104251,Al Khawaneej River
4,False,7/2F,4.5,CompletedRace,870488,174,Newmarket (July),07/11/2024 17:20:00,5848761,Fifty Nifty
6,False,16/5F,4.2,CompletedRace,870446,10,Catterick,07/10/2024 15:50:00,5842811,Unmistakeable
4,False,5/1,6,CompletedRace,870442,10,Catterick,07/10/2024 16:55:00,5021423,Without Flaw
4,False,11/4,3.75,CompletedRace,870445,10,Catterick,07/10/2024 17:30:00,5113814,Calafrio
1,True,11/8F,2.375,CompletedRace,872368,182,Fairyhouse,07/10/2024 16:50:00,5329156,Signor Ferrari
1,True,7/2,4.5,CompletedRace,872370,182,Fairyhouse,07/10/2024 18:00:00,3125483,Extensio
5,False,5/1,6,CompletedRace,870453,1212,Ffos Las,07/10/2024 17:15:00,5492860,Kingwood Queen
6,False,9/2,5.5,CompletedRace,870451,1212,Ffos Las,07/10/2024 17:50:00,1417685,Brandy Station
5,False,11/4F,3.75,CompletedRace,870450,1212,Ffos Las,07/10/2024 18:20:00,3172519,Baileys Warrior
5,False,17/2,9.5,CompletedRace,870449,1212,Ffos Las,07/10/2024 19:50:00,5151735,Cogsworth
10,False,6/1,7,CompletedRace,872465,396,Happy Valley,07/10/2024 14:05:00,5050146,Tomodachi Kokoroe
0,False,SP,,NonRunner,870605,1079,Kempton (AW),07/10/2024 16:05:00,4395025,Hadley Park
3,False,3/1J,4,CompletedRace,870603,1079,Kempton (AW),07/10/2024 17:40:00,4611214,Banderas
5,False,7/2,4.5,CompletedRace,870607,1079,Kempton (AW),07/10/2024 18:10:00,5015340,Forever A Diamond
0,False,SP,,NonRunner,872459,1079,Kempton (AW),07/10/2024 18:40:00,5048055,Nasneen
1,True,8/1,9,CompletedRace,870606,1079,Kempton (AW),07/10/2024 19:10:00,4076310,Top Of The Class
1,True,4/5F,1.8,CompletedRace,872458,1079,Kempton (AW),07/10/2024 19:40:00,4520668,Kynsa
2,False,9/1,10,CompletedRace,870441,31,Lingfield,07/10/2024 14:30:00,5127997,Aljadel
7,False,14/1,15,CompletedRace,870440,31,Lingfield,07/10/2024 15:00:00,5390228,Make A Scene
1,True,8/11F,1.7272727272727273,CompletedRace,870439,31,Lingfield,07/10/2024 15:30:00,5325161,Warmonger
7,False,40/1,41,CompletedRace,870437,31,Lingfield,07/10/2024 16:30:00,5809873,Bluesy Moon
2,False,11/8F,2.375,CompletedRace,870436,31,Lingfield,07/10/2024 17:00:00,5162479,Nazron
5,False,4/1,5,CompletedRace,870455,104,Yarmouth,07/10/2024 16:10:00,4076251,Agostino
4,False,2/1F,3,CompletedRace,870412,3,Ayr,07/08/2024 14:55:00,3588751,Classy Al
2,False,9/2,5.5,CompletedRace,870411,3,Ayr,07/08/2024 16:05:00,3552557,Dark Moon Rising
6,False,18/1,19,CompletedRace,870413,3,Ayr,07/08/2024 16:40:00,1506947,Black Friday
2,False,100/30,4.333333333333334,CompletedRace,870418,49,Ripon,07/08/2024 19:25:00,3468184,Makalu
6,False,50/1,51,CompletedRace,870421,49,Ripon,07/08/2024 20:30:00,5048087,Rubio De Oro
5,False,EvensF,2,CompletedRace,870592,513,Wolverhampton (AW),07/08/2024 17:20:00,5146208,Letmebetheboss
6,False,14/1,15,CompletedRace,872429,513,Wolverhampton (AW),07/08/2024 19:00:00,1008734,Peachey Carnehan
4,False,10/1,11,CompletedRace,870407,3,Ayr,07/07/2024 14:30:00,964509,Saaheq
3,False,10/1,11,CompletedRace,870405,3,Ayr,07/07/2024 16:10:00,3092706,Diamondonthehill
0,False,SP,,NonRunner,870406,3,Ayr,07/07/2024 16:45:00,4586182,Powerful Response
3,False,9/2,5.5,CompletedRace,870586,1083,Chelmsford (AW),07/07/2024 13:40:00,4575818,Almaty Star
2,False,11/4F,3.75,CompletedRace,870585,1083,Chelmsford (AW),07/07/2024 15:50:00,5011624,Mighty Nebula
2,False,9/1,10,CompletedRace,870584,1083,Chelmsford (AW),07/07/2024 16:25:00,3439731,Abraaj
2,False,5/1,6,CompletedRace,870587,1083,Chelmsford (AW),07/07/2024 17:00:00,4522987,Local Music
