FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
0,False,SP,,NonRunner,915445,30,Leicester,04/13/2026 14:52:00,3365443,Johnny Boom right
3,False,11/4,3.75,CompletedRace,915446,30,Leicester,04/13/2026 16:22:00,5920299,Mission Command right
2,False,EvensF,2,CompletedRace,915448,30,Leicester,04/13/2026 16:52:00,8026985,Engross right
1,True,11/8F,2.375,CompletedRace,915599,1353,Newcastle (AW),04/13/2026 17:30:00,7205017,Pantile's Gift right
8,False,13/2,7.5,CompletedRace,915594,1353,Newcastle (AW),04/13/2026 19:00:00,4366815,Grant Wood right
2,False,9/2,5.5,CompletedRace,915597,1353,Newcastle (AW),04/13/2026 20:30:00,4652640,Herakles right
2,False,9/4,3.25,CompletedRace,917344,180,Down Royal,04/12/2026 16:07:00,3162593,Meet And Greet right
1,True,5/2F,3.5,CompletedRace,915302,1212,Ffos Las,04/12/2026 16:50:00,4824932,Bridget Mary right
1,True,2/1,3,CompletedRace,915308,90,Wincanton,04/12/2026 13:47:00,4211315,Mahler Moon right
0,False,11/8,2.375,RanOut,915309,90,Wincanton,04/12/2026 14:20:00,5424974,Byzantium right
3,False,11/4,3.75,CompletedRace,915307,90,Wincanton,04/12/2026 14:55:00,7200242,Eternity Rose right
5,False,11/4,3.75,CompletedRace,915310,90,Wincanton,04/12/2026 15:27:00,4725808,Redbridge Rambler right
0,False,14/1,15,UnseatedRider,915306,90,Wincanton,04/12/2026 16:00:00,4173233,Doc McCoy right
1,True,11/4,3.75,CompletedRace,917094,90,Wincanton,04/12/2026 16:30:00,4657059,Obsessedwithyou right
0,False,5/1,6,PulledUp,915311,90,Wincanton,04/12/2026 17:00:00,5875773,Ribba Hill right
3,False,10/1,11,CompletedRace,915274,32,Aintree,04/11/2026 12:45:00,5577244,Be Aware right
1,True,1/2F,1.5,CompletedRace,915289,12,Chepstow,04/11/2026 13:05:00,8313802,Tenter Le Tout right
1,True,5/2J,3.5,CompletedRace,915288,12,Chepstow,04/11/2026 13:40:00,4739608,Pep Talking right
1,True,15/8F,2.875,CompletedRace,915287,12,Chepstow,04/11/2026 14:50:00,3265163,The Boola Boss right
6,False,9/1,10,CompletedRace,915290,12,Chepstow,04/11/2026 15:32:00,2779120,Benignitas right
1,True,4/1,5,CompletedRace,915295,37,Newcastle,04/11/2026 13:30:00,5457584,The Clonmel Kid right
3,False,9/4J,3.25,CompletedRace,915292,37,Newcastle,04/11/2026 14:42:00,3891072,Special Rate right
4,False,100/30,4.333333333333334,CompletedRace,915294,37,Newcastle,04/11/2026 15:25:00,4668948,Double Digits right
2,False,100/30,4.333333333333334,CompletedRace,915293,37,Newcastle,04/11/2026 16:32:00,7365377,Port Station right
1,True,10/11,1.9090909090909092,CompletedRace,915588,394,Southwell (AW),04/11/2026 16:45:00,8062546,Galilean Quality right
1,True,7/1,8,CompletedRace,915592,394,Southwell (AW),04/11/2026 18:45:00,6613669,Shades Of May right
8,False,17/2,9.5,CompletedRace,915591,394,Southwell (AW),04/11/2026 19:45:00,4076451,Northcliff right
1,True,4/1,5,CompletedRace,915593,394,Southwell (AW),04/11/2026 20:15:00,5322904,Piperstown right
5,False,6/1,7,CompletedRace,915432,104,Yarmouth,04/11/2026 17:40:00,6023334,Skellig Isle right
8,False,11/1,12,CompletedRace,915435,104,Yarmouth,04/11/2026 18:10:00,7529969,Phantom Shadow right
5,False,4/1,5,CompletedRace,917268,1138,Dundalk (AW),04/10/2026 20:20:00,8179306,Elm Creek right
2,False,EvensF,2,CompletedRace,915282,57,Sedgefield,04/10/2026 15:38:00,5045993,Defence Witness right
4,False,5/2,3.5,CompletedRace,915283,57,Sedgefield,04/10/2026 16:13:00,3837474,Star Vantage right
0,False,SP,,NonRunner,915284,57,Sedgefield,04/10/2026 16:45:00,6802974,Justlikefire right
5,False,11/2,6.5,CompletedRace,915422,80,Thirsk,04/10/2026 17:00:00,3726904,Gibside right
1,True,5/2F,3.5,CompletedRace,917255,201,Wexford,04/10/2026 17:28:00,8392254,Agameoftwohalves right
2,False,1/4F,1.25,CompletedRace,915581,513,Wolverhampton (AW),04/10/2026 17:58:00,8494420,Estissa right
1,True,4/1,5,CompletedRace,915580,513,Wolverhampton (AW),04/10/2026 18:30:00,6278715,Hunky Dory right
3,False,11/4F,3.75,CompletedRace,915583,513,Wolverhampton (AW),04/10/2026 20:00:00,7204880,Tactical Blitz right
2,False,22/1,23,CompletedRace,915263,32,Aintree,04/09/2026 14:20:00,4255108,Blueking d'Oroux right
3,False,12/1,13,CompletedRace,915261,32,Aintree,04/09/2026 14:55:00,1886134,Pic d'Orhy right
0,False,SP,,NonRunner,915573,394,Southwell (AW),04/09/2026 16:25:00,7006358,Senor Cortez right
1,True,2/7F,1.2857142857142856,CompletedRace,915257,73,Taunton,04/09/2026 14:32:00,8236364,Minella Yoga right
0,False,11/10F,2.1,UnseatedRider,915258,73,Taunton,04/09/2026 15:07:00,4144673,Noble Blue right
0,False,SP,,NonRunner,915259,73,Taunton,04/09/2026 15:40:00,4305392,Dance Havana right
6,False,5/1,6,CompletedRace,915255,73,Taunton,04/09/2026 16:15:00,3290480,Autonomous Cloud right
5,False,8/1,9,CompletedRace,917152,513,Wolverhampton (AW),04/09/2026 18:30:00,5806696,Isla Bella right
1,True,EvensF,2,CompletedRace,917153,513,Wolverhampton (AW),04/09/2026 19:00:00,3293697,Youarenotforgiven right
1,True,5/4F,2.25,CompletedRace,917154,513,Wolverhampton (AW),04/09/2026 19:30:00,6233857,Gold Star Hero right
1,True,2/9F,1.2222222222222223,CompletedRace,917155,513,Wolverhampton (AW),04/09/2026 20:00:00,7605832,On The Inlet right
7,False,14/1,15,CompletedRace,915413,10,Catterick,04/08/2026 15:58:00,2863059,Ebony Maw right
0,False,SP,,NonRunner,917239,10,Catterick,04/08/2026 16:33:00,4438579,Gastronomy right
1,True,14/1,15,CompletedRace,915409,10,Catterick,04/08/2026 17:05:00,5379853,Sir Garfield right
0,False,SP,,NonRunner,915253,20,Fontwell,04/08/2026 16:15:00,5511515,Staff Sergeant Len right
2,False,5/4F,2.25,CompletedRace,915252,20,Fontwell,04/08/2026 17:17:00,6855101,Frank Stamper right
4,False,9/2,5.5,CompletedRace,917128,184,Gowran Park,04/08/2026 13:30:00,7735689,Morehampton right
4,False,40/1,41,CompletedRace,915417,40,Nottingham,04/08/2026 14:57:00,5708865,Komorkis right
6,False,14/1,15,CompletedRace,915416,40,Nottingham,04/08/2026 17:10:00,5991244,Mighty Quiet right
2,False,6/1,7,CompletedRace,915244,14,Exeter,04/07/2026 15:10:00,5015351,Blacksamssenorita right
0,False,5/6F,1.8333333333333335,Fell,915241,14,Exeter,04/07/2026 16:40:00,7015878,Dyno Dave right
2,False,11/8F,2.375,CompletedRace,915554,394,Southwell (AW),04/07/2026 19:30:00,6509785,Analogical right
2,False,4/1,5,CompletedRace,917069,596,Cork,04/06/2026 14:25:00,6829601,Glenashling right
1,True,5/4F,2.25,CompletedRace,917080,182,Fairyhouse,04/06/2026 14:40:00,8132996,Proactif right
1,True,4/1,5,CompletedRace,915230,18,Fakenham,04/06/2026 14:50:00,8418738,Cotton Socks right
2,False,9/4,3.25,CompletedRace,915228,18,Fakenham,04/06/2026 15:25:00,3456392,Walking On Air right
0,False,7/2,4.5,PulledUp,915232,18,Fakenham,04/06/2026 16:00:00,6398099,Abbey Law right
0,False,SP,,NonRunner,915236,24,Hereford,04/06/2026 14:10:00,4757516,Jackeline right
0,False,15/2,8.5,PulledUp,915235,24,Hereford,04/06/2026 15:20:00,3246076,Lelantos right
1,True,5/2,3.5,CompletedRace,915234,24,Hereford,04/06/2026 15:55:00,4938773,Party Vibes right
0,False,14/1,15,Refused,915240,24,Hereford,04/06/2026 16:30:00,3545666,Walkinthewoods right
1,True,5/4F,2.25,CompletedRace,915226,44,Plumpton,04/06/2026 14:00:00,5911208,Local Derby right
4,False,100/30,4.333333333333334,CompletedRace,915227,44,Plumpton,04/06/2026 17:30:00,7272299,Cheap Sandwiches right
4,False,48/10,5.8,CompletedRace,917115,416,Sha Tin,04/06/2026 21:10:00,5915756,Harold Win right
5,False,12/1,13,CompletedRace,917117,416,Sha Tin,04/06/2026 22:20:00,3662413,Drombeg Banner right
5,False,9/1,10,CompletedRace,915546,513,Wolverhampton (AW),04/06/2026 13:55:00,3366623,King Of Speed right
2,False,EvensF,2,CompletedRace,915551,513,Wolverhampton (AW),04/06/2026 15:05:00,8326149,Kelly Burn right
7,False,16/1,17,CompletedRace,917195,513,Wolverhampton (AW),04/06/2026 17:25:00,5875730,East Tyrone right
0,False,SP,,NonRunner,916977,596,Cork,04/05/2026 16:10:00,5947074,Promontory right
1,True,13/2,7.5,CompletedRace,916957,182,Fairyhouse,04/05/2026 14:40:00,5826645,Koktail Brut right
0,False,14/1,15,UnseatedRider,915941,182,Fairyhouse,04/05/2026 17:00:00,4969844,Western Fold right
1,True,15/8,2.875,CompletedRace,914353,35,Market Rasen,04/05/2026 14:13:00,6873172,Emerald Breeze right
4,False,9/2,5.5,CompletedRace,914358,35,Market Rasen,04/05/2026 16:33:00,4743594,Diesel Line right
2,False,2/1J,3,CompletedRace,914362,44,Plumpton,04/05/2026 14:20:00,6868950,Delgany Deadline right
2,False,5/2,3.5,CompletedRace,914360,44,Plumpton,04/05/2026 16:40:00,3458017,Superstylin right
0,False,28/1,29,PulledUp,914364,44,Plumpton,04/05/2026 17:10:00,1860137,Smith right
8,False,11/1,12,CompletedRace,914541,394,Southwell (AW),04/05/2026 13:55:00,6032309,Andalprofit right
5,False,12/1,13,CompletedRace,914535,394,Southwell (AW),04/05/2026 15:41:00,7762479,Likeness right
2,False,3/1J,4,CompletedRace,914538,394,Southwell (AW),04/05/2026 16:15:00,5809776,Marry The Night right
0,False,5/2F,3.5,PulledUp,914328,8,Carlisle,04/04/2026 13:13:00,6719013,Benmore right
1,True,11/10F,2.1,CompletedRace,917108,8,Carlisle,04/04/2026 16:40:00,6979142,Kado Sacree right
2,False,7/2,4.5,CompletedRace,916948,596,Cork,04/04/2026 14:54:00,7865950,Chicago Pope right
5,False,4/1,5,CompletedRace,916971,182,Fairyhouse,04/04/2026 17:35:00,8784170,Lizzie Twigg right
4,False,4/1,5,CompletedRace,914340,23,Haydock,04/04/2026 16:30:00,5705822,Big Storm Brewing right
1,True,9/4,3.25,CompletedRace,914344,26,Huntingdon,04/04/2026 16:17:00,5045948,Overabottleofred right
7,False,6/1,7,CompletedRace,914345,26,Huntingdon,04/04/2026 16:50:00,4001950,Sullivan Bay right
1,True,100/30,4.333333333333334,CompletedRace,914342,26,Huntingdon,04/04/2026 17:25:00,4857576,Park Annonciade right
3,False,5/1,6,CompletedRace,914343,26,Huntingdon,04/04/2026 18:00:00,6763612,Sweeper System right
7,False,13/2,7.5,CompletedRace,914351,39,Newton Abbot,04/04/2026 15:10:00,4757516,Jackeline right
4,False,10/1,11,CompletedRace,914347,39,Newton Abbot,04/04/2026 15:49:00,4719430,Nickelforce right
1,True,3/1,4,CompletedRace,914348,39,Newton Abbot,04/04/2026 16:20:00,58956240,Top Guy right
7,False,12/1,13,CompletedRace,914533,513,Wolverhampton (AW),04/04/2026 17:50:00,2537529,Always Fearless right
2,False,10/1,11,CompletedRace,914531,513,Wolverhampton (AW),04/04/2026 18:55:00,2578012,Lequinto right
2,False,6/1,7,CompletedRace,914532,513,Wolverhampton (AW),04/04/2026 20:00:00,3177331,Shalaa Asker right
1,True,6/4F,2.5,CompletedRace,914534,513,Wolverhampton (AW),04/04/2026 20:30:00,7020387,Karakula Dancer right
4,False,,,CompletedRace,916984,869,Bahrain,04/03/2026 15:00:00,7561592,Mawood right
4,False,,,CompletedRace,916982,869,Bahrain,04/02/2026 16:30:00,3358578,Merlin's Beard right
2,False,11/4,3.75,CompletedRace,914315,12,Chepstow,04/02/2026 15:32:00,4880928,Ben Solo right
2,False,13/2,7.5,CompletedRace,914326,27,Kelso,04/02/2026 15:10:00,5085230,Vanilla Dancer right
1,True,13/2,7.5,CompletedRace,914325,27,Kelso,04/02/2026 15:40:00,4701582,Looking Splendid right
5,False,6/4F,2.5,CompletedRace,914323,27,Kelso,04/02/2026 16:46:00,4867594,Always A Reason right
8,False,9/2,5.5,CompletedRace,914496,394,Southwell (AW),04/02/2026 18:18:00,8362121,Tewkesbury right
2,False,17/2,9.5,CompletedRace,914497,394,Southwell (AW),04/02/2026 19:18:00,8259461,Keep An Eye On It right
9,False,18/1,19,CompletedRace,914495,394,Southwell (AW),04/02/2026 20:18:00,4303532,Pigeon House right
4,False,16/1,17,CompletedRace,914489,1079,Kempton (AW),04/01/2026 18:00:00,4303356,Chico Dulce right
6,False,22/1,23,CompletedRace,914491,1079,Kempton (AW),04/01/2026 19:00:00,7551805,Black Endeavour right
2,False,9/2,5.5,CompletedRace,914486,1079,Kempton (AW),04/01/2026 19:30:00,7947754,Devil's Peak right
1,True,3/1F,4,CompletedRace,914492,1079,Kempton (AW),04/01/2026 20:00:00,7865993,Arry Up right
5,False,7/2,4.5,CompletedRace,914490,1079,Kempton (AW),04/01/2026 20:30:00,5937865,State Of Madness right
0,False,7/2,4.5,PulledUp,914297,57,Sedgefield,04/01/2026 15:10:00,4922498,Ailt An Chorrain right
1,True,9/4F,3.25,CompletedRace,914304,61,Southwell,04/01/2026 15:00:00,3525029,Ukantango right
1,True,11/2,6.5,CompletedRace,914305,61,Southwell,04/01/2026 16:30:00,5457643,Diamond Geezer right
2,False,100/30,4.333333333333334,CompletedRace,914306,61,Southwell,04/01/2026 17:02:00,5864661,Princesse Milania right
3,False,13/2,7.5,CompletedRace,914310,90,Wincanton,04/01/2026 14:50:00,6456107,Calme Olympien right
0,False,3/1,4,PulledUp,914309,90,Wincanton,04/01/2026 15:20:00,4747047,Muskoka right
4,False,18/5,4.6,CompletedRace,914311,90,Wincanton,04/01/2026 16:20:00,3265150,Kingcormac right
