RaceId,RaceName,CourseId,CourseName,Off,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating,ResultStatus,FinishingPosition,BeatenDistance,OverallBeatenDistance,RaceTime,RaceTimeInSeconds
846948,At The Races App Form Study Restricted Maiden Fillies' Stakes (Horses In Bands C And D) (GBB Race),513,Wolverhampton (AW),09/01/2023 18:30:00,Other,Class 5,,,2yo,Fillies,1m½f,8.5,1709,1870,Standard,AllWeather,5237865,Whitesocksnsandals,90953,Raul Da Silva,31068,Clare Ellam,2,,7,4,9-0,144,200/1,201,,,,CompletedRace,7,28,38,00:01:59.5000000,119.5
846947,At The Races App Market Movers Nursery Handicap,513,Wolverhampton (AW),09/01/2023 19:00:00,Other,Class 5,,0-70,2yo,None,6f,6,1206,1320,Standard,AllWeather,5186081,Hedge Fund,92938,Nicola Currie,38350,William Muir & Chris Grassick,2,,2,3,9-8,152,100/30,4.333333333333334,69,,45,CompletedRace,1,0,0,00:01:14.2700000,74.27
846947,At The Races App Market Movers Nursery Handicap,513,Wolverhampton (AW),09/01/2023 19:00:00,Other,Class 5,,0-70,2yo,None,6f,6,1206,1320,Standard,AllWeather,4924760,Mullins Beach,9836,Robert Havlin,4550,Rod Millman,2,,6,4,9-3,147,3/1,4,64,,37,CompletedRace,2,0.75,0.75,00:01:14.4200000,74.42
846947,At The Races App Market Movers Nursery Handicap,513,Wolverhampton (AW),09/01/2023 19:00:00,Other,Class 5,,0-70,2yo,None,6f,6,1206,1320,Standard,AllWeather,4996582,Kandy House,7458,Franny Norton,40131,Charlie Johnston,2,,5,7,9-3,147,9/2,5.5,64,,36,CompletedRace,3,0.2,1,00:01:14.4700000,74.47
846947,At The Races App Market Movers Nursery Handicap,513,Wolverhampton (AW),09/01/2023 19:00:00,Other,Class 5,,0-70,2yo,None,6f,6,1206,1320,Standard,AllWeather,5021438,Mariamne,91857,Daniel Muscutt,36672,James Ferguson,2,t,1,6,9-11,155,15/8F,2.875,72,,39,CompletedRace,4,1.25,2.25,00:01:14.7200000,74.72
846947,At The Races App Market Movers Nursery Handicap,513,Wolverhampton (AW),09/01/2023 19:00:00,Other,Class 5,,0-70,2yo,None,6f,6,1206,1320,Standard,AllWeather,5033139,Harts Pocketrocket,99317,Mollie Phillips,9714,Tony Carroll,2,,7,2,8-8,136,12/1,13,58,,3,CompletedRace,5,5.5,7.75,00:01:15.8200000,75.82
846947,At The Races App Market Movers Nursery Handicap,513,Wolverhampton (AW),09/01/2023 19:00:00,Other,Class 5,,0-70,2yo,None,6f,6,1206,1320,Standard,AllWeather,5045871,Unowho,95237,Harry Russell,19836,Ollie Pears,2,b1,4,1,9-6,150,18/1,19,67,,,CompletedRace,6,55,62.75,00:01:26.8200000,86.82
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4642836,Abbey's Dream,101759,Taylor Fisher,32276,Archie Watson,3,p1,4,5,9-9,153,9/2,5.5,70,73,52,CompletedRace,1,0,0,00:01:27.8400000,87.84
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4459192,Liberty Mountain,91857,Daniel Muscutt,36992,Joseph Parr,3,,6,7,9-10,154,100/30J,4.333333333333334,68,71,49,CompletedRace,2,0.2,0.2,00:01:27.8800000,87.88
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4330659,Puntarelle,9836,Robert Havlin,12601,Jonathan Portman,3,p1,3,8,9-12,156,100/30J,4.333333333333334,70,72,50,CompletedRace,3,0.3,0.5,00:01:27.9400000,87.94
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4597232,Destined,97584,Oliver Stammers,5079,Michael Dods,3,p1,2,2,9-12,156,6/1,7,70,70,48,CompletedRace,4,0.75,1.25,00:01:28.0900000,88.09
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4820575,Dance Angel,96222,Jason Watson,22839,David O'Meara,3,,9,6,9-5,149,16/1,17,63,59,36,CompletedRace,5,1.5,2.75,00:01:28.3900000,88.39
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,3171300,Aviary,87589,Gina Mangan,6845,Adrian Wintle,5,h,12,1,8-11,139,16/1,17,54,51,28,CompletedRace,6,0.3,3,00:01:28.4400000,88.44
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,2438886,Plumette,98519,Cieren Fallon,28762,Steph Hollinshead,7,,1,10,9-13,157,16/1,17,67,64,40,CompletedRace,7,0.1,3.25,00:01:28.4900000,88.49
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4589974,Bonkersinabundance,94855,Cameron Noble,24890,Roger Varian,3,,7,12,9-9,153,14/1,15,67,54,29,CompletedRace,8,3,6.25,00:01:29.0900000,89.09
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4534407,Marsh Lock,93343,Callum Shepherd,40346,Ollie Sangster,3,p1,8,3,9-6,150,25/1,26,64,45,20,CompletedRace,9,2,8.25,00:01:29.4900000,89.49
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,4076310,Top Of The Class,77767,Billy Loughnane,15429,Mark Loughnane,3,,11,9,9-1,145,6/1,7,62,41,16,CompletedRace,10,0.75,9,00:01:29.6400000,89.64
846946,Sky Sports Racing HD Virgin 519 Fillies' Handicap,513,Wolverhampton (AW),09/01/2023 19:30:00,Other,Class 5,,0-68,3yo+,Fillies,7f,7,1407,1540,Standard,AllWeather,3880894,Glory And Gold,96276,Connor Murtagh,14293,Patrick Morris,4,,10,4,9-5,149,100/1,101,59,25,,CompletedRace,11,5.5,14.5,00:01:30.7400000,90.74
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,5154290,Connected,91857,Daniel Muscutt,37949,Kevin Philippart De Foy,3,b1,9,6,9-4,148,11/2,6.5,55,,50,CompletedRace,1,0,0,00:01:27.4400000,87.44
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4307312,Harry The Haggler,98301,Marco Ghiani,8543,Stuart Williams,3,t,6,2,9-5,149,13/8F,2.625,56,,47,CompletedRace,2,1.25,1.25,00:01:27.6900000,87.69
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4076134,Lynwood Lad,9836,Robert Havlin,12601,Jonathan Portman,3,p,11,3,8-12,140,17/2,9.5,49,,36,CompletedRace,3,1.25,2.5,00:01:27.9400000,87.94
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4479494,Elusive Tiger,95492,Georgia Dobie,32276,Archie Watson,3,,7,4,9-1,145,25/1,26,55,,41,CompletedRace,4,0.1,2.5,00:01:27.9400000,87.94
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4175407,Jimmy Lifestyle,94575,George Wood,336,Henry Candy,3,p,8,10,9-4,148,15/2,8.5,55,,39,CompletedRace,5,0.75,3.25,00:01:28.0900000,88.09
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4350735,Fayasel,102119,Mia Nicholls,39566,Mike Murphy & Michael Keady,3,,2,12,9-2,146,9/1,10,60,,43,CompletedRace,6,0.2,3.5,00:01:28.1400000,88.14
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4425854,Cloud Queen,77767,Billy Loughnane,9036,Ed Dunlop,3,hp1,10,7,9-0,144,10/1,11,54,,33,CompletedRace,7,1.25,4.75,00:01:28.3900000,88.39
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4518768,Mayz,98519,Cieren Fallon,10308,John Gallagher,3,,12,11,8-9,137,66/1,67,46,,14,CompletedRace,8,3.75,8.5,00:01:29.1400000,89.14
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4445428,Glory Call,95237,Harry Russell,19836,Ollie Pears,3,,3,8,9-9,153,8/1,9,60,,16,CompletedRace,9,4,12.5,00:01:29.9400000,89.94
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4705227,Macho Mania,92801,Josephine Gordon,12904,Phil McEntee,3,v,1,5,9-9,153,25/1,26,60,,11,CompletedRace,10,1.75,14.25,00:01:30.2900000,90.29
846951,Follow @attheraces On Twitter Handicap,513,Wolverhampton (AW),09/01/2023 20:00:00,Other,Class 6,,0-60,3yo,None,7f,7,1407,1540,Standard,AllWeather,4820560,Queens Resolve,94631,Pierre-Louis Jamin,38304,Harry Eustace,3,h,5,1,9-6,150,50/1,51,57,,,CompletedRace,11,9.5,23.75,00:01:32.1900000,92.19
846952,At The Races App Expert Tips Handicap,513,Wolverhampton (AW),09/01/2023 20:30:00,Other,Class 6,,0-62,3yo+,None,5f,5,1005,1100,Standard,AllWeather,3261270,Munificent,91653,Joey Haynes,36272,Chelsea Banham,5,,4,4,9-4,148,100/30J,4.333333333333334,57,66,60,CompletedRace,1,0,0,00:01:00.2400000,60.24
846952,At The Races App Expert Tips Handicap,513,Wolverhampton (AW),09/01/2023 20:30:00,Other,Class 6,,0-62,3yo+,None,5f,5,1005,1100,Standard,AllWeather,4570894,Speed Dial Baileys,77767,Billy Loughnane,25914,James Tate,3,,3,7,9-2,146,5/1,6,59,67,61,CompletedRace,2,0.3,0.3,00:01:00.3000000,60.3
846952,At The Races App Expert Tips Handicap,513,Wolverhampton (AW),09/01/2023 20:30:00,Other,Class 6,,0-62,3yo+,None,5f,5,1005,1100,Standard,AllWeather,2456551,Street Life,98516,Morgan Cole,14293,Patrick Morris,6,p,1,2,9-4,148,7/1,8,62,59,52,CompletedRace,3,3,3.25,00:01:00.8900000,60.89
846952,At The Races App Expert Tips Handicap,513,Wolverhampton (AW),09/01/2023 20:30:00,Other,Class 6,,0-62,3yo+,None,5f,5,1005,1100,Standard,AllWeather,4245971,Howyadoin,85782,Joanna Mason,10363,Michael Appleby,3,v1,5,1,8-11,139,100/30J,4.333333333333334,51,46,39,CompletedRace,4,0.5,3.75,00:01:00.9900000,60.99
846952,At The Races App Expert Tips Handicap,513,Wolverhampton (AW),09/01/2023 20:30:00,Other,Class 6,,0-62,3yo+,None,5f,5,1005,1100,Standard,AllWeather,3314104,Lancashire Life,95492,Georgia Dobie,34717,Stella Barclay,5,,7,3,8-4,132,10/1,11,46,36,28,CompletedRace,5,1.5,5.25,00:01:01.2900000,61.29
846952,At The Races App Expert Tips Handicap,513,Wolverhampton (AW),09/01/2023 20:30:00,Other,Class 6,,0-62,3yo+,None,5f,5,1005,1100,Standard,AllWeather,3140868,Red Walls,99878,Alex Jary,9170,Lisa Williamson,5,,6,6,8-1,129,11/1,12,47,29,20,CompletedRace,6,2.25,7.5,00:01:01.7400000,61.74
846952,At The Races App Expert Tips Handicap,513,Wolverhampton (AW),09/01/2023 20:30:00,Other,Class 6,,0-62,3yo+,None,5f,5,1005,1100,Standard,AllWeather,3703483,Dalby Forest,93343,Callum Shepherd,16143,David Simcock,4,,2,5,9-6,150,7/2,4.5,59,41,31,CompletedRace,7,0.1,7.75,00:01:01.7900000,61.79
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,3259279,Lawmans Blis,94575,George Wood,38059,Alex French,5,,2,9,9-11,155,7/2,4.5,54,62,13,CompletedRace,1,0,0,00:02:42.4600000,162.46
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,4607027,Dame Sarra,92801,Josephine Gordon,9036,Ed Dunlop,3,b,10,3,9-0,144,9/2,5.5,51,58,8,CompletedRace,2,0.5,0.5,00:02:42.5600000,162.56
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,4493115,Sexy Rexy,77767,Billy Loughnane,25205,Grace Harris,3,p,9,7,8-13,141,25/1,26,53,60,9,CompletedRace,3,0.2,0.75,00:02:42.6100000,162.61
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,3196017,Ghostly,95492,Georgia Dobie,34717,Stella Barclay,5,,5,2,9-3,147,4/1,5,49,56,5,CompletedRace,4,0.05,0.75,00:02:42.6100000,162.61
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,1676731,Jenny Ren,87589,Gina Mangan,30210,Sarah Hollinshead,8,,3,6,9-7,151,8/1,9,53,59,8,CompletedRace,5,0.5,1.25,00:02:42.7100000,162.71
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,4757702,Lightning Spark,93343,Callum Shepherd,16143,David Simcock,3,,6,4,9-4,148,33/1,34,55,58,5,CompletedRace,6,2,3.25,00:02:43.1100000,163.11
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,4249818,Zakram,96222,Jason Watson,22839,David O'Meara,3,,12,10,8-11,139,7/1,8,48,49,,CompletedRace,7,1.25,4.5,00:02:43.3600000,163.36
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,4648386,Ausdaisia,9836,Robert Havlin,25009,Hugo Palmer,3,h,11,8,8-13,141,3/1F,4,50,44,,CompletedRace,8,4.25,8.75,00:02:44.2100000,164.21
846950,St Leger Festival Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2023 21:00:00,Other,Class 6,,0-55,3yo+,None,1m4f,12,2412,2640,Standard,AllWeather,3880869,Princess Nieve,96720,Elisha Whittington,14293,Patrick Morris,4,v1,4,1,9-4,148,80/1,81,52,43,,CompletedRace,9,2.25,11,00:02:44.6600000,164.66
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,5285617,Light Wave,89298,Kevin Nabet,14467,J Boisnard,3,t,1,,10-8,168,23/10F,3.3,,122,,CompletedRace,1,0,0,00:04:05.2100000,245.21
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,4987869,Sultan Pierji,100335,Gabin Meunier,34035,Hugo Merienne,3,,3,,10-6,166,27/1,28,,113,,CompletedRace,2,2.5,2.5,00:04:05.8350000,245.835
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,5285620,Charme Dore,92037,Clement Lefebvre,37534,Daniela Mele,3,h,8,,10-3,163,49/10,5.9,,106,,CompletedRace,3,4,6.5,00:04:06.8350000,246.835
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,4990303,Henri Quatre,95553,Angelo Zuliani,31467,Francois Nicolle,3,t,7,,10-3,163,13/5,3.6,,96,,CompletedRace,4,10,16.5,00:04:09.3350000,249.335
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,5285618,Twist Of Art,99960,Gwen Richard,31467,Francois Nicolle,3,t,4,,10-6,166,47/10,5.7,,98,,CompletedRace,5,0.2,16.75,00:04:09.3975000,249.3975
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,5069222,First Polar,100632,Lucas Vandamme,33743,Mme P Butel & J-L Beaunez,3,t,2,,10-6,166,40/1,41,,,,CompletedRace,6,30,46.75,00:04:16.8975000,256.8975
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,4299527,Malbay Madness,95275,Michael O'Sullivan,30971,Emmet Mullins,3,h,6,,10-3,163,11/1,12,,,,CompletedRace,7,30,76.75,00:04:24.3975000,264.3975
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,5285619,Elseneur,86321,Bertrand Lestrade,34521,Davide Satalia,3,,5,,10-3,163,14/1,15,,,,Fell,0,0,0,00:04:05.2100000,245.21
848873,Prix des Platanes (Hurdle) (Listed Race) (3yo Colts & Geldings) (Turf),205,Auteuil (FR),09/01/2023 14:42:00,Hurdle,,Listed,,3yo,ColdsAndGeldings,2m2f,18,3619,3960,Very Soft,Turf,5021528,Keep On Rockin',83293,Felix De Giles,40244,Noel George & Amanda Zetterholm,3,t,9,,10-3,163,14/1,15,,,,PulledUp,0,0,0,00:04:05.2100000,245.21
849037,Prix Weather Permitting (Chase) (Conditions) (3yo Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:17:00,SteepleChase,,,,3yo,None,2m1½f,17.5,3518,3850,Very Soft,Turf,5293082,Kaadam,85822,Gaetan Masure,11333,A Chaille-Chaille,3,ht,1,,10-8,168,22/5,5.4,,102,,CompletedRace,1,0,0,00:04:16.9600000,256.96
849037,Prix Weather Permitting (Chase) (Conditions) (3yo Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:17:00,SteepleChase,,,,3yo,None,2m1½f,17.5,3518,3850,Very Soft,Turf,4961875,Royal Saga,92037,Clement Lefebvre,16288,D Bressou,3,,2,,10-8,168,7/5F,2.4,,102,,CompletedRace,2,0.1,0.1,00:04:16.9850000,256.985
849037,Prix Weather Permitting (Chase) (Conditions) (3yo Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:17:00,SteepleChase,,,,3yo,None,2m1½f,17.5,3518,3850,Very Soft,Turf,4938809,Game Of Storm,95553,Angelo Zuliani,31467,Francois Nicolle,3,t,3,,10-8,168,29/10,3.9,,101,,CompletedRace,3,1.25,1.25,00:04:17.2725000,257.2725
849037,Prix Weather Permitting (Chase) (Conditions) (3yo Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:17:00,SteepleChase,,,,3yo,None,2m1½f,17.5,3518,3850,Very Soft,Turf,5141768,Dschingis Love,93058,Kilian Dubourg,38110,H De Lageneste & G Macaire,3,t,6,,10-3,163,37/10,4.7,,96,,CompletedRace,4,0.2,1.5,00:04:17.3350000,257.335
849037,Prix Weather Permitting (Chase) (Conditions) (3yo Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:17:00,SteepleChase,,,,3yo,None,2m1½f,17.5,3518,3850,Very Soft,Turf,4990314,Saga Girl,89329,Wilfried Lajon,25555,J Delaunay,3,t,7,,10-3,163,17/1,18,,87,,CompletedRace,5,9,10.5,00:04:19.5850000,259.585
849037,Prix Weather Permitting (Chase) (Conditions) (3yo Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:17:00,SteepleChase,,,,3yo,None,2m1½f,17.5,3518,3850,Very Soft,Turf,5069199,Rue Barbizon,89242,Ludovic Philipperon,39505,Regis Schmidlin,3,t,5,,10-3,163,25/1,26,,67,,CompletedRace,6,20,30.5,00:04:24.5850000,264.585
849037,Prix Weather Permitting (Chase) (Conditions) (3yo Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:17:00,SteepleChase,,,,3yo,None,2m1½f,17.5,3518,3850,Very Soft,Turf,4990298,Jeu Du Gouet,92298,Geoffrey Re,25555,J Delaunay,3,t,4,,10-8,168,38/1,39,,,,UnseatedRider,0,0,0,00:04:16.9600000,256.96
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,3575281,Balmoral,95142,Alejandro Ruiz Gonzalez,34521,Davide Satalia,5,t,1,,10-12,172,49/10,5.9,,105,,CompletedRace,1,0,0,00:04:08.0700000,248.07
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,5293088,Mandinko,89298,Kevin Nabet,37534,Daniela Mele,4,t,11,,10-3,163,7/1,8,,95,,CompletedRace,2,1,1,00:04:08.3200000,248.32
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,4884912,Intrepid Sun,83809,Thomas Beaurain,13670,F Foucher,5,,2,,10-12,172,4/1F,5,,93,,CompletedRace,3,11,12,00:04:11.0700000,251.07
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,5293087,Spear Dancer,97776,Anthony Beaudoire,39412,Julian Resimont,4,t,10,,10-3,163,22/1,23,,75,,CompletedRace,4,9,21,00:04:13.3200000,253.32
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,4330708,Darena,95183,Alexandre Chesneau,13565,Yannick Fouin,4,t,12,,9-13,157,19/1,20,,69,,CompletedRace,5,2.5,23.5,00:04:13.9450000,253.945
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,3853484,Pierre Le Grand,90160,Nicolas Gauffenic,40244,Noel George & Amanda Zetterholm,4,p,9,,10-3,163,76/10,8.6,,71,,CompletedRace,6,2,25.5,00:04:14.4450000,254.445
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,4691028,Arabika,92037,Clement Lefebvre,34216,Mathieu Pitart,4,t,7,,10-3,163,17/1,18,,,,CompletedRace,7,30,55.5,00:04:21.9450000,261.945
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,5293089,Leon Du Mazet,100633,Pierre-Alfred Grondin,38236,Mlle L Pontoir,5,h,3,,10-12,172,48/1,49,,,,CompletedRace,8,5,60.5,00:04:23.1950000,263.195
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,5293093,Cape Of Love,85822,Gaetan Masure,11333,A Chaille-Chaille,4,ht,8,,10-3,163,49/10,5.9,,,,Fell,0,0,0,00:04:08.0700000,248.07
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,4611062,Samara,89242,Ludovic Philipperon,4391,M Rolland,5,t,5,,10-8,168,43/5,9.6,,,,PulledUp,0,0,0,00:04:08.0700000,248.07
849040,Prix Achille-Fould (Hurdle) (Conditions) (4yo+ Unraced Over Obstacles) (Turf),205,Auteuil (FR),09/01/2023 15:52:00,Hurdle,,,,4yo+,None,2m2f,18,3619,3960,Very Soft,Turf,5293090,Kirikou Du Berlais,83293,Felix De Giles,34860,E D'Andigne,5,t,4,,10-12,172,63/10,7.3,,,,PulledUp,0,0,0,00:04:08.0700000,248.07
