FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
3,False,2/1,3,CompletedRace,916072,1138,Dundalk (AW),03/27/2026 17:12:00,5385894,Una Matata right
4,False,9/2,5.5,CompletedRace,916073,1138,Dundalk (AW),03/27/2026 17:45:00,7551793,Spinning Around right
5,False,7/4F,2.75,CompletedRace,916078,1138,Dundalk (AW),03/27/2026 20:15:00,6723565,Captain Hanley right
1,True,1/8F,1.125,CompletedRace,914244,20,Fontwell,03/27/2026 14:30:00,5708519,Broomfield Aderra right
4,False,6/1,7,CompletedRace,914246,20,Fontwell,03/27/2026 15:30:00,3577251,Kitsilano right
2,False,4/9F,1.4444444444444444,CompletedRace,914245,20,Fontwell,03/27/2026 16:00:00,5633115,Unknown Entity right
1,True,10/1,11,CompletedRace,914243,20,Fontwell,03/27/2026 16:30:00,3458017,Superstylin right
5,False,5/1,6,CompletedRace,914248,20,Fontwell,03/27/2026 17:05:00,6949144,Test The Market right
4,False,4/1,5,CompletedRace,914441,393,Lingfield (AW),03/27/2026 14:42:00,7983190,Solar Invincible right
2,False,6/1,7,CompletedRace,914437,393,Lingfield (AW),03/27/2026 15:12:00,4273995,Sergeant Pep right
6,False,16/1,17,CompletedRace,914440,393,Lingfield (AW),03/27/2026 15:42:00,7204891,Arjack right
4,False,8/1,9,CompletedRace,914443,393,Lingfield (AW),03/27/2026 16:42:00,3273553,Secret Road right
8,False,20/1,21,CompletedRace,916674,1353,Newcastle (AW),03/27/2026 17:00:00,6229376,West Tyrone right
0,False,11/4,3.75,PulledUp,914250,87,Wetherby,03/27/2026 15:50:00,6568915,Koapey right
4,False,9/4F,3.25,CompletedRace,914249,87,Wetherby,03/27/2026 16:20:00,58950447,Escapologist right
8,False,9/1,10,CompletedRace,914423,1083,Chelmsford (AW),03/26/2026 18:00:00,6402366,Lazzar right
3,False,7/2,4.5,CompletedRace,914429,1083,Chelmsford (AW),03/26/2026 18:30:00,7493105,Faithful Dream right
3,False,7/2,4.5,CompletedRace,914427,1083,Chelmsford (AW),03/26/2026 19:00:00,5831367,Dynamite Defense right
6,False,7/2,4.5,CompletedRace,914424,1083,Chelmsford (AW),03/26/2026 19:30:00,4601463,Diamond Dreamer right
4,False,9/1,10,CompletedRace,914425,1083,Chelmsford (AW),03/26/2026 20:30:00,7205017,Pantile's Gift right
4,False,4/1,5,CompletedRace,914433,394,Southwell (AW),03/26/2026 14:37:00,5025142,Prince Quattro right
6,False,5/1,6,CompletedRace,914431,394,Southwell (AW),03/26/2026 16:37:00,8039751,Numero Vingt right
1,True,7/1,8,CompletedRace,914432,394,Southwell (AW),03/26/2026 17:07:00,2697435,Good Earth right
3,False,1/7F,1.1428571428571428,CompletedRace,914238,85,Warwick,03/26/2026 14:28:00,7462349,Big Ticket right
6,False,6/1,7,CompletedRace,914240,85,Warwick,03/26/2026 15:28:00,5059541,Kingoftheswingerz right
5,False,9/4,3.25,CompletedRace,914239,85,Warwick,03/26/2026 15:58:00,4305431,Ip Up right
1,True,7/2,4.5,CompletedRace,914237,85,Warwick,03/26/2026 16:30:00,4303290,Fever Dream right
