FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
7,False,18/1,19,CompletedRace,848512,6,Beverley,09/26/2023 14:15:00,3789286,Recorwoman
3,False,5/4F,2.25,CompletedRace,848507,6,Beverley,09/26/2023 16:00:00,4481246,Marine Wave
7,False,22/1,23,CompletedRace,848508,6,Beverley,09/26/2023 17:10:00,3550605,Miss Britain
1,True,9/2,5.5,CompletedRace,850310,596,Cork,09/26/2023 13:55:00,5034904,Ocean Baroque
5,False,12/1,13,CompletedRace,848772,393,Lingfield (AW),09/26/2023 14:25:00,4996585,Hot Front
5,False,18/1,19,CompletedRace,848778,393,Lingfield (AW),09/26/2023 15:00:00,964593,Arzaak
3,False,11/8F,2.375,CompletedRace,848785,1353,Newcastle (AW),09/26/2023 16:55:00,5237779,Surging Tide
8,False,20/1,21,CompletedRace,848782,1353,Newcastle (AW),09/26/2023 18:00:00,4377611,Act Of Will
1,True,5/2F,3.5,CompletedRace,848518,40,Nottingham,09/26/2023 15:15:00,5104289,Knicks
5,False,2/1F,3,CompletedRace,850231,180,Down Royal,09/25/2023 13:50:00,5085194,Si Senior
2,False,4/1,5,CompletedRace,850232,180,Down Royal,09/25/2023 14:25:00,5009827,Amazon Lady
7,False,11/2,6.5,CompletedRace,848498,22,Hamilton,09/25/2023 13:45:00,4442201,Banner Road
6,False,17/2,9.5,CompletedRace,848494,22,Hamilton,09/25/2023 14:55:00,4990395,Chumbaa
5,False,9/4F,3.25,CompletedRace,848493,22,Hamilton,09/25/2023 15:30:00,2590547,Dundory
2,False,3/1,4,CompletedRace,848497,22,Hamilton,09/25/2023 16:05:00,5176435,Sacred Falls
1,True,13/2,7.5,CompletedRace,848496,22,Hamilton,09/25/2023 16:40:00,4355310,Jaminoz
8,False,9/1,10,CompletedRace,848503,30,Leicester,09/25/2023 17:00:00,3097716,Holbache
3,False,18/1,19,CompletedRace,850228,196,Roscommon,09/25/2023 16:30:00,3072057,The Banger Doyle
0,False,5/2F,3.5,PulledUp,850229,196,Roscommon,09/25/2023 17:05:00,3301639,Norwigi
3,False,4/7F,1.5714285714285714,CompletedRace,848671,85,Warwick,09/25/2023 13:55:00,4221803,Hands Off
5,False,25/1,26,CompletedRace,848669,85,Warwick,09/25/2023 14:30:00,4522972,Borderline
3,False,11/2,6.5,CompletedRace,848666,85,Warwick,09/25/2023 15:05:00,3136436,Gold Link
3,False,14/1,15,CompletedRace,848668,85,Warwick,09/25/2023 15:40:00,3448782,Glengeever
0,False,16/1,17,PulledUp,848670,85,Warwick,09/25/2023 16:15:00,1361714,Cheer's Delboy
1,True,100/30,4.333333333333334,CompletedRace,848667,85,Warwick,09/25/2023 16:50:00,3939855,Sea The Clouds
8,False,28/1,29,CompletedRace,848771,513,Wolverhampton (AW),09/25/2023 17:30:00,5102061,Justahunch
2,False,11/4F,3.75,CompletedRace,850177,178,Curragh,09/24/2023 15:35:00,5147989,Vestigia
1,True,7/2,4.5,CompletedRace,847844,22,Hamilton,09/24/2023 14:50:00,5023487,Ski Angel
3,False,5/2,3.5,CompletedRace,847839,22,Hamilton,09/24/2023 15:25:00,3701269,Iconique
