FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
5,False,9/1,10,CompletedRace,869377,40,Nottingham,06/27/2024 14:10:00,2057749,Cherry Cola
3,False,11/1,12,CompletedRace,869379,40,Nottingham,06/27/2024 15:10:00,5929142,Daylight Chorus
1,True,10/1,11,CompletedRace,869381,40,Nottingham,06/27/2024 15:45:00,3097945,Sycamore
5,False,11/2,6.5,CompletedRace,869378,40,Nottingham,06/27/2024 16:20:00,3638599,Lotus Rose
5,False,15/2,8.5,CompletedRace,869382,40,Nottingham,06/27/2024 16:50:00,4225299,Dunnington Lad
0,False,SP,,NonRunner,869347,8,Carlisle,06/26/2024 16:05:00,4934659,Island Native
5,False,10/1,11,CompletedRace,869348,8,Carlisle,06/26/2024 17:15:00,4522959,Sibyl Charm
1,True,7/2,4.5,CompletedRace,869353,1212,Ffos Las,06/26/2024 18:20:00,4407204,Jimmy Mark
7,False,6/1,7,CompletedRace,869352,1212,Ffos Las,06/26/2024 19:20:00,2975517,The Cola Kid
4,False,13/2,7.5,CompletedRace,869355,1212,Ffos Las,06/26/2024 19:50:00,5158380,Outer Edge
3,False,4/1,5,CompletedRace,869354,1212,Ffos Las,06/26/2024 20:20:00,4334972,Romanovich
6,False,13/2,7.5,CompletedRace,869351,1212,Ffos Las,06/26/2024 20:50:00,5671275,God Bless America
1,True,4/5F,1.8,CompletedRace,871615,396,Happy Valley,06/26/2024 14:45:00,5492809,Copartner Prance
1,True,29/20F,2.45,CompletedRace,871609,396,Happy Valley,06/26/2024 23:40:00,2394682,Arthur's Kingdom
1,True,6/5F,2.2,CompletedRace,869473,1079,Kempton (AW),06/26/2024 17:00:00,5118329,Viridian
7,False,9/4F,3.25,CompletedRace,871525,192,Naas,06/26/2024 19:00:00,5518979,Salah Belle
1,True,15/8F,2.875,CompletedRace,871527,192,Naas,06/26/2024 20:00:00,4601329,Mr King
3,False,33/1,34,CompletedRace,869359,52,Salisbury,06/26/2024 14:15:00,3147782,Mick's Spirit
2,False,4/1,5,CompletedRace,869358,52,Salisbury,06/26/2024 15:15:00,3677984,Leuven Power
2,False,9/4J,3.25,CompletedRace,869357,52,Salisbury,06/26/2024 16:15:00,5230708,Spaceport
1,True,10/11F,1.9090909090909092,CompletedRace,869362,52,Salisbury,06/26/2024 16:50:00,5212142,Sunny Corner
1,True,2/1,3,CompletedRace,869111,101,Worcester,06/26/2024 14:23:00,3906262,In This World
1,True,11/4F,3.75,CompletedRace,869110,101,Worcester,06/26/2024 15:23:00,2579268,Hometown Boy
3,False,7/1,8,CompletedRace,869326,6,Beverley,06/25/2024 15:17:00,4691048,Ski Jump
7,False,8/1,9,CompletedRace,869323,6,Beverley,06/25/2024 16:17:00,3500898,Ey Up Its The Boss
1,True,4/5F,1.8,CompletedRace,869332,7,Brighton,06/25/2024 16:42:00,3366903,Three Dons
9,False,9/4J,3.25,CompletedRace,869333,7,Brighton,06/25/2024 17:15:00,5248367,Small Fry
4,False,3/1,4,CompletedRace,869331,7,Brighton,06/25/2024 17:45:00,5386068,The Cutest
1,True,7/2,4.5,CompletedRace,869335,7,Brighton,06/25/2024 18:55:00,3123852,River Wharfe
3,False,100/30,4.333333333333334,CompletedRace,869334,7,Brighton,06/25/2024 19:30:00,2219524,Mudlahhim
6,False,13/2,7.5,CompletedRace,869336,36,Newbury,06/25/2024 18:05:00,5781950,Marhaba Million
3,False,6/4F,2.5,CompletedRace,869341,36,Newbury,06/25/2024 18:40:00,5343910,Ureshii
4,False,25/1,26,CompletedRace,869342,36,Newbury,06/25/2024 19:50:00,3048703,Impeach
0,False,200/1,201,PulledUp,869104,39,Newton Abbot,06/25/2024 14:00:00,2496336,Fair To Dream
1,True,5/2F,3.5,CompletedRace,869106,39,Newton Abbot,06/25/2024 16:30:00,4201377,Townhill
6,False,9/4,3.25,CompletedRace,871477,175,Ballinrobe,06/24/2024 17:10:00,5258512,Punta Coco
3,False,12/1,13,CompletedRace,871480,175,Ballinrobe,06/24/2024 18:45:00,3277139,River Derwent
5,False,4/1,5,CompletedRace,869301,5,Bath,06/24/2024 17:55:00,5242272,Tres Chic
0,False,SP,,NonRunner,869302,5,Bath,06/24/2024 19:00:00,5222213,Ten O'Clock
5,False,15/2,8.5,CompletedRace,869297,5,Bath,06/24/2024 19:30:00,4303388,Inspired Knowhow
8,False,50/1,51,CompletedRace,869299,5,Bath,06/24/2024 20:30:00,4409374,Pure Gold
8,False,33/1,34,CompletedRace,869300,5,Bath,06/24/2024 21:00:00,5708480,Itsalotafun
1,True,4/9F,1.4444444444444444,CompletedRace,869304,12,Chepstow,06/24/2024 14:10:00,5226914,Red Cloud
1,True,11/8F,2.375,CompletedRace,869307,12,Chepstow,06/24/2024 15:45:00,3488562,Howzak
7,False,5/1,6,CompletedRace,869308,12,Chepstow,06/24/2024 16:15:00,1796205,Louis Treize
1,True,6/4,2.5,CompletedRace,869305,12,Chepstow,06/24/2024 16:50:00,5226919,Rinnovati
5,False,7/1,8,CompletedRace,869312,80,Thirsk,06/24/2024 13:55:00,4350742,Create
1,True,1/4F,1.25,CompletedRace,869311,80,Thirsk,06/24/2024 14:25:00,5867514,Fayqa
5,False,7/2,4.5,CompletedRace,869309,80,Thirsk,06/24/2024 17:00:00,4438579,Gastronomy
0,False,SP,,NonRunner,869320,93,Windsor,06/24/2024 17:35:00,4601458,No Turning Back
0,False,SP,,NonRunner,869316,93,Windsor,06/24/2024 19:10:00,3096879,Dream Composer
2,False,5/1,6,CompletedRace,869321,93,Windsor,06/24/2024 19:40:00,5002212,Sir Bolton
1,True,5/2J,3.5,CompletedRace,869317,93,Windsor,06/24/2024 20:10:00,5366258,Lucentio
2,False,11/8F,2.375,CompletedRace,869318,93,Windsor,06/24/2024 20:40:00,5148107,Star Runner
6,False,10/1,11,CompletedRace,869285,1212,Ffos Las,06/23/2024 14:10:00,5021348,Western
4,False,4/1,5,CompletedRace,869287,1212,Ffos Las,06/23/2024 15:10:00,5222213,Ten O'Clock
1,True,5/4F,2.25,CompletedRace,869288,1212,Ffos Las,06/23/2024 16:10:00,4863576,Kalama Sunrise
4,False,8/1,9,CompletedRace,869284,1212,Ffos Las,06/23/2024 16:40:00,5151718,Indication Court
2,False,6/1,7,CompletedRace,869098,25,Hexham,06/23/2024 16:18:00,3500957,Parvos
7,False,40/1,41,CompletedRace,869097,25,Hexham,06/23/2024 17:18:00,1142952,Deadheat
5,False,6/1,7,CompletedRace,869295,46,Pontefract,06/23/2024 14:30:00,4355200,Duchess
3,False,5/1,6,CompletedRace,869292,46,Pontefract,06/23/2024 15:30:00,3226210,Valley Of Flowers
2,False,9/1,10,CompletedRace,869290,46,Pontefract,06/23/2024 16:00:00,3632533,Appier
6,False,50/1,51,CompletedRace,869293,46,Pontefract,06/23/2024 16:30:00,2663645,Arranmore
4,False,14/1,15,CompletedRace,869291,46,Pontefract,06/23/2024 17:00:00,4225298,Rousing Encore
1,True,17/5,4.4,CompletedRace,871505,416,Sha Tin,06/23/2024 21:30:00,5655603,Talents Ambition
3,False,9/4,3.25,CompletedRace,869266,3,Ayr,06/22/2024 16:45:00,2537502,Alligator Alley
1,True,11/4F,3.75,CompletedRace,869268,3,Ayr,06/22/2024 17:25:00,5743693,Moon Man
2,False,11/4J,3.75,CompletedRace,869264,3,Ayr,06/22/2024 17:55:00,4757705,Baileys Khelstar
3,False,3/1F,4,CompletedRace,869265,3,Ayr,06/22/2024 18:55:00,3588751,Classy Al
4,False,9/2,5.5,CompletedRace,871494,3,Ayr,06/22/2024 19:25:00,3880932,Lord Abama
1,True,17/2,9.5,CompletedRace,871030,180,Down Royal,06/22/2024 14:40:00,3772663,Explorers Way
1,True,5/4F,2.25,CompletedRace,871031,180,Down Royal,06/22/2024 15:15:00,5342164,Lady Doris
3,False,7/2,4.5,CompletedRace,870837,180,Down Royal,06/22/2024 15:55:00,5147962,Tamrat
2,False,4/1,5,CompletedRace,871033,180,Down Royal,06/22/2024 17:10:00,58956152,Dark Oak
5,False,12/1,13,CompletedRace,869273,23,Haydock,06/22/2024 18:40:00,3723247,Vadamiah
1,True,7/2,4.5,CompletedRace,869271,23,Haydock,06/22/2024 19:45:00,4534421,Dora Milaje
3,False,6/4F,2.5,CompletedRace,869275,23,Haydock,06/22/2024 20:15:00,5079048,Straight A
1,True,9/1,10,CompletedRace,869272,23,Haydock,06/22/2024 20:45:00,4336791,Eagle Day
2,False,11/2,6.5,CompletedRace,871036,188,Limerick,06/22/2024 14:15:00,4996596,Byzantine Empress
2,False,25/1,26,CompletedRace,871037,188,Limerick,06/22/2024 14:50:00,5329153,Katie Bairdie
1,True,100/30,4.333333333333334,CompletedRace,871040,188,Limerick,06/22/2024 16:40:00,5301530,Gangster Granny
2,False,5/1,6,CompletedRace,869278,31,Lingfield,06/22/2024 18:00:00,4330803,Tribal Wisdom
6,False,4/1,5,CompletedRace,869277,31,Lingfield,06/22/2024 18:30:00,4274014,Major Major
2,False,4/9F,1.4444444444444444,CompletedRace,869276,31,Lingfield,06/22/2024 20:00:00,5982515,Sense Of Spirit
1,True,7/1,8,CompletedRace,869282,31,Lingfield,06/22/2024 20:30:00,5826587,Wedgewood Sapphire
7,False,10/1,11,CompletedRace,869281,31,Lingfield,06/22/2024 21:00:00,2751674,Lilkian
2,False,11/1,12,CompletedRace,869246,174,Newmarket (July),06/22/2024 13:35:00,4568970,Charlatan
10,False,40/1,41,CompletedRace,869248,174,Newmarket (July),06/22/2024 14:45:00,5019626,Mademoisellecancan
2,False,11/4F,3.75,CompletedRace,869245,174,Newmarket (July),06/22/2024 16:35:00,5089275,Jungle Mac
4,False,16/5F,4.2,CompletedRace,869244,174,Newmarket (July),06/22/2024 17:15:00,4465675,Merrijig
8,False,9/1,10,CompletedRace,869256,47,Redcar,06/22/2024 16:15:00,4274035,Mountain Warrior
2,False,2/1F,3,CompletedRace,869257,47,Redcar,06/22/2024 16:55:00,5162479,Nazron
9,False,22/1,23,CompletedRace,869260,47,Redcar,06/22/2024 17:30:00,2791155,Odd Venture
3,False,7/2,4.5,CompletedRace,871004,180,Down Royal,06/21/2024 17:25:00,5826606,Beatrix Power
3,False,8/1,9,CompletedRace,871008,180,Down Royal,06/21/2024 19:35:00,4299525,Distillate
6,False,5/2,3.5,CompletedRace,869234,21,Goodwood,06/21/2024 18:20:00,5307278,Pure Of Heart
1,True,5/2,3.5,CompletedRace,869233,21,Goodwood,06/21/2024 18:50:00,3612347,Mr Freedom
6,False,7/2,4.5,CompletedRace,869235,21,Goodwood,06/21/2024 20:00:00,5373985,Dashinwhitesargent
1,True,2/1,3,CompletedRace,869236,21,Goodwood,06/21/2024 20:35:00,5756247,Grandlad
7,False,5/1,6,CompletedRace,871462,35,Market Rasen,06/21/2024 17:10:00,4275946,Crossbeau
0,False,SP,,NonRunner,869241,174,Newmarket (July),06/21/2024 18:35:00,4924441,Sheila's Paradise
1,True,8/15F,1.5333333333333332,CompletedRace,869237,174,Newmarket (July),06/21/2024 19:10:00,5431216,Midnight Gun
1,True,8/13F,1.6153846153846154,CompletedRace,869238,174,Newmarket (July),06/21/2024 20:20:00,5320929,Rebaatt
1,True,8/13F,1.6153846153846154,CompletedRace,869239,174,Newmarket (July),06/21/2024 20:55:00,5366257,Wonder Kid
2,False,11/4J,3.75,CompletedRace,869251,47,Redcar,06/21/2024 16:05:00,5248551,The Hun
0,False,SP,,NonRunner,869456,1083,Chelmsford (AW),06/20/2024 14:50:00,2052711,The Defiant
1,True,6/4F,2.5,CompletedRace,869453,1083,Chelmsford (AW),06/20/2024 16:10:00,4607023,Enfjaar
3,False,13/2,7.5,CompletedRace,870911,187,Leopardstown,06/20/2024 18:20:00,5079033,Action Plan
5,False,6/1,7,CompletedRace,869227,31,Lingfield,06/20/2024 20:30:00,2669619,Sir Oliver
4,False,5/2,3.5,CompletedRace,869228,31,Lingfield,06/20/2024 21:00:00,4076255,Safari Dream
4,False,12/1,13,CompletedRace,869459,393,Lingfield (AW),06/20/2024 19:00:00,5544167,Royal Praise
5,False,13/2,7.5,CompletedRace,869223,49,Ripon,06/20/2024 13:35:00,2791181,Clifftop Heaven
7,False,16/5F,4.2,CompletedRace,869220,49,Ripon,06/20/2024 15:55:00,3549479,Manila Scouse
4,False,3/1,4,CompletedRace,869225,49,Ripon,06/20/2024 16:35:00,5216544,Continuance
6,False,2/1F,3,CompletedRace,869226,49,Ripon,06/20/2024 17:10:00,5725093,Loose Tongue
2,False,9/4,3.25,CompletedRace,869462,513,Wolverhampton (AW),06/20/2024 17:28:00,5355689,Pique'
6,False,4/6F,1.6666666666666665,CompletedRace,869463,513,Wolverhampton (AW),06/20/2024 19:40:00,5315422,Muttasil
4,False,8/1,9,CompletedRace,871022,513,Wolverhampton (AW),06/20/2024 20:10:00,5633229,Night Of Desire
4,False,4/1,5,CompletedRace,869465,513,Wolverhampton (AW),06/20/2024 20:40:00,4219796,Comedian Leader
2,False,7/2,4.5,CompletedRace,869205,22,Hamilton,06/19/2024 13:45:00,1666309,The Navigator
6,False,3/1,4,CompletedRace,869202,22,Hamilton,06/19/2024 15:30:00,4355310,Jaminoz
4,False,100/30,4.333333333333334,CompletedRace,869204,22,Hamilton,06/19/2024 16:10:00,5488220,John L Sullivan
3,False,5/2,3.5,CompletedRace,869203,22,Hamilton,06/19/2024 16:50:00,5073364,Persian Phoenix
1,True,100/30F,4.333333333333334,CompletedRace,869206,22,Hamilton,06/19/2024 17:25:00,2080896,Hot Team
6,False,15/2,8.5,CompletedRace,869208,40,Nottingham,06/19/2024 18:20:00,5101973,Chiedozie
10,False,16/1,17,CompletedRace,869207,40,Nottingham,06/19/2024 18:50:00,4445404,Beauld As Brass
1,True,EvensF,2,CompletedRace,869214,49,Ripon,06/19/2024 19:05:00,4648363,Kardia
3,False,4/1,5,CompletedRace,869215,49,Ripon,06/19/2024 19:35:00,4990393,Moyola
6,False,12/1,13,CompletedRace,869216,49,Ripon,06/19/2024 20:05:00,2801626,Dandy's Angel
9,False,4/1,5,CompletedRace,869219,49,Ripon,06/19/2024 20:35:00,3528374,Canaria Prince
1,True,8/13F,1.6153846153846154,CompletedRace,869163,6,Beverley,06/18/2024 18:40:00,5878997,Coppull Hall Lane
6,False,9/2,5.5,CompletedRace,869162,6,Beverley,06/18/2024 19:45:00,5162472,Summit
2,False,7/2J,4.5,CompletedRace,869165,6,Beverley,06/18/2024 20:15:00,2537620,Star Of St James
5,False,9/4,3.25,CompletedRace,869164,6,Beverley,06/18/2024 20:45:00,4820580,Caramay
4,False,2/1,3,CompletedRace,869172,7,Brighton,06/18/2024 18:30:00,5230607,Say You'll Never
3,False,9/4,3.25,CompletedRace,869169,7,Brighton,06/18/2024 19:30:00,4310837,Oh So Audacious
1,True,4/1,5,CompletedRace,869168,7,Brighton,06/18/2024 20:00:00,4326472,Corporate Raider
4,False,6/1,7,CompletedRace,869171,7,Brighton,06/18/2024 20:30:00,5009864,Moreginplease
5,False,5/1,6,CompletedRace,869170,7,Brighton,06/18/2024 21:00:00,4175310,Muy Muy Guapo
5,False,12/1,13,CompletedRace,869178,10,Catterick,06/18/2024 15:30:00,2687080,Refuge
1,True,2/1F,3,CompletedRace,869174,10,Catterick,06/18/2024 16:50:00,5118328,Sea The Dream
0,False,SP,,NonRunner,869177,10,Catterick,06/18/2024 17:25:00,5162470,Kinetic
0,False,20/1,21,PulledUp,869082,67,Stratford,06/18/2024 13:30:00,4155917,Glance At Me
1,True,4/1,5,CompletedRace,869080,67,Stratford,06/18/2024 15:15:00,3630330,Theonlywayiswessex
5,False,33/1,34,CompletedRace,869077,67,Stratford,06/18/2024 15:55:00,1565310,Manor Park
1,True,3/1F,4,CompletedRace,869078,67,Stratford,06/18/2024 16:35:00,1954923,Bbold
2,False,9/4F,3.25,CompletedRace,869081,67,Stratford,06/18/2024 17:15:00,3483748,Sanitiser
5,False,3/1J,4,CompletedRace,870987,67,Stratford,06/18/2024 17:50:00,4395046,City Roller
8,False,18/1,19,CompletedRace,870961,8,Carlisle,06/17/2024 15:00:00,5297335,Jamie's Choice
2,False,6/5F,2.2,CompletedRace,869142,8,Carlisle,06/17/2024 15:30:00,4502638,Manuelito
0,False,SP,,NonRunner,869143,8,Carlisle,06/17/2024 16:00:00,2663645,Arranmore
1,True,10/11F,1.9090909090909092,CompletedRace,869149,12,Chepstow,06/17/2024 14:48:00,3960811,Stockpyle
4,False,3/1F,4,CompletedRace,869150,12,Chepstow,06/17/2024 15:48:00,3550654,Glamorous Express
1,True,100/30F,4.333333333333334,CompletedRace,869152,12,Chepstow,06/17/2024 16:55:00,4863576,Kalama Sunrise
3,False,6/1,7,CompletedRace,870870,184,Gowran Park,06/17/2024 15:05:00,5216516,Lohengrin
4,False,3/1,4,CompletedRace,870873,184,Gowran Park,06/17/2024 16:35:00,5915793,Cancelled
1,True,8/13F,1.6153846153846154,CompletedRace,870861,203,Kilbeggan,06/17/2024 16:45:00,4173267,Instant Tendance
2,False,9/2,5.5,CompletedRace,870866,203,Kilbeggan,06/17/2024 19:45:00,3398269,The Dasher Conway
2,False,11/2,6.5,CompletedRace,869157,93,Windsor,06/17/2024 17:30:00,5320934,Split The Profit
6,False,5/2F,3.5,CompletedRace,869155,93,Windsor,06/17/2024 19:30:00,5048104,Queen's Guard
1,True,6/4F,2.5,CompletedRace,869156,93,Windsor,06/17/2024 20:00:00,4257395,Metabolt
6,False,4/1,5,CompletedRace,868193,15,Doncaster,06/16/2024 14:10:00,4277867,Albeseeingyer
0,False,SP,,NonRunner,870928,15,Doncaster,06/16/2024 14:40:00,3288786,Algheed
8,False,9/1,10,CompletedRace,870825,179,Downpatrick,06/16/2024 16:05:00,4936869,Augusta George
1,True,4/1,5,CompletedRace,870830,184,Gowran Park,06/16/2024 15:16:00,5073248,Elinor Dashwood
1,True,5/1,6,CompletedRace,870832,184,Gowran Park,06/16/2024 16:21:00,5048231,Tachos
4,False,9/2,5.5,CompletedRace,870834,184,Gowran Park,06/16/2024 17:21:00,5147983,Buttermere Ridge
9,False,4/1,5,CompletedRace,868202,52,Salisbury,06/16/2024 14:55:00,3267422,Beau Jardine
3,False,7/2,4.5,CompletedRace,868203,52,Salisbury,06/16/2024 15:25:00,5141806,Hello Cotai
5,False,4/1,5,CompletedRace,868180,5,Bath,06/15/2024 13:45:00,4593492,Taxiing
0,False,SP,,NonRunner,868179,5,Bath,06/15/2024 14:55:00,5823817,Caribbean Wind
1,True,EvensF,2,CompletedRace,868183,5,Bath,06/15/2024 16:05:00,5492854,Organic
7,False,11/1,12,CompletedRace,868181,5,Bath,06/15/2024 17:15:00,1956418,Eye Of The Water
5,False,5/1,6,CompletedRace,868149,13,Chester,06/15/2024 17:04:00,4735737,Order Of Malta
7,False,11/1,12,CompletedRace,870877,13,Chester,06/15/2024 17:35:00,5671276,Rose Donnelly
0,False,SP,,NonRunner,870818,179,Downpatrick,06/15/2024 16:00:00,2615827,Natural Breeze
1,True,5/1,6,CompletedRace,867920,25,Hexham,06/15/2024 16:52:00,2510117,Going Mobile
3,False,8/1,9,CompletedRace,868186,30,Leicester,06/15/2024 18:18:00,4597234,Royal Dream
1,True,2/1F,3,CompletedRace,868185,30,Leicester,06/15/2024 19:25:00,5861967,Mutamanni
1,True,6/1,7,CompletedRace,868191,30,Leicester,06/15/2024 20:30:00,2005611,Voltaic
6,False,9/2,5.5,CompletedRace,868187,30,Leicester,06/15/2024 21:00:00,5089375,Perianth
3,False,2/1F,3,CompletedRace,868161,54,Sandown,06/15/2024 13:30:00,5371937,Into Battle
3,False,6/5F,2.2,CompletedRace,868162,54,Sandown,06/15/2024 15:15:00,5237791,Mount Teide
3,False,9/1,10,CompletedRace,868164,54,Sandown,06/15/2024 16:25:00,4924685,Imperial Express
1,True,2/1F,3,CompletedRace,868163,54,Sandown,06/15/2024 17:00:00,5104252,Coco Royale
1,True,87/20,5.35,CompletedRace,870896,416,Sha Tin,06/15/2024 12:35:00,4318815,Capital Delight
6,False,14/1,15,CompletedRace,870879,84,Uttoxeter,06/15/2024 17:40:00,4400639,Zodiac Star
0,False,SP,,NonRunner,867925,84,Uttoxeter,06/15/2024 19:45:00,3908393,Limetree Boy
1,True,9/4F,3.25,CompletedRace,868140,13,Chester,06/14/2024 13:40:00,3153448,Outrun The Storm
2,False,8/1,9,CompletedRace,868139,13,Chester,06/14/2024 16:00:00,3986094,Khathak
5,False,7/2,4.5,CompletedRace,870843,13,Chester,06/14/2024 16:35:00,4564395,Daisy Roots
1,True,11/2,6.5,CompletedRace,870778,596,Cork,06/14/2024 17:58:00,5176378,Bold Optimist
5,False,11/4,3.75,CompletedRace,870784,182,Fairyhouse,06/14/2024 17:40:00,4628807,Rathbranchurch
0,False,SP,,NonRunner,870786,182,Fairyhouse,06/14/2024 18:50:00,3853573,Janoobi
1,True,4/1,5,CompletedRace,868137,21,Goodwood,06/14/2024 19:15:00,5116065,Cypriot Diaspora
1,True,11/10F,2.1,CompletedRace,868135,21,Goodwood,06/14/2024 19:50:00,5045884,Enchanting
6,False,7/4F,2.75,CompletedRace,867904,35,Market Rasen,06/14/2024 19:35:00,4288011,Great Samourai
0,False,SP,,NonRunner,867909,39,Newton Abbot,06/14/2024 18:10:00,3525141,Matterhorn
2,False,15/8,2.875,CompletedRace,867915,39,Newton Abbot,06/14/2024 19:20:00,3290479,Langley Hundred
9,False,10/1,11,CompletedRace,868151,54,Sandown,06/14/2024 15:15:00,4002113,Prince Maxi
5,False,100/30,4.333333333333334,CompletedRace,868153,54,Sandown,06/14/2024 15:50:00,5315428,Screaming Eagle
3,False,11/8F,2.375,CompletedRace,868156,54,Sandown,06/14/2024 17:00:00,5181947,Allonsy
5,False,5/1,6,CompletedRace,870678,187,Leopardstown,06/13/2024 18:30:00,3719571,Eastern Wind
3,False,4/1,5,CompletedRace,868116,16,Musselburgh,06/13/2024 18:40:00,3096980,Desert Quest
1,True,2/11F,1.1818181818181819,CompletedRace,868117,16,Musselburgh,06/13/2024 19:10:00,5894817,Unspoken Love
3,False,7/1,8,CompletedRace,868114,16,Musselburgh,06/13/2024 19:40:00,5079222,Count Palatine
1,True,13/8F,2.625,CompletedRace,868112,16,Musselburgh,06/13/2024 20:15:00,3215030,Patontheback
3,False,9/4J,3.25,CompletedRace,868113,16,Musselburgh,06/13/2024 20:45:00,3521632,Golden Rainbow
1,True,7/2,4.5,CompletedRace,868124,36,Newbury,06/13/2024 14:50:00,5146201,Charming Whisper
2,False,9/2,5.5,CompletedRace,868123,36,Newbury,06/13/2024 17:40:00,5394042,Aulis
1,True,3/1,4,CompletedRace,868125,40,Nottingham,06/13/2024 15:45:00,4409423,Great Blasket
5,False,11/2,6.5,CompletedRace,867900,101,Worcester,06/13/2024 17:50:00,3499144,Dreaming Diamond
4,False,7/2,4.5,CompletedRace,867897,101,Worcester,06/13/2024 18:20:00,4305379,Somespring Special
5,False,13/2,7.5,CompletedRace,867896,101,Worcester,06/13/2024 18:50:00,2548203,Jessie Lightfoot
2,False,7/2,4.5,CompletedRace,867898,101,Worcester,06/13/2024 19:25:00,3490652,Lallygag
6,False,7/2,4.5,CompletedRace,868108,104,Yarmouth,06/13/2024 14:00:00,4307312,Harry The Haggler
1,True,15/2,8.5,CompletedRace,868107,104,Yarmouth,06/13/2024 15:00:00,2246964,Hidden Pearl
3,False,18/1,19,CompletedRace,868111,104,Yarmouth,06/13/2024 16:40:00,3098927,Bernard Spierpoint
