RaceId,RaceName,CourseId,CourseName,Off,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating,ResultStatus,FinishingPosition,BeatenDistance,OverallBeatenDistance,RaceTime,RaceTimeInSeconds,ForecastFractionalOdds,ForecastDecimalOdds,DaysSinceLastRun,FormFigures,PrizeMoney,PrizeMoneyValue,CardOfficialRating,CardRacingPostRating,CardTopSpeedRating,OwnerId,OwnerName,SireName,SireCountry,DamName,HeadgearFirstTime,GeldingFirstTime,WindSurgery,TrainerRtf,JockeyAllowanceLbs,JockeyFirstTime,NewTrainerRacesCount,CountryOfOrigin
925940,Book Hotel & Conferencing At Wolverhampton Racecourse Apprentice Handicap,513,Wolverhampton (AW),09/01/2026 16:42:00,Other,Class 6,,0-60,4yo+,None,7f,7,1407,1540,Standard,AllWeather,5009826,Velvet Skies,101888,Ethan Tindall,17398,Gary Harrison,5,,1,1,9-6,150,9/2,5.5,60,,,CompletedRace,8,0.2,5.25,00:01:29.3100000,89.31,11/2,6.5,22,894620,"£3,245",3245,60,79,64,375620,E Black,Buratino,IRE,Gasta,False,False,,100,3,True,,IRE
925940,Book Hotel & Conferencing At Wolverhampton Racecourse Apprentice Handicap,513,Wolverhampton (AW),09/01/2026 16:42:00,Other,Class 6,,0-60,4yo+,None,7f,7,1407,1540,Standard,AllWeather,3808886,Court Of Session,101770,Connor Planas,12904,Phil McEntee,7,v,4,9,9-5,149,50/1,51,56,,,CompletedRace,9,4.75,10,00:01:30.2600000,90.26,16/1,17,14,071868,"£3,245",3245,56,73,40,298232,Michelle Hancox,Iffraaj,GB,Sibilance,False,False,,40,,False,,GB
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9115886,Phalanx Nation,77767,Billy Loughnane,32276,Archie Watson,2,ht1,8,2,9-2,146,6/4,2.5,75,,,CompletedRace,1,0,0,00:01:27.7700000,87.77,15/8,2.875,97,33,"£7,020",7020,75,82,52,361251,Victorious Forever,Sioux Nation,USA,Kerkyra Island,True,False,,29,,True,,IRE
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9499157,Speed Nation,101508,Harry Davies,37478,Simon & Ed Crisford,2,,10,4,9-2,146,14/1,15,,,,CompletedRace,2,1,1,00:01:27.9700000,87.97,8/1,9,20,76,"£7,020",7020,,74,53,371333,Duaij Al Khalifa & Ahmad Al Qassimi,Sioux Nation,USA,Teodolina,False,False,,35,,False,,IRE
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9115660,Iris Olivia,95744,Rossa Ryan,37949,Kevin Philippart De Foy,2,,4,5,9-2,146,7/2,4.5,,,,CompletedRace,3,0.2,1.25,00:01:28.0200000,88.02,7/2,4.5,55,72,"£7,020",7020,,82,66,252234,Amo Racing Limited,Persian Force,IRE,Sparkling Olly,False,False,,50,,True,,IRE
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9544216,Jessica,95388,David Egan,37949,Kevin Philippart De Foy,2,,5,3,9-2,146,6/5F,2.2,,,,CompletedRace,4,6.5,7.75,00:01:29.3200000,89.32,13/8,2.625,11,52,"£7,020",7020,,86,,252234,Amo Racing Limited,Coulsty,IRE,Sultanina,False,False,,50,,True,,IRE
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9544197,Casablanca Dream,95522,Luke Catton,9003,Marco Botti,2,,2,7,8-13,141,100/1,101,,,,CompletedRace,5,5,12.75,00:01:30.3200000,90.32,25/1,26,10,65,"£7,020",7020,,65,53,310904,Ajay Anne,No Nay Never,USA,Shamanova,False,False,,62,3,True,,IRE
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9568636,Moda Rosa,75506,Pat Dobbs,7221,Brian Meehan,2,,6,1,9-2,146,100/1,101,,,,CompletedRace,6,1.5,14.25,00:01:30.6200000,90.62,50/1,51,27,67,"£7,020",7020,,72,51,375370,Moda Rosa Partnership,Mohaather,GB,Toots,False,False,,80,,True,,GB
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9669680,Appassionata,84857,Luke Morris,67,Sir Mark Prescott Bt,2,,1,10,9-2,146,125/1,126,,,,CompletedRace,7,1,15.25,00:01:30.8200000,90.82,50/1,51,12,7,"£7,020",7020,,20,,16105,Cheveley Park Stud,Golden Horn,GB,Allegretto,False,False,,50,,True,,GB
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9669676,Cowgirl,88798,Ray Dawson,41095,John & Sean Quinn,2,,3,8,9-2,146,40/1,41,,,,CompletedRace,8,1,16.25,00:01:31.0200000,91.02,20/1,21,,,"£7,020",7020,,,,376116,The Cow Clan,Starman,GB,Becuille,False,False,,47,,True,,IRE
925934,Free Digital Racecard At raceday-ready.com EBF Fillies' Novice Stakes (GBB Race),513,Wolverhampton (AW),09/01/2026 17:12:00,Other,Class 3,,,2yo,Fillies,7f,7,1407,1540,Standard,AllWeather,9331766,Nightspell,97319,William Carver,42295,Ross Burdon,2,h1,7,9,9-2,146,300/1,301,,,,CompletedRace,9,7,23.25,00:01:32.4200000,92.42,50/1,51,14,47,"£7,020",7020,,62,34,371014,Vesper Solis Racing,Kameko,USA,Magic Meg,True,False,,83,,True,,GB
925938,Race And Rest - Wolverhampton Holiday Inn Maiden Handicap,513,Wolverhampton (AW),09/01/2026 17:45:00,Other,Class 5,,0-75,3yo+,None,1m½f,8.5,1709,1870,Standard,AllWeather,8070668,Norman Invasion,104207,Ashley Lewis,23926,Ed Walker,3,h,4,5,9-5,149,5/2,3.5,73,,,CompletedRace,1,0,0,00:01:48.1700000,108.17,7/2,4.5,54,53-364,"£3,978",3978,73,80,,341790,TBT Racing,Lope De Vega,IRE,Smoulder,False,False,,51,3,True,,GB
925938,Race And Rest - Wolverhampton Holiday Inn Maiden Handicap,513,Wolverhampton (AW),09/01/2026 17:45:00,Other,Class 5,,0-75,3yo+,None,1m½f,8.5,1709,1870,Standard,AllWeather,8031351,Hamda's Joy,95388,David Egan,32765,Tom Clover,3,,5,1,9-6,150,16/1,17,71,,,CompletedRace,2,1.5,1.5,00:01:48.4700000,108.47,11/2,6.5,17,3-3234,"£3,978",3978,71,74,51,10928,Khalifa Dasmal,Kodi Bear,IRE,Lost Control,False,False,,53,,False,,IRE
925938,Race And Rest - Wolverhampton Holiday Inn Maiden Handicap,513,Wolverhampton (AW),09/01/2026 17:45:00,Other,Class 5,,0-75,3yo+,None,1m½f,8.5,1709,1870,Standard,AllWeather,8903777,Showcasing Star,95744,Rossa Ryan,40131,Charlie Johnston,3,,3,2,9-8,152,16/1,17,73,,,CompletedRace,3,0.75,2.25,00:01:48.6200000,108.62,7/1,8,52,222705,"£3,978",3978,73,76,58,255625,Kingsley Park Owners Club,Showcasing,GB,Pirouette Queen,False,False,,50,,True,,IRE
925938,Race And Rest - Wolverhampton Holiday Inn Maiden Handicap,513,Wolverhampton (AW),09/01/2026 17:45:00,Other,Class 5,,0-75,3yo+,None,1m½f,8.5,1709,1870,Standard,AllWeather,8236330,Media Legend,94663,Lewis Edmunds,41024,Harry Charlton,3,,1,4,9-10,154,5/6F,1.8333333333333335,75,,,CompletedRace,4,1,3.25,00:01:48.8200000,108.82,7/4,2.75,18,523-53,"£3,978",3978,75,77,44,363095,Got'Im Partnership,Ghaiyyath,IRE,Dubai One,False,False,,77,,False,,IRE
925938,Race And Rest - Wolverhampton Holiday Inn Maiden Handicap,513,Wolverhampton (AW),09/01/2026 17:45:00,Other,Class 5,,0-75,3yo+,None,1m½f,8.5,1709,1870,Standard,AllWeather,5325149,Forest Caper,98519,Cieren Fallon,22839,David O'Meara,5,,2,6,9-10,154,14/1,15,69,,,CompletedRace,5,3.75,7,00:01:49.5700000,109.57,13/2,7.5,189,-34420,"£3,978",3978,69,79,64,306791,The Horse Watchers 2,Lope De Vega,IRE,Forest Crown,False,False,,47,,False,,GB
925938,Race And Rest - Wolverhampton Holiday Inn Maiden Handicap,513,Wolverhampton (AW),09/01/2026 17:45:00,Other,Class 5,,0-75,3yo+,None,1m½f,8.5,1709,1870,Standard,AllWeather,8165733,Master Of Entropy,77767,Billy Loughnane,41095,John & Sean Quinn,3,t1,6,3,9-2,146,8/1,9,67,,,CompletedRace,6,1.75,8.75,00:01:49.9200000,109.92,6/1,7,37,356466,"£3,978",3978,67,78,59,335266,Ms Janelle Cao,Mohaather,GB,Hyperactive,True,False,,47,,True,,GB
925937,Sky Sports Racing Virgin 512 Handicap,513,Wolverhampton (AW),09/01/2026 18:20:00,Other,Class 5,,0-75,3yo,None,1m1½f,9.5,1910,2090,Standard,AllWeather,7436658,Booziebrunch,98519,Cieren Fallon,7083,S Woods,3,b,1,2,9-9,153,7/4F,2.75,75,,,CompletedRace,1,0,0,00:01:58.7100000,118.71,11/4,3.75,19,443124,"£3,978",3978,75,85,69,305242,Ignited,Coulsty,IRE,Spy Ring,False,False,,38,,True,,IRE
925937,Sky Sports Racing Virgin 512 Handicap,513,Wolverhampton (AW),09/01/2026 18:20:00,Other,Class 5,,0-75,3yo,None,1m1½f,9.5,1910,2090,Standard,AllWeather,7205006,Lucky Luna,75506,Pat Dobbs,28787,Richard Hannon,3,,3,6,9-7,151,13/2,7.5,73,,,CompletedRace,2,2,2,00:01:59.1100000,119.11,5/1,6,36,4616,"£3,978",3978,73,84,55,337488,RC Syndicate IV,Lucky Vega,IRE,Fleur De Sel,False,False,,43,,True,,IRE
925937,Sky Sports Racing Virgin 512 Handicap,513,Wolverhampton (AW),09/01/2026 18:20:00,Other,Class 5,,0-75,3yo,None,1m1½f,9.5,1910,2090,Standard,AllWeather,8678963,Knowledge,101508,Harry Davies,37478,Simon & Ed Crisford,3,v1,2,5,9-8,152,2/1,3,74,,,CompletedRace,3,2.25,4.25,00:01:59.5600000,119.56,8/1,9,50,15885,"£3,978",3978,74,81,29,366677,Highclere Thoroughbred Racing - Walnut,Sea The Stars,IRE,Bespangled,True,False,,35,,False,,GB
925937,Sky Sports Racing Virgin 512 Handicap,513,Wolverhampton (AW),09/01/2026 18:20:00,Other,Class 5,,0-75,3yo,None,1m1½f,9.5,1910,2090,Standard,AllWeather,8432215,Variety Act,84857,Luke Morris,67,Sir Mark Prescott Bt,3,,5,3,9-5,149,4/1,5,71,,,CompletedRace,4,3,7.25,00:02:00.1600000,120.16,9/4,3.25,195,2-34,"£3,978",3978,71,80,36,364878,Ehnicholls Holdings Ltd - Osborne House,Lope De Vega,IRE,Visoriyna,False,False,,50,,False,,GER
925937,Sky Sports Racing Virgin 512 Handicap,513,Wolverhampton (AW),09/01/2026 18:20:00,Other,Class 5,,0-75,3yo,None,1m1½f,9.5,1910,2090,Standard,AllWeather,8844525,Silken Bay,95744,Rossa Ryan,17063,Dr Richard Newland,3,h,4,4,9-7,151,25/1,26,73,,,CompletedRace,5,0.5,7.75,00:02:00.2600000,120.26,5/1,6,34,813673,"£3,978",3978,73,81,50,368227,"Urloxhey Racing, Bronsan & Townbraccan",New Bay,GB,La Negra,False,False,,38,,True,1,IRE
925937,Sky Sports Racing Virgin 512 Handicap,513,Wolverhampton (AW),09/01/2026 18:20:00,Other,Class 5,,0-75,3yo,None,1m1½f,9.5,1910,2090,Standard,AllWeather,7436347,Lux Aeterna,95388,David Egan,9036,Ed Dunlop,3,b1,6,1,9-1,145,18/1,19,67,,,CompletedRace,6,8.5,16.25,00:02:01.9600000,121.96,15/2,8.5,57,8-1607,"£3,978",3978,67,85,49,371647,Horse Watchers 10 & Trip To Syndicate,Sergei Prokofiev,CAN,Sassy Dresser,True,False,,37,,False,,GB
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,9153185,Melting Snow,77767,Billy Loughnane,9036,Ed Dunlop,3,p,8,6,9-3,147,8/1,9,62,,,CompletedRace,1,0,0,00:01:59.9400000,119.94,9/2,5.5,30,85642,"£3,978",3978,62,70,49,89460,Anamoine Limited,Too Darn Hot,GB,Virgin Snow,False,False,,37,,False,,IRE
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,7970717,Midnight Media,94663,Lewis Edmunds,38350,William Muir & Chris Grassick,3,,6,8,9-4,148,11/8F,2.375,63,,,CompletedRace,2,0.2,0.2,00:01:59.9800000,119.98,7/2,4.5,21,492121,"£3,978",3978,63,73,42,203478,Muir Racing Partnership - Newbury,Advertise,GB,Gold At Midnight,False,False,,61,,False,,GB
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,7648486,Pipily,88798,Ray Dawson,37539,T J Kent,3,p,3,1,9-5,149,14/1,15,64,,,CompletedRace,3,0.5,0.75,00:02:00.0900000,120.09,9/1,10,17,64-724,"£3,978",3978,64,70,22,341622,The Property Investor Partnership Ltd,Showcasing,GB,Affected,False,False,,60,,False,,GB
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,9189368,Sterling Fortune,84857,Luke Morris,25914,James Tate,3,,1,7,9-9,153,18/1,19,68,,,CompletedRace,4,2.25,3,00:02:00.5400000,120.54,6/1,7,22,05533,"£3,978",3978,68,65,44,110445,Fortune Racing,Kameko,USA,Sterling Sound,False,False,,65,,True,,GB
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,7762473,Perfect Ruler,95388,David Egan,9003,Marco Botti,3,,7,10,9-4,148,4/1,5,63,,,CompletedRace,5,0.2,3.25,00:02:00.5900000,120.59,9/2,5.5,14,54-551,"£3,978",3978,63,71,58,310904,Ajay Anne,Night Of Thunder,IRE,Perfect Inch,False,False,,62,,True,2,GB
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,6582583,Magic Runner,95744,Rossa Ryan,20045,Ruth Carr,4,,9,4,9-1,145,9/1,10,54,,,CompletedRace,6,1.75,5,00:02:00.9400000,120.94,14/1,15,17,557057,"£3,978",3978,54,74,49,361663,Rc Syndicate Xviii,Sea The Moon,GER,Magma,False,False,,32,,True,,GER
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,8507338,Poor Relation,98519,Cieren Fallon,40346,Ollie Sangster,3,,2,9,9-7,151,8/1,9,66,,,CompletedRace,7,0.75,5.75,00:02:01.0900000,121.09,8/1,9,45,5-2373,"£3,978",3978,66,72,44,80505,Lord Lloyd-Webber,De Treville,GB,Megera,False,False,,37,,True,,FR
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,9409946,Khepri,93480,Clifford Lee,5019,K R Burke,3,v,5,5,9-4,148,10/1,11,63,,,CompletedRace,8,0.1,5.75,00:02:01.0900000,121.09,6/1,7,14,4448,"£3,978",3978,63,59,59,159428,Newtown Anner Stud Farm Ltd,War Front,USA,Meg Fitz,False,False,,58,,False,,USA
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,7382713,Bun Bang Fai,104207,Ashley Lewis,5020,Micky Hammond,4,,4,3,9-2,146,80/1,81,58,,,CompletedRace,9,0.75,6.5,00:02:01.2400000,121.24,50/1,51,33,6648-0,"£3,978",3978,58,,16,243913,Mrs Gemma Hogg,Pinatubo,IRE,Unpretentious,False,False,,50,3,True,2,GB
925936,Visit wolverhampton-racecourse.co.uk To Book Now Fillies' Handicap,513,Wolverhampton (AW),09/01/2026 18:55:00,Other,Class 5,,0-70,3yo+,Fillies,1m1½f,9.5,1910,2090,Standard,AllWeather,8299901,Miss Malone To You,101508,Harry Davies,31039,Kerry Lee,3,t,10,2,8-12,140,50/1,51,57,,,CompletedRace,10,5,11.5,00:02:02.2400000,122.24,16/1,17,76,8-55,"£3,978",3978,57,64,48,150782,Miss Kerry Lee,Ulysses,IRE,Miss Brown To You,False,False,1,100,,True,2,GB
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,5109649,Macanudo,77767,Billy Loughnane,12465,Ian Williams,5,b,8,2,9-5,149,7/2,4.5,53,,,CompletedRace,1,0,0,00:01:00.4500000,60.45,7/1,8,23,47-037,"£3,245",3245,53,69,13,353865,Giddy Up You Good Thing Racing Syndicate,Invincible Spirit,IRE,World Of Good,False,False,,39,,True,,IRE
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,3728987,Henery Hawk,100775,Tom Kiely-Marshall,5728,Linda Perratt,7,,3,7,9-3,147,4/1,5,56,,,CompletedRace,2,0.3,0.3,00:01:00.5100000,60.51,15/2,8.5,22,303537,"£3,245",3245,56,67,31,38230,Miss L A Perratt,Heeraat,IRE,Rosecomb,False,False,,36,5,False,,GB
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,4967778,The Fixer,100380,Christian Howarth,26099,Scott Dixon,5,,2,5,9-6,150,4/1,5,57,,,CompletedRace,3,0.5,0.75,00:01:00.6000000,60.6,9/2,5.5,4,000184,"£3,245",3245,57,68,56,347561,S Chappell & R Teatum,No Nay Never,USA,Fixette,False,False,,42,3,True,,IRE
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,5740905,Doralee,100476,William Pyle,39387,David & Nicola Barron,5,,7,1,9-5,149,12/1,13,53,,,CompletedRace,4,2,2.75,00:01:01,61,4/1,5,24,944231,"£3,245",3245,53,65,,91564,Harrowgate Bloodstock Ltd,Swiss Spirit,GB,Jofranka,False,False,,43,,False,,GB
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,7195634,She's A Gift,95744,Rossa Ryan,14751,John C McConnell,4,t1,5,9,9-7,151,100/30F,4.333333333333334,55,,,CompletedRace,5,1.25,4,00:01:01.2500000,61.25,11/4,3.75,57,570272,"£3,245",3245,55,70,57,156983,Dermot McGuinness,Iffraaj,GB,Encore Moi,True,False,,33,,True,,GB
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,4273984,Master Dandy,84857,Luke Morris,41262,Daisy Hitchins,6,p,1,3,9-9,153,13/2,7.5,57,,,CompletedRace,6,1.75,5.75,00:01:01.6000000,61.6,6/1,7,42,187035,"£3,245",3245,57,68,62,376953,Simonell Racing Club,Dandy Man,IRE,Honeymead,False,False,,100,,True,1,IRE
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,5906623,Ballsgrove Boy,101508,Harry Davies,5333,Peter Chapple-Hyam,4,p,6,4,9-7,151,10/1,11,55,,,CompletedRace,7,9,14.75,00:01:03.4000000,63.4,11/1,12,40,5770-7,"£3,245",3245,55,62,,242959,W Prosser,Ardad,IRE,Sweet Wind Music,False,False,,67,,True,2,GB
925941,Get Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 19:30:00,Other,Class 6,,0-60,4yo+,None,5f,5,1005,1100,Standard,AllWeather,4225300,Global Effort,98171,Grace McEntee,12904,Phil McEntee,6,tv,9,6,8-11,139,125/1,126,45,,,CompletedRace,8,2.75,17.5,00:01:03.9500000,63.95,33/1,34,19,736988,"£3,245",3245,45,66,59,223634,Mrs Rita Baker,Gleneagles,IRE,Irish Madam,False,False,,40,,False,,IRE
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,6582580,Rye,95744,Rossa Ryan,9714,Tony Carroll,4,p,5,5,9-7,151,11/4F,3.75,58,,,CompletedRace,1,0,0,00:01:13.5200000,73.52,3/1,4,88,332426,"£4,711",4711,58,71,64,376952,Sally Hamilton French And David Burnett,Massaat,IRE,Get Even,False,False,,40,,True,,GB
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,6367249,In The City,94158,Edward Greatrex,22011,Warren Greatrex,4,v,1,1,9-9,153,9/2,5.5,60,,,CompletedRace,2,0.2,0.2,00:01:13.5600000,73.56,6/1,7,15,3-4506,"£4,711",4711,60,71,53,1824,Mrs J Fowler,Showcasing,GB,Enchanted Linda,False,False,,75,,False,,GB
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,3970683,Blackjack,88798,Ray Dawson,78,Alan Brown,9,b,6,10,9-6,150,13/2,7.5,57,,,CompletedRace,3,1.25,1.5,00:01:13.8200000,73.82,12/1,13,16,075630,"£4,711",4711,57,72,50,44626,Mrs S Cunliffe-Lister,Sleeping Indian,GB,Medam,False,False,,67,,True,,GB
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,7001834,Express Train,103619,Alfie Redman,7873,Richard Phillips,4,,4,2,9-0,144,14/1,15,58,,,CompletedRace,4,0.75,2.25,00:01:13.9700000,73.97,10/1,11,14,639075,"£4,711",4711,58,68,54,110243,The Listeners,Invincible Spirit,IRE,Usem,False,False,,43,,False,,IRE
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,4315454,Phil's Dream,93480,Clifford Lee,14751,John C McConnell,6,tv,7,6,9-3,147,15/2,8.5,54,,,CompletedRace,5,0.3,2.5,00:01:14.0200000,74.02,8/1,9,59,-02180,"£4,711",4711,54,67,58,192489,Derek Kierans,Mehmas,IRE,Luna Rosa,False,False,,33,,True,,IRE
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,6419941,Piddie's Pearl,100476,William Pyle,43173,Kevin & Lauren Frost,4,h,9,7,8-9,137,18/1,19,46,,,CompletedRace,6,0.1,2.5,00:01:14.0200000,74.02,33/1,34,108,8808-0,"£4,711",4711,46,68,,277455,Jan Mead And Sally Paton,Rajasinghe,IRE,Piddie's Power,False,False,,27,,False,1,GB
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,5879003,Chasing Gold,84857,Luke Morris,41983,Michael Keady,4,b,3,3,9-8,152,11/2,6.5,59,,,CompletedRace,7,0.5,3,00:01:14.1200000,74.12,7/2,4.5,14,-U1423,"£4,711",4711,59,69,55,22201,Mrs S Moore,Twilight Son,GB,Invaluable,False,False,,29,,True,,GB
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,5048139,Royal Justice,101479,Olivia Haines,26099,Scott Dixon,5,b1,11,8,8-2,130,100/1,101,46,,,CompletedRace,8,2.25,5.25,00:01:14.5700000,74.57,50/1,51,5,6900-0,"£4,711",4711,46,66,,356686,Amphitheatre Racing Limited,Inns Of Court,IRE,Victoria Lodge,True,False,,42,7,True,,IRE
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,5708981,Forever My Prince,77767,Billy Loughnane,14051,Michael Blake,4,,2,4,9-8,152,4/1,5,59,,,CompletedRace,9,5.5,10.75,00:01:15.6700000,75.67,9/2,5.5,70,-55656,"£4,711",4711,59,72,,369879,Steve Trim,Showcasing,GB,One Kiss,False,False,,50,,False,,GB
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,5708985,Mister McGregor,96409,Faye McManoman,7001,Michael Mullineaux,4,eb,8,9,8-9,137,40/1,41,46,,,CompletedRace,10,1.25,12,00:01:15.9200000,75.92,11/1,12,15,923985,"£4,711",4711,46,69,60,195225,Keith Jones,Harry Angel,IRE,Pulcinella,False,False,,,,False,,IRE
925935,Free Tips On attheraces.com Handicap,513,Wolverhampton (AW),09/01/2026 20:00:00,Other,Class 6,,0-60,4yo+,None,6f,6,1206,1320,Standard,AllWeather,6046650,She Went Whoosh,95208,William Cox,26099,Scott Dixon,4,tp,10,11,8-9,137,100/1,101,46,,,CompletedRace,11,1.75,13.75,00:01:16.2700000,76.27,33/1,34,15,288069,"£4,711",4711,46,66,51,356686,Amphitheatre Racing Limited,Profitable,IRE,Lady Tipperary,False,False,,42,,True,,IRE
