RaceId,RaceName,CourseId,CourseName,Off,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating,ResultStatus,FinishingPosition,BeatenDistance,OverallBeatenDistance,RaceTime,RaceTimeInSeconds,ForecastFractionalOdds,ForecastDecimalOdds,DaysSinceLastRun,FormFigures,PrizeMoney,PrizeMoneyValue,CardOfficialRating,CardRacingPostRating,CardTopSpeedRating,OwnerId,OwnerName,SireName,SireCountry,DamName,HeadgearFirstTime,GeldingFirstTime,WindSurgery,TrainerRtf,JockeyAllowanceLbs,JockeyFirstTime,NewTrainerRacesCount,CountryOfOrigin
925939,Download The Racecourse App Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 20:30:00,Other,Class 6,,0-65,4yo+,None,1m4f,12,2412,2640,Standard,AllWeather,6042411,Ottoman,95744,Rossa Ryan,39482,Oliver Greenall & Josh Guerriero,4,b,6,2,9-4,148,11/1,12,58,,,CompletedRace,1,0,0,00:02:39.8100000,159.81,11/2,6.5,23,325155,"£3,245",3245,58,74,,251254,Phil Evans,Acclamation,GB,Kaftan,False,False,,20,,True,,IRE
925939,Download The Racecourse App Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 20:30:00,Other,Class 6,,0-65,4yo+,None,1m4f,12,2412,2640,Standard,AllWeather,7978778,Luan,77767,Billy Loughnane,42617,Nick Scholfield,4,t,5,3,9-6,150,4/1,5,60,,,CompletedRace,2,1.25,1.25,00:02:40.0600000,160.06,3/1,4,26,0-9119,"£3,245",3245,60,74,57,317542,Hasmonean Racing,Sea The Stars,IRE,Lamorlaye,False,False,,60,,False,2,FR
925939,Download The Racecourse App Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 20:30:00,Other,Class 6,,0-65,4yo+,None,1m4f,12,2412,2640,Standard,AllWeather,8991595,Sevenkingsmustdie,95522,Luke Catton,13928,Alan King,4,h,7,4,9-0,144,5/2,3.5,57,,,CompletedRace,3,1,2.25,00:02:40.2600000,160.26,7/1,8,43,057,"£3,245",3245,57,72,,130176,Alan King,Sea The Stars,IRE,Vandella,False,False,,75,3,False,,IRE
925939,Download The Racecourse App Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 20:30:00,Other,Class 6,,0-65,4yo+,None,1m4f,12,2412,2640,Standard,AllWeather,6425083,Sansanetti,14629,Pat Cosgrave,8543,Stuart Williams,4,,1,6,9-9,153,6/4F,2.5,63,,,CompletedRace,4,0.5,2.75,00:02:40.3600000,160.36,2/1,3,17,-66441,"£3,245",3245,63,75,25,322323,D'Arblay Partnership,Sottsass,FR,Sanaya,False,False,,52,,False,,IRE
925939,Download The Racecourse App Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 20:30:00,Other,Class 6,,0-65,4yo+,None,1m4f,12,2412,2640,Standard,AllWeather,4597235,Bulldog Spirit,95208,William Cox,43307,Bernard Llewellyn & Robert Williams,6,tp,4,5,9-6,150,20/1,21,60,,,CompletedRace,5,2.5,5.25,00:02:40.8600000,160.86,8/1,9,20,657534,"£3,245",3245,60,73,29,370206,Clive Elliot & Partner,Churchill,IRE,Banimpire,False,False,,69,,True,2,IRE
925939,Download The Racecourse App Raceday Ready Handicap,513,Wolverhampton (AW),09/01/2026 20:30:00,Other,Class 6,,0-65,4yo+,None,1m4f,12,2412,2640,Standard,AllWeather,5982378,Phaedra,94663,Lewis Edmunds,14626,Joey Ramsden,4,,3,1,9-7,151,8/1,9,61,,,CompletedRace,6,4.5,9.75,00:02:41.7600000,161.76,6/1,7,59,724025,"£3,245",3245,61,76,49,349130,Hill Top Equestrian Centre Ltd,Ghaiyyath,IRE,Singing Sky,False,False,,,,False,,GB
927919,153rd Renate und Albrecht Woeste - Zukunfts-Rennen (Group 3) (Turf),207,Baden-Baden (GER),09/01/2026 17:00:00,Other,,(Group 3),,2yo,None,7f,7,1407,1540,Soft,Turf,9317832,Gymbaazy,91857,Daniel Muscutt,31779,Owen Burrows,2,,3,3,9-2,146,11/5,3.2,,,,CompletedRace,1,0,0,00:01:26.8000000,86.8,,,39,19,"£27,826",27826,,92,78,309294,Green Team Racing,Siyouni,FR,Pelligrina,False,False,,38,,False,,FR
927919,153rd Renate und Albrecht Woeste - Zukunfts-Rennen (Group 3) (Turf),207,Baden-Baden (GER),09/01/2026 17:00:00,Other,,(Group 3),,2yo,None,7f,7,1407,1540,Soft,Turf,9777125,Indigo Sun,97465,Benjamin Marie,33092,Andreas Suborics,2,,4,5,9-2,146,3/1,4,,,,CompletedRace,2,2,2,00:01:27.3000000,87.3,,,,412,"£27,826",27826,,,,110874,Rennstall Sun-Planet,Waldpfad,GER,Isaia,False,False,,,,False,,GER
927919,153rd Renate und Albrecht Woeste - Zukunfts-Rennen (Group 3) (Turf),207,Baden-Baden (GER),09/01/2026 17:00:00,Other,,(Group 3),,2yo,None,7f,7,1407,1540,Soft,Turf,9777126,Tango Dancer,89686,Martin Seidl,41350,Maxim Pecheur,2,,5,6,9-2,146,31/10,4.1,,,,CompletedRace,3,1.75,3.75,00:01:27.7375000,87.7375,,,,12,"£27,826",27826,,,,153758,Stall Schalkmadchen,Alson,GER,The Dancing Fairy,False,False,,,,False,,IRE
927919,153rd Renate und Albrecht Woeste - Zukunfts-Rennen (Group 3) (Turf),207,Baden-Baden (GER),09/01/2026 17:00:00,Other,,(Group 3),,2yo,None,7f,7,1407,1540,Soft,Turf,9777127,Taylor Made,81391,Wladimir Panov,35970,Bohumil Nedorostek,2,,6,4,9-2,146,18/1,19,,,,CompletedRace,4,0.2,4,00:01:27.8000000,87.8,,,,43,"£27,826",27826,,,,240088,Cometica AG,Rubaiyat,FR,Tech Exceed,False,False,,,,False,,GER
927919,153rd Renate und Albrecht Woeste - Zukunfts-Rennen (Group 3) (Turf),207,Baden-Baden (GER),09/01/2026 17:00:00,Other,,(Group 3),,2yo,None,7f,7,1407,1540,Soft,Turf,9777124,Bozok,92830,Bauyrzhan Murzabayev,35970,Bohumil Nedorostek,2,,2,7,9-2,146,2/1F,3,,,,CompletedRace,5,1.75,5.75,00:01:28.2375000,88.2375,,,,1,"£27,826",27826,,,,171056,Cemil Duran,Sioux Nation,USA,Sziget,False,False,,,,False,,IRE
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4761170,Calas,84879,Maxime Guyon,37518,P & J Brandt,6,ht,1,10,9-10,154,18/5F,4.6,97,,45,CompletedRace,1,0,0,00:01:45.7300000,105.73,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,3093670,Highbari,103029,Pierre Remoue,34102,M Brasme,9,,16,8,8-2,130,202/10,21.2,75,,23,CompletedRace,2,0.2,0.2,00:01:45.7800000,105.78,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4566597,Olympic Message,88520,Pierre-Charles Boudot,38235,N Perret,6,,4,2,9-4,148,22/5,5.4,91,,32,CompletedRace,3,2.5,2.75,00:01:46.4175000,106.4175,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4438561,Galord,88709,Eddy Hardouin,30879,Carina Fey,7,ht,10,15,8-6,134,193/10,20.3,79,,20,CompletedRace,4,0.2,2.75,00:01:46.4175000,106.4175,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,6106959,Purple Lion,95509,Hugo Boutin,26118,F-H Graffard,4,t,2,5,9-6,150,9/2,5.5,94,,32,CompletedRace,5,0.75,3.5,00:01:46.6050000,106.605,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,3130339,Harper,95774,Alexis Pouchin,41805,Gerald Mosse,8,t,9,13,8-8,136,126/10,13.6,82,,19,CompletedRace,6,0.5,4,00:01:46.7300000,106.73,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4522941,Montgaudry,75499,Stephane Pasquier,1183,D Smaga,6,,6,12,8-10,138,141/10,15.1,84,,20,CompletedRace,7,0.3,4.25,00:01:46.7925000,106.7925,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4657054,No Limit Dream,84764,Tony Piccone,13820,C Plisson,6,t,7,4,8-9,137,203/10,21.3,83,,14,CompletedRace,8,2,6.25,00:01:47.2925000,107.2925,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,7525288,Gitano,95812,Thomas Trullier,20422,S Cerulis,4,,15,3,8-4,132,155/10,16.5,76,,7,CompletedRace,9,1,7.25,00:01:47.5425000,107.5425,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4175263,Freja,84951,Aurelien Lemaitre,10210,F Chappet,7,,8,6,8-9,137,29/1,30,83,,7,CompletedRace,10,1.75,9,00:01:47.9800000,107.98,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,3964513,Westminster Night,97546,Mme Frida Valle Skar,39038,Fabian Xaver Weissmeier,7,p,11,16,8-5,133,47/1,48,78,,3,CompletedRace,11,0.1,9.25,00:01:48.0425000,108.0425,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,5662986,Marharry,92273,Jeremy Moisan,35001,Gavin Hernon,5,t,14,7,8-5,133,269/10,27.9,77,,1,CompletedRace,12,0.75,10,00:01:48.2300000,108.23,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,6433746,Felix Aux Ormes,88850,Cristian Demuro,20943,Y Barberot,4,,3,11,9-4,148,69/10,7.9,91,,11,CompletedRace,13,1.25,11.25,00:01:48.5425000,108.5425,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,2805033,Shinning Ocean,102536,Malone Favriaux,40735,Bart De Koninck,9,,12,14,8-5,133,102/1,103,78,,,CompletedRace,14,12,23.25,00:01:51.5425000,111.5425,,,,,,,,,,,,,,,,,,,,,,
927925,Prix des Terres Noires (Handicap) (Turf),206,Deauville (FR),09/01/2026 12:55:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,2864403,Celestin,101826,Maxence Marquette,40735,Bart De Koninck,9,h,13,9,8-6,134,62/1,63,78,,,CompletedRace,15,18,41.25,00:01:56.0425000,116.0425,,,,,,,,,,,,,,,,,,,,,,
927926,Prix de Montpensier (Handicap) (Turf),206,Deauville (FR),09/01/2026 13:30:00,Other,,,,2yo,None,6f,6,1206,1320,Heavy,Turf,9396436,Dream Of Glory,87600,Mickael Barzalona,32325,Amy Murphy,2,,2,3,9-2,146,4/5F,1.8,80,,82,CompletedRace,1,0,0,00:01:15.2400000,75.24,,,,,,,,,,,,,,,,,,,,,,
927926,Prix de Montpensier (Handicap) (Turf),206,Deauville (FR),09/01/2026 13:30:00,Other,,,,2yo,None,6f,6,1206,1320,Heavy,Turf,9055733,Enfant Paradis,97546,Mme Frida Valle Skar,12681,M Boutin,2,t,7,6,8-2,130,211/10,22.1,69,,68,CompletedRace,2,1.25,1.25,00:01:15.5525000,75.5525,,,,,,,,,,,,,,,,,,,,,,
927926,Prix de Montpensier (Handicap) (Turf),206,Deauville (FR),09/01/2026 13:30:00,Other,,,,2yo,None,6f,6,1206,1320,Heavy,Turf,9244736,Gokita,95812,Thomas Trullier,34102,M Brasme,2,ht,6,5,8-10,138,83/10,9.3,75,,71,CompletedRace,3,0.3,1.5,00:01:15.6150000,75.615,,,,,,,,,,,,,,,,,,,,,,
927926,Prix de Montpensier (Handicap) (Turf),206,Deauville (FR),09/01/2026 13:30:00,Other,,,,2yo,None,6f,6,1206,1320,Heavy,Turf,9244738,Quiet Strength,104808,Louis Armance,42794,M Blancpain,2,t,5,1,8-7,135,56/10,6.6,75,,70,CompletedRace,4,0.5,2,00:01:15.7400000,75.74,,,,,,,,,,,,,,,,,,,,,,
927926,Prix de Montpensier (Handicap) (Turf),206,Deauville (FR),09/01/2026 13:30:00,Other,,,,2yo,None,6f,6,1206,1320,Heavy,Turf,9322110,Cloudbusting,88520,Pierre-Charles Boudot,28083,H-F Devin,2,,3,2,9-1,145,83/10,9.3,79,,64,CompletedRace,5,3.5,5.5,00:01:16.6150000,76.615,,,,,,,,,,,,,,,,,,,,,,
927926,Prix de Montpensier (Handicap) (Turf),206,Deauville (FR),09/01/2026 13:30:00,Other,,,,2yo,None,6f,6,1206,1320,Heavy,Turf,9073578,Kata Tjuta,98276,Axel Baron,38483,A Baron,2,h,1,7,9-4,148,146/10,15.6,83,,55,CompletedRace,6,3.5,9,00:01:17.4900000,77.49,,,,,,,,,,,,,,,,,,,,,,
927926,Prix de Montpensier (Handicap) (Turf),206,Deauville (FR),09/01/2026 13:30:00,Other,,,,2yo,None,6f,6,1206,1320,Heavy,Turf,9326633,Olympique,84879,Maxime Guyon,38083,Francois Monfort,2,,4,4,9-0,144,26/5,6.2,78,,45,CompletedRace,7,2,11,00:01:17.9900000,77.99,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,1765165,Koutsounakos,97546,Mme Frida Valle Skar,35532,Sofie Lanslots,11,t,10,9,8-5,133,127/10,13.7,64,,28,CompletedRace,1,0,0,00:00:56.8200000,56.82,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,8001076,Quiet Wife,88709,Eddy Hardouin,12681,M Boutin,4,t,9,11,8-8,136,8/1,9,74,,27,CompletedRace,2,0.1,0.1,00:00:56.8450000,56.845,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,4691059,Giorgiana,93676,Ludovic Boisseau,12947,G Pannier,6,tb,7,8,8-8,136,132/10,14.2,74,,15,CompletedRace,3,3,3,00:00:57.5700000,57.57,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,3437684,Claim The Stars,94938,Mme Coralie Pacaut,38457,B V Van Den Troost,7,,11,10,8-5,133,31/1,32,68,,9,CompletedRace,4,1.25,4.25,00:00:57.8825000,57.8825,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,1646641,Pradaro,84951,Aurelien Lemaitre,35532,Sofie Lanslots,11,,6,7,8-11,139,93/10,10.3,72,,12,CompletedRace,5,0.2,4.5,00:00:57.9450000,57.945,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,6309492,Baileys Bachelor,93132,Pierre Bazire,15248,J-V Toux,5,,3,4,9-8,152,23/10F,3.3,83,,17,CompletedRace,6,1.25,5.75,00:00:58.2575000,58.2575,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,3730946,Impitoyable,88850,Cristian Demuro,35532,Sofie Lanslots,7,p,4,6,9-5,149,7/1,8,65,,12,CompletedRace,7,0.5,6.25,00:00:58.3825000,58.3825,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,5447239,Sweet As,95509,Hugo Boutin,12681,M Boutin,6,,1,2,9-10,154,47/10,5.7,67,,15,CompletedRace,8,0.3,6.5,00:00:58.4450000,58.445,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,7762461,Free Movement,84764,Tony Piccone,11363,H-A Pantall,3,b,8,1,8-9,137,34/1,35,74,,,CompletedRace,9,1.5,8,00:00:58.8200000,58.82,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,4373525,Le Central,100273,Mme Lorette Gallo,12681,M Boutin,6,t,2,5,9-2,146,112/10,12.2,76,,,CompletedRace,10,2,10,00:00:59.3200000,59.32,,,,,,,,,,,,,,,,,,,,,,
927927,L'express (Claimer) (Turf),206,Deauville (FR),09/01/2026 14:05:00,Other,,,,3yo+,None,4½f,4.5,904,990,Heavy,Turf,6265749,Kamand,94132,Marvin Grandin,18610,Mrs C Lenaers,4,,5,3,8-13,141,121/10,13.1,,,,CompletedRace,11,0.1,10.25,00:00:59.3825000,59.3825,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,8973277,Irresitiblement,98386,Augustin Madamet,40353,F Bellemere,3,,4,8,9-2,146,43/10,5.3,75,,47,CompletedRace,1,0,0,00:01:45.2500000,105.25,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9777167,Emerald Angel,93132,Pierre Bazire,40244,Noel George & Amanda Zetterholm,3,,9,12,8-13,141,46/1,47,,,34,CompletedRace,2,4,4,00:01:46.2500000,106.25,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9777165,Espartinas,93676,Ludovic Boisseau,38506,F Bresson,3,,11,7,8-13,141,138/10,14.8,,,33,CompletedRace,3,0.2,4.25,00:01:46.3125000,106.3125,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9148085,Dream Machine,95812,Thomas Trullier,42200,N Clement & F Hermans,3,,7,2,9-2,146,26/5,6.2,79,,34,CompletedRace,4,0.75,5,00:01:46.5000000,106.5,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9777163,Silencio,102434,Pierre Le Digabel,42488,Pierre-Etienne Dubois,3,,1,1,8-8,136,233/10,24.3,,,34,CompletedRace,5,0.2,5.25,00:01:46.5625000,106.5625,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,7830282,Dorado,94132,Marvin Grandin,37548,Alicja Karkosa,3,tp,3,6,9-2,146,89/10,9.9,,,33,CompletedRace,6,0.2,5.25,00:01:46.5625000,106.5625,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9777166,Duskwind,84879,Maxime Guyon,35411,Christopher Head,3,,12,10,8-8,136,21/10F,3.1,,,25,CompletedRace,7,0.3,5.5,00:01:46.6250000,106.625,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,8716077,Glory King,95774,Alexis Pouchin,39731,Xavier Blanchet,3,,2,11,9-2,146,6/1,7,,,15,CompletedRace,8,7,12.5,00:01:48.3750000,108.375,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9777164,Vienna's Pride,88709,Eddy Hardouin,30879,Carina Fey,3,,6,3,9-2,146,269/10,27.9,,,12,CompletedRace,9,1.25,13.75,00:01:48.6875000,108.6875,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9364303,Woodbridge,104737,Gabin Seigneul,34035,Hugo Merienne,3,,10,5,8-7,135,95/1,96,62,,,CompletedRace,10,10,23.75,00:01:51.1875000,111.1875,,,,,,,,,,,,,,,,,,,,,,
927928,Prix de l'Hermitage (Maiden) (Turf),206,Deauville (FR),09/01/2026 14:40:00,Other,,,,3yo,None,1m,8,1608,1760,Heavy,Turf,9106045,Cadeau De Noel,88850,Cristian Demuro,43246,Alessandro Botti,3,,8,4,9-2,146,107/10,11.7,74,,,CompletedRace,11,30,53.75,00:01:58.6875000,118.6875,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,3092708,Light Wakeup,84879,Maxime Guyon,39775,Helmi Boujardine,8,t,2,2,9-6,150,17/2,9.5,52,,4,CompletedRace,1,0,0,00:01:48.4300000,108.43,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,5262652,Astra Dream,95747,Mme Marie Velon,38552,S Ghys,5,t,6,7,8-11,139,33/1,34,46,,,CompletedRace,2,0.2,0.2,00:01:48.4800000,108.48,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4556061,Lunala,94132,Marvin Grandin,39775,Helmi Boujardine,6,t,5,9,9-2,146,133/10,14.3,47,,,CompletedRace,3,0.2,0.25,00:01:48.4925000,108.4925,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,5492792,True Value,97546,Mme Frida Valle Skar,13601,Mme C Barande-Barbe,5,,3,10,9-2,146,EvensF,2,51,,2,CompletedRace,4,0.05,0.5,00:01:48.5550000,108.555,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,4340175,Baileys Eclair,102536,Malone Favriaux,17805,M Drean,6,tp,9,3,8-13,141,35/1,36,44,,,CompletedRace,5,1.25,1.75,00:01:48.8675000,108.8675,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,5244604,Redrunner,93676,Ludovic Boisseau,39754,D Artu,6,t,10,5,8-11,139,117/10,12.7,43,,,CompletedRace,6,1.5,3.25,00:01:49.2425000,109.2425,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,6555342,Lady Luck,84951,Aurelien Lemaitre,40736,Mbolatiana Andriantsoa Ratsimihah,4,,4,11,9-3,147,17/1,18,49,,,CompletedRace,7,0.75,4,00:01:49.4300000,109.43,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,5728036,Jiji My Love,88642,Antoine Hamelin,20492,F-X Belvisi,5,t,8,4,9-0,144,8/1,9,45,,,CompletedRace,8,1.25,5.25,00:01:49.7425000,109.7425,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,3229640,Autumn Twilight,95774,Alexis Pouchin,25119,N Caullery,8,,7,8,9-0,144,28/1,29,45,,,CompletedRace,9,1.5,6.75,00:01:50.1175000,110.1175,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,2077214,Zaahir,98244,Hugo Lebouc,24142,L Guilloux,10,,11,1,8-8,136,58/1,59,40,,,CompletedRace,10,1,7.75,00:01:50.3675000,110.3675,,,,,,,,,,,,,,,,,,,,,,
927930,Prix du Camp de Cesar (Handicap) (Turf),206,Deauville (FR),09/01/2026 15:15:00,Other,,,,4yo+,None,1m,8,1608,1760,Heavy,Turf,6107030,Lord Asriel D Alme,88520,Pierre-Charles Boudot,36464,V Devillars,5,t,1,6,9-6,150,61/10,7.1,52,,,CompletedRace,11,2.5,10.25,00:01:50.9925000,110.9925,,,,,,,,,,,,,,,,,,,,,,
