RaceId,RaceName,CourseId,CourseName,Off,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating,ResultStatus,FinishingPosition,BeatenDistance,OverallBeatenDistance,RaceTime,RaceTimeInSeconds,ForecastFractionalOdds,ForecastDecimalOdds,DaysSinceLastRun,FormFigures,PrizeMoney,PrizeMoneyValue,CardOfficialRating,CardRacingPostRating,CardTopSpeedRating,OwnerId,OwnerName,SireName,SireCountry,DamName,HeadgearFirstTime,GeldingFirstTime,WindSurgery,TrainerRtf,JockeyAllowanceLbs,JockeyFirstTime,NewTrainerRacesCount,CountryOfOrigin,Spotlight
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,5325047,La La Lucrative right,75609,Robbie Colgan right,27395,Matthew J Smith right,5,,18,15,9-9,153,22/1,23,65,,,CompletedRace,4,0.5,0.75,00:01:28.1575000,88.1575,,,,,,,,,,,,,,,,,,,,,,,
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,3273552,San Aer right,81425,W J Lee right,25225,Ross O'Sullivan right,8,t,3,6,10-0,160,5/4F,2.25,70,,,CompletedRace,5,0.5,1.25,00:01:28.2825000,88.2825,100/30,4.333333333333334,4,900052,"€10,013",10013,70,77,59,22197,Rory F Larkin,Vocalised,USA,Teacht An Earraig,False,False,,37,,False,,IRE,Goes well at this venue and was only reeled in close to home over 8.5f here on Tuesday; runs off the same mark now and nicely drawn so can't discount dropped back in trip; obvious chance.
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,3233474,Mickey The Steel right,99788,Jamie Powell right,30486,Joseph Anthony Murray right,8,tp,17,4,9-9,153,10/1,11,65,,,CompletedRace,6,5.5,6.75,00:01:29.6575000,89.6575,,,,,,,,,,,,,,,,,,,,,,,
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,6528841,Minaun View right,103866,Patrick McGettigan right,14088,Adrian McGuinness right,4,tp,16,16,9-4,148,10/1,11,65,,,CompletedRace,7,3,9.75,00:01:30.4075000,90.4075,,,,,,,,,,,,,,,,,,,,,,,
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,7588008,Marta's Prince right,101012,James Ryan right,15297,R P Burns right,4,,2,17,10-0,160,80/1,81,70,,,CompletedRace,8,1.75,11.5,00:01:30.8450000,90.845,28/1,29,19,147-05,"€10,013",10013,70,73,13,374492,Marta's Prince Partnership,River Boyne,IRE,Tsaritsa,False,False,,33,,False,,IRE,Two wins when trained in France over 6f and 1m1f; no impact in first two runs for this stable; mark sliding but drawn wide and others make more appeal.
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,3793523,Navagio right,103881,Sam Coen right,38077,Ciaran Murphy right,7,t,10,9,9-7,151,22/1,23,68,,,CompletedRace,9,1.25,12.75,00:01:31.1575000,91.1575,25/1,26,69,35-060,"€10,013",10013,68,74,44,367318,Mill Stream Racing Syndicate,Footstepsinthesand,GB,Souzie,False,False,,67,5,True,,IRE,Three-time winner but no joy since July 2023; mark sliding but hasn't looked like taking advantage in recent starts; beaten 10.5l when down the field at the Curragh on latest.
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,5147983,Buttermere Ridge right,96054,Scott McCullagh right,12846,Oliver McKiernan right,5,tb1,15,3,9-9,153,33/1,34,65,,,CompletedRace,10,1,13.75,00:01:31.4075000,91.4075,25/1,26,29,600-74,"€10,013",10013,65,70,50,322114,Keep The Faith Bloodstock Limited,Profitable,IRE,Buttermere,True,False,,33,,False,,IRE,"Has failed to add to his Gowran maiden win in April 2024 (7f, good); not a bad effort when a close fourth behind Minaun View in a Bellewstown claimer latest (Gloriously Glam second); handicap form unconvincing; new headgear combination tried."
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,7329764,Spent All Me Money right,100805,Wesley Joyce right,17956,Adrian Sexton right,4,b,4,13,9-11,155,50/1,51,70,,,CompletedRace,11,4.5,18.25,00:01:32.5325000,92.5325,33/1,34,18,310-00,"€10,013",10013,70,76,21,118327,Vincent Kelly,No Nay Never,USA,Creative Director,False,False,,,3,False,,IRE,Won twice last year and is now 2lb below his last success but heavy defeats both starts this term; blinkers go back on but they didn't do much for him when he wore them before.
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,5884456,Gloriously Glam right,86349,Shane Foley right,21346,Ms Claire O'Connell right,4,p,13,18,9-11,155,25/1,26,67,,,CompletedRace,12,3.75,22,00:01:33.4700000,93.47,14/1,15,29,813852,"€10,013",10013,67,76,52,117916,Lucky Fifteen Syndicate,Profitable,IRE,Abstain,False,False,,,,False,1,IRE,"Four-time winner claimed out of Ado McGuinness' yard for E10,000 after finishing a 0.5l second behind in form Minaun View in Bellewstown claimer; 8lb below last handicap win but difficult draw on first start for new stable."
925588,Ardilaun Hotel Handicap,183,Galway (IRE),08/01/2026 17:35:00,Other,,,,3yo+,None,7f,7,1407,1540,Yielding,Turf,5973522,Storm Averted right,89571,Leigh Roche right,42339,Maurice Andrew Ahern right,5,tv1,5,10,10-0,160,9/1,10,70,,,CompletedRace,13,14,36,00:01:36.9700000,96.97,17/2,9.5,40,1874-9,"€10,013",10013,70,75,69,328675,No Chance Syndicate,Inns Of Court,IRE,Stormy Clouds,True,False,,100,,True,2,IRE,Won this race last year off 4lb lower for Mick Mulvany; has run well on all three previous visits to this venue and should be sharper for her seasonal reappearance and stable debut at Ballinrobe 40 days ago; visor added to tongue tie; could go well.
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,6256646,Sir Jeremy right,98736,Paddy Harnett right,4446,Noel Meade right,4,b1,16,12,9-1,145,11/1,12,72,,,CompletedRace,1,0,0,00:02:35.8500000,155.85,12/1,13,32,0-7195,"€10,602",10602,72,84,50,320617,Ciara & Clodagh Morris,Decorated Knight,GB,Jeremy's Girl,True,False,,53,5,True,,IRE,"Gained second turf win at Roscommon in May (10.5f, yielding) off 4lb lower; has come up short twice since off revised mark but ran well off 1lb higher at this meeting last year over 8.5f so not dismissed stepped up in trip in first-time blinkers."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,5864835,Thatwilldoso right,82458,Rory Cleary right,34668,Kevin Thomas Coleman right,5,,8,1,9-12,156,13/2,7.5,78,,,CompletedRace,2,0.3,0.3,00:02:35.9250000,155.925,9/2,5.5,32,2-9051,"€10,602",10602,78,84,48,343820,ThatWillDoSo Syndicate,Berkshire,IRE,Laguna Sunrise,False,False,,20,,False,,IRE,"Four-time winner landed this race last season off 72; was running off that mark when winning at Roscommon on latest (10.5f, good); 6lb rise makes things tougher but she's got a nice low draw, ground is fine and should be in the mix again."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,5162466,Thyer right,89571,Leigh Roche right,42339,Maurice Andrew Ahern right,5,v1,12,21,9-8,152,14/1,15,74,,,CompletedRace,3,1,1.25,00:02:36.1625000,156.1625,18/1,19,27,000-65,"€10,602",10602,74,84,80,357907,Maurice Andrew Ahern,Gleneagles,IRE,Magical Rhythms,True,False,,100,,False,,GB,"Dual 1m winner in Britain, both on good ground; no show last year for this stable but both runs this year encouraging, only beaten 2.25l when fifth at Ayr latest (1m2f, good); not well drawn here, however, and may need quicker ground; visored."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,3152124,Pillar Of Hope right,103866,Patrick McGettigan right,41898,P Sweeney right,8,,15,14,9-1,145,12/1,13,72,,,CompletedRace,4,1.75,3,00:02:36.6000000,156.6,16/1,17,12,-88046,"€10,602",10602,72,82,74,205986,P Sweeney,Awtaad,IRE,Great Hope,False,False,,,5,False,,GB,"5-26 on turf; just 2lb higher than when winning at Leopardstown in October (1m2f, heavy); beaten 3.75l into fifth in this race last season off this mark but hard to fancy on this season's efforts and others look better treated."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,3586957,Arch Enemy right,103558,Terry Casey right,36851,Patrick Magee right,7,,18,6,8-11,139,12/1,13,70,,,CompletedRace,5,0.75,3.75,00:02:36.7875000,156.7875,5/1,6,2,-66110,"€10,602",10602,70,81,76,149108,Black Steel Square Syndicate,Alhebayeb,IRE,Pointed Arch,False,False,,31,7,True,,IRE,"Seven-time turf winner on a hat-trick after back to back wins at Navan (1m2f, good) and Killarney (11.5f, good); has gone up 11lb for those wins but she has won off higher marks in the past; however, was unplaced in the 5.40 here on Thursday."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,6613676,Ivatt right,83482,Chris Hayes right,18145,Gordon Elliott right,4,,1,4,10-1,161,18/1,19,81,,,CompletedRace,6,0.5,4.25,00:02:36.9125000,156.9125,14/1,15,295,52648-,"€10,602",10602,81,85,62,112240,Mrs Fitri Hay,Ghaiyyath,IRE,Lady Bergamot,False,False,,40,,True,1,GB,Maiden showed more than enough for Charlie Fellowes last season to suggest he could win races; below best when last seen at Newmarket in October; worth a market check on debut for Gordon Elliott.
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,4908752,Royal Saxo right,75609,Robbie Colgan right,7293,A J Martin right,6,,6,10,9-13,157,14/1,15,79,,,CompletedRace,7,0.1,4.5,00:02:36.9750000,156.975,16/1,17,12,12-995,"€10,602",10602,79,82,18,369915,Youeseh Partnership,Pedro The Great,USA,Melija,False,False,,33,,False,,FR,Ex-French performer 4-12 on the AW but just 1-11 on turf for former yard; yet to show much since joining this stable but drops in grade and shrewd yard won nice pot here earlier this week; check the market.
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,5826609,Ephesus right,105063,Jared Huggan right,21879,Denis Gerard Hogan right,5,tp,5,9,9-3,147,40/1,41,79,,,CompletedRace,8,1.25,5.75,00:02:37.2875000,157.2875,25/1,26,3,5100-9,"€10,602",10602,79,83,57,88796,T & M Partnership,Galileo,IRE,Muwakaba,False,False,,33,10,True,,IRE,"Both Flat wins at this trip, a Curragh maiden on good in July 2024 and a Roscommon handicap (soft) off 6lb lower last October; has failed to fire on previous runs at this venue, including when beaten 19l over 16.5f here on Wednesday."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,4891158,Daonethatgotaway right,104676,Reese Holohan right,28193,Mark Fahey right,6,tp,10,18,9-1,145,50/1,51,74,,,CompletedRace,9,2.75,8.5,00:02:37.9750000,157.975,16/1,17,21,214207,"€10,602",10602,74,81,51,350351,Up The Blues Syndicate,Tamayuz,GB,Dheyaa,False,False,,27,7,False,,GB,Both turf wins came over 1m but proved stamina for 1m4f when scoring at Dundalk in February; nice prep run for this at Navan over 1m2f and the step back up to this trip is a plus but he's got a tricky draw to overcome.
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,4682854,Fratas right,99171,J M Sheridan right,32145,Joseph Patrick O'Brien right,6,,7,11,9-12,156,6/5F,2.2,78,,,CompletedRace,10,0.1,8.5,00:02:37.9750000,157.975,11/2,6.5,,0244-6,"€10,602",10602,78,85,58,374211,Thoroughbred Racing Syndicate/Kieran Leavy,Fracas,IRE,Deontas,False,False,,66,,False,,IRE,"Enjoyed a purple patch in 2023, winning five times on the Flat (and once over hurdles) for Mick Mulvany; solid run over hurdles here on Wednesday; won over 8.5f at this meeting in 2023, this trip is within her range and she's 4lb below her last success; player."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,5301550,Brosna Town right,13203,Declan McDonogh right,34491,Jessica Bedi right,5,tp,2,16,10-0,160,40/1,41,80,,,CompletedRace,11,0.2,8.75,00:02:38.0375000,158.0375,22/1,23,,4036-0,"€10,602",10602,80,82,72,360463,NoHopersJokers & Rogues,Awtaad,IRE,Jamm,False,False,,33,,True,,IRE,British raider; won twice on the Flat when trained by Dermot Weld (1-9 on turf); ran well in a Market Rasen maiden hurdle on penultimate; out of depth in Listed hurdle here earlier this week; this more realistic but difficult draw.
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,6555357,Superficial right,81425,W J Lee right,31715,Andrew McNamara right,4,,3,3,10-0,160,6/1,7,80,,,CompletedRace,12,1.25,10,00:02:38.3500000,158.35,7/1,8,,53-261,"€10,602",10602,80,83,60,331785,Rathconrath Racing Club,Galileo Chrome,IRE,Love On My Mind,False,False,,50,,True,,FR,"Up 6lb for breakthrough Flat win at Roscommon in May (1m4f, yielding), beating subsequent winner Obscenity by 2.75l; soundly beaten in Punchestown maiden hurdle latest but has to be considered back on the level from low draw."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,3986090,Granville Street right,101185,Jack Kearney right,38077,Ciaran Murphy right,8,p,14,15,9-3,147,17/2,9.5,72,,,CompletedRace,13,4.5,14.5,00:02:39.4750000,159.475,10/1,11,,6-2548,"€10,602",10602,72,82,77,316436,Street Wise Syndicate,Raven's Pass,USA,Luanas Pearl,False,False,,67,3,True,,IRE,"Hasn't won on the Flat since scoring over C&D at this meeting in 2023; went close at Navan in April (1m5f, gd-yld) off 2lb lower; hasn't backed that up since but did run a nice race over hurdles here on Wednesday."
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,4328572,Unterberg right,102050,Rory Mulligan right,38915,Laura Hourigan right,7,,9,19,9-4,148,50/1,51,75,,,CompletedRace,14,0.3,14.75,00:02:39.5375000,159.5375,25/1,26,16,111088,"€10,602",10602,75,82,63,331582,Novum Racing Club,New Bay,GB,Berg Bahn,False,False,,,5,False,,IRE,Best on AW (6-12) but just 1-20 on turf; scored at Dundalk in March but soundly beaten back on turf the last twice (7l behind Thatwilldoso on penultimate); drawn wide; others more convincing.
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,5237876,Tribal Moon right,104417,Erin Dunseath right,17764,Noel C Kelly right,5,tp,13,8,8-13,141,66/1,67,75,,,CompletedRace,15,13,27.75,00:02:42.7875000,162.7875,20/1,21,,40332-,"€10,602",10602,73,84,57,337346,All Play & No Work Syndicate,Teofilo,IRE,Lunar Maria,False,False,,29,10,True,,IRE,Two-time 1m AW winner for former yard; went close on debut for this stable on last Flat start at Dundalk (10.5f); no impact over hurdles last thrice and 0-7 record on turf on the Flat doesn't inspire confidence; drawn wide.
925589,McDonogh Capital Investments Handicap,183,Galway (IRE),08/01/2026 18:05:00,Other,,,,4yo+,None,1m4f,12,2412,2640,Yielding,Turf,7312313,Deralo Ir right,3572,N G McCullagh right,7293,A J Martin right,4,,11,20,9-8,152,66/1,67,74,,,CompletedRace,16,15,42.75,00:02:46.5375000,166.5375,20/1,21,12,2527-7,"€10,602",10602,74,82,,375226,C J Murtagh & Fearghal Eastwood,Persian King,IRE,Alamarie,False,False,,33,,True,2,FR,French recruit; placed twice for former yard in 2025; 50-1 and never figured on return from 407 days off on stable debut at Ballinrobe 12 days ago; drawn wide and probably best watched for now.
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,5842863,Hopewell Rock right,79202,Ryan Moore right,36211,George Boughey right,4,,4,9,9-8,152,5/1,6,101,,,CompletedRace,1,0,0,00:02:58.0600000,178.06,7/1,8,43,229-36,"£61,848",61848,101,115,97,325088,Wathnan Racing,New Bay,GB,Tidewalker,False,False,,54,,True,,IRE,"0-6 in handicaps, with regular progress/promise but not when favourite last time at Royal Ascot where he raced freely early on and ran out of steam after challenging over 2f out (finished 8l sixth of 17); it's much too early to forget his reappearance promise (also 1m4f on good to firm) but that latest run also casts some doubt on the suitability of this new trip."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,5248367,Small Fry right,92728,Oisin Murphy right,32145,Joseph Patrick O'Brien right,5,,13,11,8-13,141,6/1,7,92,,,CompletedRace,2,0.75,0.75,00:02:58.2100000,178.21,6/1,7,46,1199-6,"£61,848",61848,92,113,106,145217,O T I Racing,Harzand,IRE,Duchess Of Daars,False,False,,66,,False,,IRE,"1m4f festival wins off much lower marks at Chester and Epsom last July when trained by the Moores; returned to Flat with an eye-catching effort at Royal Ascot (2m4f, good to firm; 12-1) last month, turning for home towards rear but running on into sixth of 20; back down in trip but one to note."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,5751516,Aeronautic right,99727,Dylan Browne McMonagle right,32145,Joseph Patrick O'Brien right,5,t,7,5,9-4,148,11/4,3.75,97,,,CompletedRace,3,2.25,3,00:02:58.6600000,178.66,6/1,7,46,37-364,"£61,848",61848,97,113,107,159428,Newtown Anner Stud Farm Ltd,Gleneagles,IRE,Meri Shika,False,False,,66,,False,,IRE,"Close third in this last year and a creditable, running-on fourth of 16 at Royal Ascot (1m6f, good to firm) latest start; strong each-way chance."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,7457879,Tarriance right,89959,Colin Keane right,15605,Andrew Balding right,4,,1,12,9-12,156,20/1,21,105,,,CompletedRace,4,0.1,3,00:02:58.6600000,178.66,12/1,13,78,17-385,"£61,848",61848,105,109,85,301671,Juddmonte,Frankel,GB,Visit,False,False,,60,,False,,GB,"The future looked bright when he won the Melrose at York (1m6f, good to firm) last August but he's not built on that significantly; well held back in Britain for two Group races this May when last seen; off 12lb higher than in the Melrose, this return to a handicap may also be tough."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,6425080,Valedictory right,85793,William Buick right,38291,John &amp; Thady Gosden right,4,p,10,6,9-2,146,5/2F,3.5,95,,,CompletedRace,5,3,6,00:02:59.2600000,179.26,5/2,3.5,22,1-2611,"£61,848",61848,95,117,92,49845,Godolphin,Cracksman,GB,Valiant Girl,False,False,,76,,False,,GB,"Stepped up to 1m6f with cheekpieces enlisted for last two starts and won them both, doing it smoothly at this track (good) and having to battle when prevailing by a neck in valuable race at Newmarket (good to firm); raised another 3lb but looks a serious contender once again."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,6151844,Sing Us A Song right,6901,James Doyle right,13917,Ralph Beckett right,4,,9,4,9-4,148,6/1,7,97,,,CompletedRace,6,1.25,7.25,00:02:59.5100000,179.51,6/1,7,46,71-325,"£61,848",61848,97,114,106,325088,Wathnan Racing,Camelot,GB,Quiritis,False,False,,57,,False,,IRE,"Upset in the stalls when a disappointing favourite at this meeting last year (subsequently gelded); had a 1m6f win next time and solid performances when beaten about 3l on all three starts this season, sixth of 16 when back up to 1m6f at Royal Ascot latest; others saw it out better that day but he should have serious each-way claims."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,5237856,Align The Stars right,91857,Daniel Muscutt right,40131,Charlie Johnston right,5,p,2,10,9-8,152,20/1,21,101,,,CompletedRace,7,0.5,7.75,00:02:59.6100000,179.61,12/1,13,35,4-1261,"£61,848",61848,101,113,84,333775,Tony Farmer,Sea The Stars,IRE,Kitcara,False,False,,45,,False,,IRE,"Won this race in 2024 before embarking on a long losing run; he's broken that with two 2m wins on the AW this year, most notably in the Northumberland Plate at Newcastle last time; second in valuable race at Newmarket (1m6f, good to firm) in May was followed by a blip here; back up another 4lb since Newcastle but not entirely ruled out."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,4992625,Stressfree right,93947,Tom Marquand right,22839,David O'Meara right,6,,5,3,9-6,150,40/1,41,99,,,CompletedRace,8,2.25,10,00:03:00.0600000,180.06,25/1,26,46,55-270,"£61,848",61848,99,115,95,314664,Akela Thoroughbreds Limited,Anodin,IRE,Gwenseb,False,False,,54,,True,,FR,"Not a prolific winner, with his waiting tactics, but he was fourth in the Ebor at York (1m6f, good to firm) last August off a 2lb higher mark; ran creditably on reappearance, before neither start since panned out favourably; only ninth in this last year on his only run at Goodwood."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,7409481,Bahadur right,95388,David Egan right,7083,S Woods right,4,,12,8,9-0,144,50/1,51,93,,,CompletedRace,9,1.5,11.5,00:03:00.3600000,180.36,28/1,29,14,651057,"£61,848",61848,93,113,105,316570,J William Rowley & S P C Woods,Make Believe,GB,Ensaya,False,False,,27,,True,,GB,"Won five-runner race here (upped to 2m, good) in May and made most when fifth of 20 in the Northumberland Plate at Newcastle (2m, AW); no room over 1f out at Newbury two weeks ago but the speed with which he dropped out when jockey gave up was still rather disconcerting; place chance if bouncing back."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,6309453,Nesthorn right,100640,Benoit De La Sayette right,20005,George Baker right,4,,6,13,9-4,148,100/1,101,97,,,CompletedRace,10,0.75,12.25,00:03:00.5100000,180.51,33/1,34,21,-77774,"£61,848",61848,97,110,97,365742,The HaveHorseWillTravel Partnership,Expert Eye,GB,Swiss Range,False,False,,54,,False,,GB,"2-5 in France and also scored in December in Bahrain for new connections; fourth of eight at Ascot (1m4f, good to firm) three weeks ago was probably his best form but better is needed and he didn't settle well enough behind horses that day, so is seemingly not crying out for this longer trip."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,4642844,Burdett Road right,104012,Mason Paetel right,40072,James Owen right,6,,3,7,9-3,147,25/1,26,101,,,CompletedRace,11,0.5,12.75,00:03:00.6100000,180.61,33/1,34,28,293706,"£61,848",61848,101,111,101,302299,The Gredley Family,Muhaarar,GB,Diamond Bangle,False,False,,68,5,True,,GB,2023 Royal Ascot winner who has also tasted the high life in top hurdle races; his attentions have been turned back to the Flat this year and he hasn't been in peak form; falling in the weights but still needs a revival; good 5lb claimer is enlisted.
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,6398084,Nightime Dancer right,84636,Sean Levey right,28787,Richard Hannon right,4,b,8,14,9-4,148,50/1,51,97,,,CompletedRace,12,1.5,14.25,00:03:00.9100000,180.91,20/1,21,21,24-407,"£61,848",61848,97,116,79,51374,Stall Perlen,Ghaiyyath,IRE,Stella D'italia,False,False,,61,,False,,IRE,"Contested three Group races last summer; it's been 1m4f handicaps (good to firm) this season, registering his highest rating when fourth of eight at Newmarket in May but two disappointing shows at Ascot have followed; blinkered latest; stays at least 1m5f (unraced over this far) and he's 6lb lower than at Newmarket, but some caution is advised at present."
923951,Highclere Castle Gin Summer Handicap (GBBPlus Race),21,Goodwood,08/01/2026 13:50:00,Other,Class 2,,,3yo+,None,1m6f,14,2815,3080,Good To Firm,Turf,5396368,Incensed right,93237,Kieran Shoemark right,10663,Amanda Perrett right,5,,14,2,8-12,140,33/1,34,91,,,CompletedRace,13,29,43.25,00:03:06.7100000,186.71,25/1,26,22,9-2385,"£61,848",61848,91,114,104,169086,Mrs S Conway,Ulysses,IRE,Diyavana,False,False,,100,,False,,GB,"Two big runs over 1m4f here, including when third of nine in Listed race in May; not quite so good in two Ascot handicaps (1m6f/1m4f) since and there's a bit more to prove at this trip but that Listed run reads well."
923952,Coral Glorious Stakes (Group 3),21,Goodwood,08/01/2026 14:25:00,Other,Class 1,(Group 3),,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,4607023,Enfjaar right,88798,Ray Dawson right,24890,Roger Varian right,6,h,2,2,9-3,147,8/1,9,108,,,CompletedRace,1,0,0,00:02:35,155,12/1,13,46,543-38,"£62,381",62381,108,125,94,372289,T & Mrs L Standish & Mrs A Spence,Lope De Vega,IRE,Tesoro,False,False,,54,,False,,IRE,"He's run well on both visits to Goodwood, latest a close third in 1m2f Listed race here (good) in May after an absence, and the late headway he made when eighth in the Listed Wolferton at Royal Ascot (1m2f, good to firm) suggests this step up in trip could be a good move; each-way chance."
923952,Coral Glorious Stakes (Group 3),21,Goodwood,08/01/2026 14:25:00,Other,Class 1,(Group 3),,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,6613678,Opportunity right,6901,James Doyle right,3415,William Haggas right,4,,7,1,9-3,147,15/8F,2.875,110,,,CompletedRace,2,1.25,1.25,00:02:35.2500000,155.25,5/2,3.5,43,49-311,"£62,381",62381,110,128,113,325088,Wathnan Racing,Frankel,GB,Izzi Top,False,False,,66,,False,,GB,"Lightly raced 4yo who won at Carlisle (1m3f, good to firm) in May on his second start since being gelded and followed up in the Duke Of Edinburgh Handicap at Royal Ascot (1m4f, good to firm); he's by Frankel out of a Group 1 winner and could take this rise in grade in his stride; key player."
