RaceId,RaceName,CourseId,CourseName,Off,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating,ResultStatus,FinishingPosition,BeatenDistance,OverallBeatenDistance,RaceTime,RaceTimeInSeconds,ForecastFractionalOdds,ForecastDecimalOdds,DaysSinceLastRun,FormFigures,PrizeMoney,PrizeMoneyValue,CardOfficialRating,CardRacingPostRating,CardTopSpeedRating,OwnerId,OwnerName,SireName,SireCountry,DamName,HeadgearFirstTime,GeldingFirstTime,WindSurgery,TrainerRtf,JockeyAllowanceLbs,JockeyFirstTime,NewTrainerRacesCount,CountryOfOrigin,Spotlight
924014,Aalberts IPS Pegler Valves Novice Stakes (GBB Race),15,Doncaster,08/01/2026 13:55:00,Other,Class 4,,,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,8455174,Kohana Nation right,93884,Oisin Orr right,25628,Charles Hills right,3,,2,5,9-7,151,2/5F,1.4,,,,CompletedRace,1,0,0,00:01:13.7400000,73.74,6/4,2.5,225,72-,"£5,400",5400,,67,,344960,D J M Rees,Sioux Nation,USA,Peachy Princess,False,False,,67,,True,,IRE,"Bettered low-key debut when second at Newcastle (7f, AW) in December, despite racing too freely; makes turf debut after 225-day break but the drop in trip could be a good move; big player if fully tuned up."
924014,Aalberts IPS Pegler Valves Novice Stakes (GBB Race),15,Doncaster,08/01/2026 13:55:00,Other,Class 4,,,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,8022555,Brash right,14332,David Nolan right,39387,David &amp; Nicola Barron right,3,b1,1,3,9-7,151,11/4,3.75,64,,,CompletedRace,2,3.75,3.75,00:01:14.4900000,74.49,7/4,2.75,12,77324,"£5,400",5400,64,70,47,40988,Christopher McHale,Bungle Inthejungle,GB,By The Edge,True,False,,25,,False,,IRE,"Slightly disappointing when dropped to 5f for latest run and remains unproven on ground quicker than good, but was placed twice over 6f beforehand (maiden/handicap) and can play a major role if aided by first-time blinkers."
924014,Aalberts IPS Pegler Valves Novice Stakes (GBB Race),15,Doncaster,08/01/2026 13:55:00,Other,Class 4,,,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,7020197,Stoneacre Joe right,95237,Harry Russell right,10152,Tim Easterby right,3,,3,6,9-7,151,8/1,9,65,,,CompletedRace,3,6.5,10.25,00:01:15.7900000,75.79,5/1,6,14,228454,"£5,400",5400,65,74,63,330652,R Teatum,Showcasing,GB,Fairy Dust,False,False,,46,,False,,GB,"Boasts the best form in this line-up, having twice finished second (once over C&D) on fast ground in the spring, but seems to have lost his way since; beaten over 18l when last of four at Ripon (6f, good) a fortnight ago and arrives here with questions to answer."
924014,Aalberts IPS Pegler Valves Novice Stakes (GBB Race),15,Doncaster,08/01/2026 13:55:00,Other,Class 4,,,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,7653232,Spruces Due right,83588,Kieran O'Neill right,7001,Michael Mullineaux right,4,h1,5,1,9-6,150,150/1,151,,,,CompletedRace,4,0.3,10.5,00:01:15.8400000,75.84,100/1,101,48,4-0,"£5,400",5400,,32,,319662,Raymond Spruce,Due Diligence,USA,Sicti,True,False,,,,True,2,GB,"Well beaten on both outings, the latest here (7f, good) on seasonal/stable debut in June; drops back to 6f with hood added today."
924013,Bapp Group Of Companies Bapp Nursery Handicap,15,Doncaster,08/01/2026 14:30:00,Other,Class 4,,0-85,2yo,None,7f,7,1407,1540,Good To Firm,Turf,9387262,Weleyff right,93884,Oisin Orr right,38073,Edward Bethell right,2,,2,4,9-8,152,5/4F,2.25,81,,,CompletedRace,1,0,0,00:01:25.3900000,85.39,15/8,2.875,19,31,"£5,653",5653,81,79,49,14781,Sheikh Ahmed Al Maktoum,Too Darn Hot,GB,Alnaas,False,False,,72,,False,,IRE,"Third at Beverley (7.4f, good) and justified favouritism in a five-runner novice at Ayr (7f, good to firm) four weeks later, outpaced over 2f out but rallying strongly; the fourth from that Ayr race is the only one to have run since and he won; while 1m might have made more appeal, this one clearly looks capable of better."
924013,Bapp Group Of Companies Bapp Nursery Handicap,15,Doncaster,08/01/2026 14:30:00,Other,Class 4,,0-85,2yo,None,7f,7,1407,1540,Good To Firm,Turf,9295555,Lincoln Warrior right,78398,Barry McHugh right,30867,Ivan Furtado right,2,,4,5,9-2,146,8/1,9,75,,,CompletedRace,2,1.25,1.25,00:01:25.6400000,85.64,7/1,8,22,624,"£5,653",5653,75,84,69,373103,"Spg Property, Alfa Site & Graeme Curnow",Saxon Warrior,JPN,Rosie Scot,False,False,,54,,True,,IRE,"Second at Wolverhampton (6f, AW; 66-1) in June, always front rank, was much better than his runs on good ground either side; just behind Eighth Immortal at Chester (6f) latest, with that rival going past him; late foal who's bred to stay 1m+."
924013,Bapp Group Of Companies Bapp Nursery Handicap,15,Doncaster,08/01/2026 14:30:00,Other,Class 4,,0-85,2yo,None,7f,7,1407,1540,Good To Firm,Turf,9377501,Eighth Immortal right,100379,Ryan Sexton right,39483,Jack Jones right,2,,3,1,9-5,149,11/4,3.75,78,,,CompletedRace,3,0.3,1.5,00:01:25.6900000,85.69,11/4,3.75,22,23,"£5,653",5653,78,85,72,373841,White Rose Bloodstock 1,Naval Crown,GB,Tara Celeb,False,False,,29,,True,,IRE,"Favourite both starts, when unable to hold off a strong finisher at Leicester (7f, good) and unable to threaten at Chester (6f, good; third at 11-10); the winner on first occasion took the Group 2 Vintage at Goodwood this week for his second win since, and the third also won next time; moving back up to 7f should help this one on nursery debut."
924013,Bapp Group Of Companies Bapp Nursery Handicap,15,Doncaster,08/01/2026 14:30:00,Other,Class 4,,0-85,2yo,None,7f,7,1407,1540,Good To Firm,Turf,9254366,Encounter right,83588,Kieran O'Neill right,7083,S Woods right,2,,1,3,9-9,153,3/1,4,82,,,CompletedRace,4,0.1,1.75,00:01:25.7400000,85.74,7/2,4.5,29,236,"£5,653",5653,82,79,63,42421,S P C Woods,Blue Point,IRE,Eye Witness,False,False,,27,,True,,IRE,"All three races were over 7f on good ground, best on second occasion when third of seven at Sandown despite having traffic issues and stumbling; raced up with pace, but faded, when favourite there last time; goes handicapping and his earlier promise can't be forgotten."
924013,Bapp Group Of Companies Bapp Nursery Handicap,15,Doncaster,08/01/2026 14:30:00,Other,Class 4,,0-85,2yo,None,7f,7,1407,1540,Good To Firm,Turf,9166852,Prince Kameo right,84541,James Sullivan right,67,Sir Mark Prescott Bt right,2,,5,2,8-7,135,22/1,23,66,,,CompletedRace,5,5.5,7.25,00:01:26.8400000,86.84,5/1,6,53,480,"£5,653",5653,66,78,36,371614,The Heath House Team,Kameko,USA,Cosmic Princess,False,True,,74,,True,,GB,"Modest form on first two starts (6f, AW/good) and stiff task when well beaten on soft ground for latest; gelded since; bred to stay 1m/1m2f in time and needs a market check on this handicap debut."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9350216,Tiora Time right,13699,Neil Callan right,32765,Tom Clover right,2,,13,2,9-2,146,15/8F,2.875,,,,CompletedRace,1,0,0,00:01:19.3400000,79.34,2/1,3,23,3,"£4,320",4320,,81,56,373631,Nick Bradley 7 & Partner,Time Test,GB,Footlight,False,False,,53,,False,,GB,"16,000gns yearling and half-sister to a 6f winner; 18-1 at Epsom (7f, good to firm) but beaten only 2l after starting slowly; should be wiser this time and have every chance."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9254368,Arenite right,78238,Dougie Costello right,5079,Michael Dods right,2,,1,3,9-2,146,11/1,12,,,,CompletedRace,2,2,2,00:01:19.7400000,79.74,3/1,4,75,2,"£4,320",4320,,69,59,366792,G H Thompson And Michael Dods,Kameko,USA,Havana Bound,False,False,,35,,True,,GB,"No match for a subsequent winner at Redcar in May (6f, good) but that was a promising start; pressed the leader and kept on; can improve."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9581438,Romotoso right,101759,Taylor Fisher right,17966,William Knight right,2,,10,11,9-2,146,9/2,5.5,,,,CompletedRace,3,0.2,2.25,00:01:19.7900000,79.79,12/1,13,,,"£4,320",4320,,,,375469,Simon Mitchell,Lope Y Fernandez,IRE,Sweet As Honey,False,False,,56,,False,,GB,"Eighth foal; half-sister to winners Militia (5f/6f; RPR 93), Faster Bee (7f; 76) and Shamadram (6f-1m); dam placed 1m AW 2yo (71), half-sister to winners Tactician (1m6f Listed) and Promotion (Listed-placed 1m2f); trainer having a good season with his 2yos."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9162150,Forest Berry right,84541,James Sullivan right,67,Sir Mark Prescott Bt right,2,,8,12,9-2,146,4/1,5,66,,,CompletedRace,4,4,6.25,00:01:20.5900000,80.59,4/1,5,8,7242,"£4,320",4320,66,75,53,175237,Strawberry Fields Stud,Waldgeist,GB,Jubliant Girl,False,False,,74,,True,,GB,"Beaten 2l and less in her last three starts, all over 6f; narrowly denied last time at Chepstow (good to firm) and shouldn't be far away, unless there's a useful newcomer lurking."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9222236,Pon Pon Dalia right,92822,Jack Gilligan right,9003,Marco Botti right,2,,9,10,9-2,146,12/1,13,,,,CompletedRace,5,0.3,6.5,00:01:20.6400000,80.64,10/1,11,,,"£4,320",4320,,,,314270,Scuderia La Tesa Limited & Partner,Space Traveller,GB,Ahazeej,False,False,,69,,False,,IRE,"13,000gns yearling; sixth foal; half-sister to winners Ziggy's Triton (multiple 5f; RPR 96), Soller Bay (6f-1m1f; 68) and Mullazem (7f/1m); dam unraced half-sister to 6f 2yo winner Furas; stable had a newcomer win on debut earlier this week."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9613729,Dawn's Gift right,93211,Alistair Rawlinson right,28064,Sara Ender right,2,,6,4,9-2,146,66/1,67,,,,CompletedRace,6,1.25,7.75,00:01:20.8900000,80.89,66/1,67,,,"£4,320",4320,,,,128808,Keep The Faith Partnership,Mohaather,GB,Snake's Head,False,False,,40,,False,,GB,"5,000gns yearling; 13th foal; half-sister to five winners including Staxton (6f; RPR 106), Lazarus Bell (7f 2yo; 89), Classic Pursuit (prolific 5f/6f; 89) and Satin Snake (7f; 81); dam 1m4f winner (80); rare 2yo runner for the yard."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9613728,Theft right,101550,Liam Wright right,31461,George Scott right,2,,11,5,8-11,139,9/1,10,,,,CompletedRace,7,0.2,8,00:01:20.9400000,80.94,14/1,15,,,"£4,320",4320,,,,333083,Knights And Kings Racing Stable,Sioux Nation,USA,Miss Mulligan,False,False,,67,5,False,,IRE,"10,000euros 2yo; second foal; dam 1m-1m4f winner (RPR 87), closely related to winners Green Storm (Group-placed 1m1f 2yo) and Bulldog Spirit (1m-1m6f); trainer has sent out ten 2yo winners on turf this season."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9613730,Eagle Storm right,93884,Oisin Orr right,40131,Charlie Johnston right,2,,7,9,9-2,146,11/1,12,,,,CompletedRace,8,0.75,8.75,00:01:21.0900000,81.09,14/1,15,,,"£4,320",4320,,,,373816,Shaun Henley & Partner,Sergei Prokofiev,CAN,Elis Eliz,False,False,,45,,False,,GB,"5,000gns foal; seventh foal; half-sister to 7f winner One Night Thunder (RPR 93); dam 6f AW winner (91), out of 1m4f/2m winning sister to Group 2 winners Nearly Caught (1m7f) and Pale Mimosa (2m); the market should be informative."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9115658,Cheeky Chesca right,103498,Jake Dickson right,10152,Tim Easterby right,2,p,5,8,8-11,139,50/1,51,62,,,CompletedRace,9,3.5,12.25,00:01:21.7900000,81.79,12/1,13,17,522377,"£4,320",4320,62,76,51,271844,Reality Partnerships XIV,Invincible Army,IRE,Bear Cheek,False,False,,46,5,False,,IRE,"The form of her second places give her a chance but now 0-7 and very disappointing in her last two races, latterly tried in cheekpieces."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9613731,Tiggywinkle right,95237,Harry Russell right,19836,Ollie Pears right,2,,12,1,9-2,146,12/1,13,,,,CompletedRace,10,1,13.25,00:01:21.9900000,81.99,33/1,34,,,"£4,320",4320,,,,375683,R S Hoskins & Ollie Pears,Harry Angel,IRE,Lily Carstairs,False,False,,67,,False,,GB,"Fourth foal; half-sister to 6f/7f winner Eye Of Dubai (RPR 97); dam French 7.5f-1m2f winner, half-sister to German 1m3f winner Sokol; makes sense to check the betting."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9613727,Bearing In Time right,100379,Ryan Sexton right,10152,Tim Easterby right,2,,3,13,9-2,146,40/1,41,,,,CompletedRace,11,1.5,14.75,00:01:22.2900000,82.29,50/1,51,,,"£4,320",4320,,,,328149,G Horsford & Partner,State Of Rest,IRE,Aroha,False,False,,46,,False,,IRE,"8,000gns yearling; half-sister to 5f winner Beerwah (RPR 70); dam placed 5f-1m (102), sister to 7f winner Jalaad; stable's newcomers are usually best watched."
924016,7 Core Electrical Restricted Maiden Fillies' Stakes (For horses In Band D) (GBB Race),15,Doncaster,08/01/2026 15:05:00,Other,Class 4,,,2yo,Fillies,6½f,6.5,1307,1430,Good To Firm,Turf,9222219,Autumn Jewel right,97584,Oliver Stammers right,373,Bryan Smart right,2,,2,7,9-2,146,125/1,126,,,,CompletedRace,12,3.25,18,00:01:22.9400000,82.94,50/1,51,28,56,"£4,320",4320,,46,35,366818,The Smart Sajanjl Syndicate,Caturra,IRE,Sajanjl,False,False,,33,,True,,GB,Low-level form thus far (over 5f) and likely to fare better when handicapping.
924017,Yates Drywall Ltd Handicap,15,Doncaster,08/01/2026 15:40:00,Other,Class 6,,0-65,4yo+,None,1m2f,10,2010,2200,Good To Firm,Turf,5071356,Mariner right,102299,Jude Fernandes right,15552,Jennie Candlish right,5,tp,3,3,8-13,141,7/4,2.75,62,,,CompletedRace,1,0,0,00:02:12.8800000,132.88,11/4,3.75,9,728934,"£3,768",3768,62,79,53,340216,Mrs Ros Marriott,Kingman,GB,Kissed,False,False,,50,7,False,,IRE,"Some return to form in his last two races and wasn't far away over 1m here last time when a stronger pace would have helped; interesting returned to further, having won over this far."
924017,Yates Drywall Ltd Handicap,15,Doncaster,08/01/2026 15:40:00,Other,Class 6,,0-65,4yo+,None,1m2f,10,2010,2200,Good To Firm,Turf,5212137,Whiskey Pete right,99878,Alex Jary right,865,Nigel Tinkler right,5,t,5,5,8-10,138,7/1,8,55,,,CompletedRace,2,0.5,0.5,00:02:12.9800000,132.98,8/1,9,9,-00096,"£3,768",3768,55,77,53,294842,Martin Webb Racing,Night Of Thunder,IRE,Dorcas Lane,False,False,,53,3,False,,IRE,"Only 1-27, the win when with Ralph Beckett; had been badly out of form this season but ran better in a new tongue-tie over 1m here last time when close up behind Mariner; possibilities if as good again as he stays this far."
924017,Yates Drywall Ltd Handicap,15,Doncaster,08/01/2026 15:40:00,Other,Class 6,,0-65,4yo+,None,1m2f,10,2010,2200,Good To Firm,Turf,5218435,Super Hit right,100380,Christian Howarth right,40072,James Owen right,5,ht,1,6,9-8,152,6/5F,2.2,67,,,CompletedRace,3,4.75,5.25,00:02:13.9300000,133.93,8/11,1.7272727272727273,12,674131,"£3,768",3768,67,78,56,1905,R J Lorenz,Too Darn Hot,GB,Heaven's Angel,False,False,,68,3,False,,FR,"All the better for a hood returning, winning two of his last three races; overcame some traffic issues to prevail narrowly at Windsor 12 days ago (1m2f, good to firm); 3lb higher."
924017,Yates Drywall Ltd Handicap,15,Doncaster,08/01/2026 15:40:00,Other,Class 6,,0-65,4yo+,None,1m2f,10,2010,2200,Good To Firm,Turf,3423161,Cosmos Raj right,14332,David Nolan right,22839,David O'Meara right,8,p,2,1,9-9,153,7/1,8,65,,,CompletedRace,4,5,10.25,00:02:14.9300000,134.93,20/1,21,16,-95766,"£3,768",3768,65,71,39,339123,Nick Crummack & Partner,Iffraaj,GB,Cosmos Pink,False,False,,54,,False,,GB,"Won at Ripon (1m, soft) last July off a mark 12lb higher than today's but he's struggled since; others have stronger claims."
924017,Yates Drywall Ltd Handicap,15,Doncaster,08/01/2026 15:40:00,Other,Class 6,,0-65,4yo+,None,1m2f,10,2010,2200,Good To Firm,Turf,6582583,Magic Runner right,84541,James Sullivan right,20045,Ruth Carr right,4,,4,4,9-2,146,20/1,21,58,,,CompletedRace,5,0.5,10.75,00:02:15.0300000,135.03,8/1,9,127,135570,"£3,768",3768,58,75,50,361663,Rc Syndicate Xviii,Sea The Moon,GER,Magma,False,False,,53,,False,,GER,Won twice over 9.4f on the AW during the winter; probably okay on turf (0-4) but last two runs were heavy defeats and she's been off since March.
924017,Yates Drywall Ltd Handicap,15,Doncaster,08/01/2026 15:40:00,Other,Class 6,,0-65,4yo+,None,1m2f,10,2010,2200,Good To Firm,Turf,6701908,Steps In Time right,78398,Barry McHugh right,18875,Philip Kirby right,5,p1,6,2,8-12,140,100/1,101,54,,,CompletedRace,6,19,29.75,00:02:18.8300000,138.83,20/1,21,,27U59-,"£3,768",3768,54,,51,344014,Elwick Stud,Shalaa,IRE,Flash Dance,True,False,,36,,True,,IRE,Has shown some fair Flat form but became disappointing for David O'Meara and has shown nothing over hurdles for current yard.
924012,Winners Wear Skopes Menswear Handicap,15,Doncaster,08/01/2026 16:15:00,Other,Class 4,,0-85,3yo,None,7f,7,1407,1540,Good To Firm,Turf,7551796,Suspicious Mindz right,103709,Shay Farmer right,34145,Seb Spencer right,3,,2,2,9-3,147,7/2,4.5,84,,,CompletedRace,1,0,0,00:01:24.7800000,84.78,3/1,4,35,3-2371,"£5,653",5653,84,93,77,368749,Chalkstone Racing,Bated Breath,GB,Colorada,False,False,,50,5,True,1,GB,"Bought for 50,000gns soon after winning a 6f Curragh maiden in first-time cheekpieces (eighth start); proven over 1m, let alone this far, and could be interesting on yard/handicap debut."
924012,Winners Wear Skopes Menswear Handicap,15,Doncaster,08/01/2026 16:15:00,Other,Class 4,,0-85,3yo,None,7f,7,1407,1540,Good To Firm,Turf,7926381,Shadow Run right,83588,Kieran O'Neill right,26099,Scott Dixon right,3,,6,4,8-10,138,18/1,19,72,,,CompletedRace,2,1.5,1.5,00:01:25.0800000,85.08,12/1,13,59,66-240,"£5,653",5653,72,92,66,375830,"L Bond, Sheikh Aymen Al Hamandi, J Catling",Mehmas,IRE,Shoshoni Wind,False,False,,54,,True,1,IRE,"0-7 in Ireland with one notable effort when narrowly beaten in a 5f handicap at Naas in March (first-time blinkers); struggled in two following runs, the latest tried in a visor; changed hands for 5,500gns; likely best watched."
924012,Winners Wear Skopes Menswear Handicap,15,Doncaster,08/01/2026 16:15:00,Other,Class 4,,0-85,3yo,None,7f,7,1407,1540,Good To Firm,Turf,7852210,Haaderr right,93884,Oisin Orr right,38073,Edward Bethell right,3,t1,1,6,9-9,153,3/1,4,85,,,CompletedRace,3,1,2.5,00:01:25.2800000,85.28,7/2,4.5,17,221-4,"£5,653",5653,85,94,72,14781,Sheikh Ahmed Al Maktoum,Mohaather,GB,Panmolle,True,False,,72,,True,,GB,"Twice runner-up before winning a 7f AW maiden in October and then gelded; finished last of the four when favourite for his handicap debut at Catterick (7f, good to firm) but he raced freely up front and didn't look at home on the track; worth another chance."
924012,Winners Wear Skopes Menswear Handicap,15,Doncaster,08/01/2026 16:15:00,Other,Class 4,,0-85,3yo,None,7f,7,1407,1540,Good To Firm,Turf,8018230,Vidmiyr right,102299,Jude Fernandes right,15552,Jennie Candlish right,3,,4,1,8-11,139,4/1,5,80,,,CompletedRace,4,0.5,3,00:01:25.3800000,85.38,4/1,5,35,231230,"£5,653",5653,80,96,82,347584,James Paul Services To Industry Ltd,Footstepsinthesand,GB,Vadaiyma,False,True,,50,7,True,,IRE,"7f maiden winner in May and held his own in handicaps until a poor last run, since when he's been gelded; entitled to play a part if back to best."
924012,Winners Wear Skopes Menswear Handicap,15,Doncaster,08/01/2026 16:15:00,Other,Class 4,,0-85,3yo,None,7f,7,1407,1540,Good To Firm,Turf,7570741,First Time right,78398,Barry McHugh right,42996,Richard &amp; Peter Fahey right,3,,3,3,9-6,150,9/4F,3.25,82,,,CompletedRace,5,0.75,3.75,00:01:25.5300000,85.53,11/4,3.75,14,2-0633,"£5,653",5653,82,96,82,110761,P D Smith Holdings Ltd,Mohaather,GB,Redhawk,False,False,,35,,False,,IRE,"Newmarket maiden winner for Harry Charlton last August (6f, good to firm); subsequently sold for 90,000gns; building momentum in handicaps for his new yard, last time holding every chance over C&D and going down by a length; solid prospects off 1lb lower."
924012,Winners Wear Skopes Menswear Handicap,15,Doncaster,08/01/2026 16:15:00,Other,Class 4,,0-85,3yo,None,7f,7,1407,1540,Good To Firm,Turf,7204783,Goldwork right,103127,Oliver Carmichael right,18920,Eve Johnson Houghton right,3,tb1,5,5,8-7,135,10/1,11,76,,,CompletedRace,6,0.5,4.25,00:01:25.6300000,85.63,6/1,7,7,350373,"£5,653",5653,76,93,72,279922,G Owen,Dark Angel,IRE,Thread Of Silver,True,False,,49,7,False,,GB,"Goodwood novice winner in May of last year; 0-9 in the meantime and progress has levelled out; ran no more than okay when third of five in a new tongue-tie last week at Lingfield (6f, good to firm); swaps cheekpieces for first-time blinkers here."
924018,Harrison College Handicap (Div I),15,Doncaster,08/01/2026 16:50:00,Other,Class 6,,0-60,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,5256236,Emerald Army right,84541,James Sullivan right,20045,Ruth Carr right,5,,8,9,9-5,149,5/1,6,53,,,CompletedRace,1,0,0,00:01:26.9500000,86.95,15/2,8.5,16,422866,"£3,768",3768,53,71,62,372999,P Blyth And C Marwood,Invincible Army,IRE,Sonnet,False,False,,53,,False,,IRE,"Started off well for Ruth Carr, although did appear to throw away (hung right) a winning opportunity when runner-up at Carlisle (7f, good) in May; better than bare facts - denied a clear run - when sixth of nine at Thirsk latest; fairly treated, so isn't discounted."
924018,Harrison College Handicap (Div I),15,Doncaster,08/01/2026 16:50:00,Other,Class 6,,0-60,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,4175316,Operation Gimcrack right,97584,Oliver Stammers right,373,Bryan Smart right,6,,3,11,9-9,153,9/2,5.5,57,,,CompletedRace,2,0.3,0.3,00:01:27.0100000,87.01,14/1,15,43,161506,"£3,768",3768,57,70,25,361135,P Chettle And B Smart,Showcasing,GB,Folk Melody,False,False,,33,,True,,IRE,"Dual AW winner, including from this mark at Newcastle (7f) in February; is yet to win on turf (0-13) but was beaten a nose in this last year, and was returning from a ten-week break when sixth of ten at Redcar (7f; 50-1; beaten 10l) in June; others preferred."
924018,Harrison College Handicap (Div I),15,Doncaster,08/01/2026 16:50:00,Other,Class 6,,0-60,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,6595664,Get Up Everybody right,14332,David Nolan right,15948,Paul Midgley right,4,,2,8,9-10,154,3/1F,4,58,,,CompletedRace,3,1.5,1.75,00:01:27.3000000,87.3,11/4,3.75,14,-34753,"£3,768",3768,58,69,60,143695,J N Blackburn,Invincible Army,IRE,Laila Honiwillow,False,False,,44,,False,,IRE,"14-race maiden; forced to switch right - circumnavigated the field - when third of 11 at Ripon (6f, good; 11-4 favourite) a fortnight ago; worth another go over 7f (first since debut) as he seeks to make the breakthrough; likely player."
924018,Harrison College Handicap (Div I),15,Doncaster,08/01/2026 16:50:00,Other,Class 6,,0-60,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,5933558,Moonhall Lass right,100380,Christian Howarth right,40072,James Owen right,4,p,1,6,9-9,153,11/2,6.5,60,,,CompletedRace,4,0.5,2.25,00:01:27.4000000,87.4,7/2,4.5,28,188314,"£3,768",3768,60,70,57,208546,Paul L Drinkwater,Dandy Man,IRE,Analasa,False,False,,68,3,True,,IRE,"Overcame slow start to win in newly applied visor at Leicester (7f; from 3lb lower) on penultimate start; less productive (fourth of five) back there over 6f subsequently; cheekpieces refitted, and Christian Howarth's 3lb claim can assist."
924018,Harrison College Handicap (Div I),15,Doncaster,08/01/2026 16:50:00,Other,Class 6,,0-60,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,7852217,Danrana right,95237,Harry Russell right,40171,Fionn McSharry right,3,h1,6,3,9-6,150,50/1,51,60,,,CompletedRace,5,0.3,2.5,00:01:27.4500000,87.45,20/1,21,63,48-0,"£3,768",3768,60,61,59,345632,Ralph Hadley And Partner,Dandy Man,IRE,Imrana,True,False,,,,True,,IRE,"Modest in maidens, the pick of her three starts coming on Catterick debut (7f, soft; fourth, beaten nearly 7l) last July; has been given a nine-week break since low-key Chester comeback; hood applied for handicap debut."
924018,Harrison College Handicap (Div I),15,Doncaster,08/01/2026 16:50:00,Other,Class 6,,0-60,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,7978773,Hares Bredth right,103498,Jake Dickson right,10152,Tim Easterby right,3,t,9,2,8-12,140,12/1,13,57,,,CompletedRace,6,0.75,3.25,00:01:27.6000000,87.6,5/1,6,31,-43717,"£3,768",3768,57,70,47,360974,R C Shedden & Partner,Bated Breath,GB,Lava Light,False,False,,46,5,True,,GB,"Made the most of a favourable draw, running down the pacesetter at Redcar (6f, good; from 4lb lower) in June; below that level at Thirsk, but this is easier, and Jake Dickson's 5lb claim is handy; stamina is untested beyond 6f."
924018,Harrison College Handicap (Div I),15,Doncaster,08/01/2026 16:50:00,Other,Class 6,,0-60,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,7020287,Sparkling Pink right,100379,Ryan Sexton right,33638,Adrian Nicholls right,3,p1,7,5,9-6,150,11/2,6.5,60,,,CompletedRace,7,0.1,3.5,00:01:27.6500000,87.65,5/1,6,14,-03043,"£3,768",3768,60,69,63,197111,A Brooke Rankin,Due Diligence,USA,Fenella Rose,True,False,,40,,True,,GB,"1-12; placed over C&D in April, and gave it a good go from the front when third to Vega's Virtue at Ripon (1m, good) a fortnight ago; sports newly applied cheekpieces seeking that extra edge with the drop back to 7f in her favour; chance."
