TrainerId,TrainerNumberOfPriorRaces,TrainerWinPercentage,TrainerTop3Percentage,TrainerAvgRelFinishingPosition
1701,13.0,0.07692307692307693,0.3076923076923077,0.6647435897435898
1729,32.0,0.03125,0.25,0.5389610823204574
1741,40.0,0.0,0.15,0.6826488136046959
1804,10.0,0.0,0.2,0.5084277487218664
1846,33.0,0.06060606060606061,0.30303030303030304,0.5036736369968239
2070,9.0,0.1111111111111111,0.3333333333333333,0.5692480359147025
2074,9.0,0.0,0.2222222222222222,0.7156244989578323
2128,15.0,0.0,0.2,0.6565608900903019
2245,2.0,0.0,1.0,0.0
2428,1.0,0.0,1.0,0.0
2465,8.0,0.0,0.5,0.384672619047619
2824,9.0,0.1111111111111111,0.5555555555555556,0.32473884140550807
2838,4.0,0.0,0.0,0.6691142191142192
2910,2.0,0.0,1.0,0.25
3168,9.0,0.0,0.5555555555555556,0.5084656084656084
3169,62.0,0.08064516129032258,0.2903225806451613,0.5159726079318109
3238,58.0,0.06896551724137931,0.22413793103448276,0.5462703431670283
3297,161.0,0.09937888198757763,0.33540372670807456,0.5583772569052264
3303,9.0,0.0,0.0,0.5817034817034817
3312,18.0,0.0,0.3888888888888889,0.5208180708180707
3316,4.0,0.0,0.25,0.5870535714285714
3383,3.0,0.0,0.3333333333333333,0.5254629629629629
3411,4.0,0.0,0.5,0.309375
3415,558.0,0.1989247311827957,0.5,0.4640262519465806
3447,8.0,0.0,0.0,0.7173971861471862
3550,312.0,0.07371794871794872,0.22115384615384615,0.5654648236379004
3673,1.0,0.0,0.0,0.8125
3842,1.0,0.0,0.0,0.5714285714285714
3846,213.0,0.11737089201877934,0.38497652582159625,0.5459219142421297
3891,21.0,0.047619047619047616,0.47619047619047616,0.39044000995755385
3897,5.0,0.0,0.2,0.6436507936507937
3903,2.0,0.0,0.0,0.41558441558441556
3995,3.0,0.0,0.6666666666666666,0.4702380952380952
4054,77.0,0.07792207792207792,0.37662337662337664,0.5586791275102962
4078,24.0,0.0,0.041666666666666664,0.7506492715374296
4082,5.0,0.0,0.2,0.510546218487395
4087,1.0,0.0,0.0,0.6
4113,252.0,0.10317460317460317,0.36507936507936506,0.5523329004204907
4128,64.0,0.078125,0.40625,0.5141443625818625
4153,3.0,0.0,0.6666666666666666,0.2857142857142857
4174,75.0,0.08,0.24,0.5830305478262136
4181,35.0,0.0,0.4,0.38084464555052794
4203,1.0,0.0,0.0,0.9375
4241,5.0,0.0,0.0,0.6224999999999999
4244,156.0,0.04487179487179487,0.21153846153846154,0.5298087173980458
4259,19.0,0.0,0.3684210526315789,0.45994013296644876
4311,8.0,0.0,0.375,0.3392210144927536
4335,1.0,0.0,0.0,0.8
4366,1.0,0.0,1.0,0.0
4391,76.0,0.07894736842105263,0.5131578947368421,0.37039198976118476
4392,7.0,0.0,0.0,0.6506265664160401
4406,38.0,0.10526315789473684,0.3684210526315789,0.3863239849562564
4415,72.0,0.16666666666666666,0.5277777777777778,0.4806810212753841
4431,296.0,0.05067567567567568,0.28040540540540543,0.562095100296532
4446,289.0,0.08304498269896193,0.2837370242214533,0.49754653416824857
4465,2.0,0.0,0.5,0.5625
4471,52.0,0.23076923076923078,0.5576923076923077,0.3815808123500431
4499,18.0,0.0,0.3888888888888889,0.5930154721821388
4514,1.0,0.0,0.0,0.45454545454545453
4526,5.0,0.0,0.8,0.21698717948717947
4528,11.0,0.18181818181818182,0.45454545454545453,0.4898018648018648
4529,20.0,0.0,0.25,0.499404761904762
4533,30.0,0.1,0.3,0.5718569856069855
4534,5.0,0.0,0.2,0.5159090909090909
4540,280.0,0.19642857142857142,0.5071428571428571,0.4449797682997871
4550,248.0,0.12096774193548387,0.3709677419354839,0.5185374095122671
4572,80.0,0.05,0.225,0.5588081046812664
4606,11.0,0.0,0.09090909090909091,0.672143513052604
4821,8.0,0.0,0.0,0.558962912087912
4858,21.0,0.047619047619047616,0.19047619047619047,0.4947771259106662
4969,11.0,0.0,0.2727272727272727,0.4333583083583083
4991,20.0,0.05,0.1,0.5855929487179489
5000,4.0,0.0,0.0,0.5698529411764706
5007,14.0,0.14285714285714285,0.21428571428571427,0.47669780616209184
5019,552.0,0.1884057971014493,0.4510869565217392,0.4991806645024609
5020,197.0,0.1116751269035533,0.4619289340101523,0.5141368360911508
5033,20.0,0.1,0.25,0.5631250000000001
5042,18.0,0.0,0.1111111111111111,0.7272927689594356
5063,85.0,0.09411764705882353,0.3058823529411765,0.5634210781529119
5065,4.0,0.25,0.75,0.2281746031746032
5073,14.0,0.14285714285714285,0.5,0.32522893772893774
5079,351.0,0.1111111111111111,0.32193732193732194,0.5604075648548367
5100,6.0,0.0,0.16666666666666666,0.756878306878307
5106,66.0,0.10606060606060606,0.42424242424242425,0.5086533416078871
5121,177.0,0.07909604519774012,0.3333333333333333,0.5797193515837583
5141,2.0,0.0,0.5,0.5
5212,30.0,0.13333333333333333,0.5666666666666667,0.35514537363221577
5298,10.0,0.1,0.1,0.6504163818637503
5333,47.0,0.06382978723404255,0.19148936170212766,0.5987701510699008
5354,12.0,0.0,0.16666666666666666,0.4920812983312984
5372,4.0,0.25,0.25,0.648989898989899
5404,11.0,0.09090909090909091,0.18181818181818182,0.6726813590449954
5474,4.0,0.0,0.25,0.5818181818181818
5554,23.0,0.13043478260869565,0.4782608695652174,0.3257628495328724
5571,20.0,0.05,0.2,0.5826296130340248
5590,3.0,0.0,0.0,0.7241320770732536
5611,3.0,0.0,0.0,1.0
5689,1.0,0.0,0.0,0.8461538461538461
5696,39.0,0.07692307692307693,0.1282051282051282,0.7529575125728971
5716,75.0,0.08,0.36,0.3896210261647737
5728,144.0,0.09027777777777778,0.2777777777777778,0.6022677780643465
