RaceId,RaceName,CourseId,CourseName,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,2111435,Bluebell Time,87589,Gina Mangan,5827,Malcolm Saunders,6,,1,1,10-2,162,SP,,70,79,62
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,3134066,Trusty Rusty,99317,Mollie Phillips,9714,Tony Carroll,5,,2,2,10-2,162,SP,,70,76,62
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,2751667,Araifjan,100384,Rose Dawes,12057,Robert Cowell,5,p,3,3,10-0,160,SP,,68,79,76
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,3145029,Navy Drums,95522,Luke Catton,12057,Robert Cowell,4,,4,5,9-13,157,SP,,67,73,73
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,2550907,Hey Ho Let's Go,100531,Aidan Keeley,14402,Mark Hoad,6,,5,7,9-9,153,SP,,63,74,63
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,3098705,Secret Handsheikh,96836,George Bass,10308,John Gallagher,4,b,6,8,9-7,151,SP,,61,72,77
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,3803237,Pull The Lever,99878,Alex Jary,8683,Dominic Ffrench Davis,3,,7,10,9-7,151,SP,,67,70,56
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,3096129,Lothian,100360,Callum Hutchinson,16406,Michael Attwater,4,tp,8,4,9-5,149,SP,,59,74,
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,3785491,Taaqat,100380,Christian Howarth,25914,James Tate,3,,9,9,9-3,147,SP,,63,74,55
813840,Laurie Todd Foundation Apprentice Handicap,36,Newbury,Other,Class 5,,0-70,3yo+,None,5f,5,1005,1100,Good,Turf,2732717,Blue Venture,94853,Jonathan Fisher,9714,Tony Carroll,5,,10,6,8-12,140,SP,,52,75,67
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4346543,Revisit,84636,Sean Levey,28787,Richard Hannon,2,,1,9,9-8,152,SP,,,84,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4415419,Aunt Violet,83554,Richard Kingscote,23926,Ed Walker,2,h,2,3,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4369887,Bonny Angel,86606,John Fahy,5863,Clive Cox,2,,3,13,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4415422,Clochette,86013,David Probert,15605,Andrew Balding,2,,4,12,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4415420,Cloudy Breeze,78935,Tom Queally,7833,Gary Moore,2,,5,5,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4272418,Full Prime,14234,Jim Crowley,36341,Tom Ward,2,,6,7,9-2,146,SP,,,86,50
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4076156,Genepi,89973,Ross Coakley,4550,Rod Millman,2,,7,6,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4076551,Kanohi Breeze,89627,Charles Bishop,18920,Eve Johnson Houghton,2,,8,4,9-2,146,SP,,,78,55
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4415409,Lady Alara,93237,Kieran Shoemark,25628,Charles Hills,2,,9,2,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4415413,Me And Mrs Jones,92774,Rob Hornby,14554,Sylvester Kirk,2,,10,8,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4415415,Showgal,13317,Dane O'Neill,10663,Amanda Perrett,2,,11,11,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4303406,Statu Of Liberty,94035,Thomas Greatrex,7221,Brian Meehan,2,,12,14,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4377623,The Big Board,95744,Rossa Ryan,28787,Richard Hannon,2,,13,10,9-2,146,SP,,,,
813835,Cms EBF Fillies' Novice Stakes (GBB Race),36,Newbury,Other,Class 4,,,2yo,Fillies,6f,6,1206,1320,Good,Turf,4392974,Yoo Bee See,92806,Hector Crouch,32276,Archie Watson,2,,14,1,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4415417,Aberfoyle,13317,Dane O'Neill,25628,Charles Hills,2,,1,4,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4350756,Bailey Gate,95744,Rossa Ryan,28787,Richard Hannon,2,,2,6,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4369874,Billaki Mou,86570,Trevor Whelan,20005,George Baker,2,,3,7,9-2,146,SP,,,70,49
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4175579,Buccabay,89627,Charles Bishop,18920,Eve Johnson Houghton,2,,4,11,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4350760,Chaldean,86013,David Probert,15605,Andrew Balding,2,,5,9,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4415416,Classic Order,92774,Rob Hornby,13917,Ralph Beckett,2,,6,10,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4415410,Dream Of Mischief,93237,Kieran Shoemark,10663,Amanda Perrett,2,,7,1,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4076276,Freetodream,98260,George Rooke,10663,Amanda Perrett,2,,8,5,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4175311,Nanga Parbat,83554,Richard Kingscote,28787,Richard Hannon,2,,9,13,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4415411,Overnight Oats,94663,Lewis Edmunds,38350,William Muir & Chris Grassick,2,,10,14,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4310828,Seductive Power,84636,Sean Levey,28787,Richard Hannon,2,,11,3,9-2,146,SP,,,92,39
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4415418,Spirit Of Breeze,78935,Tom Queally,7833,Gary Moore,2,,12,8,9-2,146,SP,,,,
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4229845,Sunningdale,14234,Jim Crowley,37482,Paul & Oliver Cole,2,t,13,12,9-2,146,SP,,,84,71
813834,James Cowper Kreston Centenary Novice Stakes,36,Newbury,Other,Class 4,,,2yo,None,6f,6,1206,1320,Good,Turf,4415414,Verdansk,86606,John Fahy,5863,Clive Cox,2,,14,2,9-2,146,SP,,,,
813837,RFE International Fillies' Handicap,36,Newbury,Other,Class 4,,0-85,3yo+,Fillies,6f,6,1206,1320,Good,Turf,3271102,Tarhib,14234,Jim Crowley,3415,William Haggas,4,t,1,1,10-2,162,SP,,83,85,60
813837,RFE International Fillies' Handicap,36,Newbury,Other,Class 4,,0-85,3yo+,Fillies,6f,6,1206,1320,Good,Turf,3057764,Crazy Luck,89973,Ross Coakley,4550,Rod Millman,4,,2,5,10-0,160,SP,,81,86,78
813837,RFE International Fillies' Handicap,36,Newbury,Other,Class 4,,0-85,3yo+,Fillies,6f,6,1206,1320,Good,Turf,3646554,Another Romance,83607,Adam Kirby,37478,Simon & Ed Crisford,3,ht,3,4,9-13,157,SP,,87,81,78
813837,RFE International Fillies' Handicap,36,Newbury,Other,Class 4,,0-85,3yo+,Fillies,6f,6,1206,1320,Good,Turf,3612338,Lil Guff,95744,Rossa Ryan,37637,Daniel & Claire Kubler,3,,4,7,9-12,156,SP,,86,86,83
813837,RFE International Fillies' Handicap,36,Newbury,Other,Class 4,,0-85,3yo+,Fillies,6f,6,1206,1320,Good,Turf,4011143,Makarova,83554,Richard Kingscote,23926,Ed Walker,3,,5,6,9-8,152,SP,,82,84,69
813837,RFE International Fillies' Handicap,36,Newbury,Other,Class 4,,0-85,3yo+,Fillies,6f,6,1206,1320,Good,Turf,3833562,Flamenco Fan,93237,Kieran Shoemark,29411,David Menuisier,3,,6,3,9-5,149,SP,,79,83,65
813837,RFE International Fillies' Handicap,36,Newbury,Other,Class 4,,0-85,3yo+,Fillies,6f,6,1206,1320,Good,Turf,4161759,Noya,86013,David Probert,39200,Harry & Roger Charlton,3,,7,2,9-4,148,SP,,78,84,62
813836,Punter Southall Handicap,36,Newbury,Other,Class 4,,0-85,3yo,None,1m4f,12,2412,2640,Good,Turf,3833566,Upton Park,100360,Callum Hutchinson,15605,Andrew Balding,3,,1,1,9-11,155,SP,,87,90,24
813836,Punter Southall Handicap,36,Newbury,Other,Class 4,,0-85,3yo,None,1m4f,12,2412,2640,Good,Turf,3862848,Daiquiri,86013,David Probert,39560,Freddie & Martyn Meade,3,,2,2,9-9,153,SP,,85,94,79
813836,Punter Southall Handicap,36,Newbury,Other,Class 4,,0-85,3yo,None,1m4f,12,2412,2640,Good,Turf,3923527,Silverscape,100380,Christian Howarth,19203,Roger Teal,3,,3,4,9-4,148,SP,,80,91,68
813836,Punter Southall Handicap,36,Newbury,Other,Class 4,,0-85,3yo,None,1m4f,12,2412,2640,Good,Turf,4042174,Admiralty House,86585,Martin Harley,13928,Alan King,3,,4,3,9-3,147,SP,,79,92,89
813836,Punter Southall Handicap,36,Newbury,Other,Class 4,,0-85,3yo,None,1m4f,12,2412,2640,Good,Turf,3833546,Perseus Way,78935,Tom Queally,31779,Owen Burrows,3,,5,5,9-2,146,SP,,78,92,75
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,964569,Love Dreams,86013,David Probert,14051,Michael Blake,8,,1,10,9-10,154,SP,,76,85,74
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,3187281,Precisely,14234,Jim Crowley,26177,John Butler,5,,2,1,9-8,152,SP,,74,85,60
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,3523609,Lost Gold,83607,Adam Kirby,9546,Saeed bin Suroor,4,p,3,4,9-8,152,SP,,74,84,22
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,2184158,Millions Memories,83554,Richard Kingscote,16086,Laura Mongan,6,,4,2,9-4,148,SP,,70,84,82
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,2926753,Pledge Of Honour,92264,Charlie Bennett,15107,Dean Ivory,6,,5,12,9-4,148,SP,,70,86,80
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,3217685,Wonder Starelzaam,96836,George Bass,13478,Denis Coakley,4,,6,5,9-3,147,SP,,69,93,84
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,3113512,Hotspur Harry,93343,Callum Shepherd,25052,Robert Eddery,5,,7,7,9-2,146,SP,,68,89,78
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,1569177,Star Of Valour,98260,George Rooke,39475,Joe Tizzard,7,t,8,3,9-1,145,SP,,67,86,77
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,3261253,Hiromichi,89627,Charles Bishop,4676,Mick Channon,4,,9,8,9-0,144,SP,,66,76,65
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,3300573,Katyusha,91981,Louis Steward,28913,Charlie Fellowes,4,p,10,11,8-12,140,SP,,64,85,62
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,3200006,Pride Of Hawridge,89973,Ross Coakley,4550,Rod Millman,4,p,11,6,8-12,140,SP,,64,85,78
813838,Make Your Best Bet At BetVictor Handicap,36,Newbury,Other,Class 5,,0-75,4yo+,None,1m2f,10,2010,2200,Good,Turf,2680317,Gert Lush,100360,Callum Hutchinson,19203,Roger Teal,5,,12,9,8-9,137,SP,,61,83,81
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3526581,Codify,83607,Adam Kirby,5863,Clive Cox,3,,1,8,9-9,153,SP,,70,78,64
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3709134,Island Bandit,92938,Nicola Currie,21549,Heather Main,3,,2,4,9-8,152,SP,,69,78,67
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3366797,Silverdale,100380,Christian Howarth,12601,Jonathan Portman,3,,3,5,9-7,151,SP,,68,78,70
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3908425,Queen Of Comedy,93237,Kieran Shoemark,23926,Ed Walker,3,h,4,3,9-7,151,SP,,68,79,54
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3709122,The Covex Kid,89973,Ross Coakley,32325,Amy Murphy,3,,5,9,9-4,148,SP,,65,82,73
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3521658,Aldbourne,94575,George Wood,38304,Harry Eustace,3,,6,13,9-4,148,SP,,65,81,73
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3986101,Control,86585,Martin Harley,26177,John Butler,3,,7,10,9-4,148,SP,,65,78,57
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3886659,Ae Fond Kiss,95744,Rossa Ryan,7300,Ed de Giles,3,,8,11,9-2,146,SP,,63,76,49
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3526556,Goldsmith,86013,David Probert,29411,David Menuisier,3,h,9,6,9-2,146,SP,,63,81,44
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3437852,Never In Fourth,98260,George Rooke,19203,Roger Teal,3,p,10,1,9-1,145,SP,,62,86,53
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3555991,Larkin,83554,Richard Kingscote,17934,Tom Dascombe,3,p,11,12,9-0,144,SP,,61,71,60
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3555989,Ruith Le Tu,89627,Charles Bishop,5121,J S Moore,3,p,12,2,8-12,140,SP,,59,79,36
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3853581,James Jude,92264,Charlie Bennett,32235,Adam West,3,,13,14,8-10,138,SP,,57,79,62
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,3662560,My Ambition,100531,Aidan Keeley,13478,Denis Coakley,3,,14,15,8-7,135,SP,,54,83,54
813839,BV Handicap,36,Newbury,Other,Class 5,,0-70,3yo,None,1m,8,1608,1760,Good,Turf,4213765,Global Tycoon,94820,Aled Beech,5063,Chris Dwyer,3,,15,7,8-6,134,SP,,53,84,
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,3143800,Miss Mulligan,88965,Miss Becky Smith,31461,George Scott,5,,1,6,10-9,169,SP,,79,75,60
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,2264864,Lady Reset,11683,Miss Serena Brotherton,10157,David Pipe,6,tp,2,8,10-8,168,SP,,78,75,64
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,1800584,Tralee Hills,98955,Miss Megan Jordan,26761,Simon Hodgson,8,v,3,2,10-5,165,SP,,75,77,72
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,3038148,Songo,87501,Miss Gina Andrews,2928,Milton Harris,6,h,4,1,10-5,165,SP,,75,74,54
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,2860794,Elham Valley,101132,Miss Fern O'Brien,13986,Fergal O'Brien,5,tb,5,3,10-0,160,SP,,70,,35
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,2645442,Keep It Brief,99469,Miss Georgia King,7873,Richard Phillips,5,,6,4,9-12,156,SP,,68,79,30
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,2271515,Triple Nickle,99159,Miss Jessica Llewellyn,5106,Bernard Llewellyn,6,p,7,9,9-6,150,SP,,62,75,63
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,3601928,Placated,92175,Miss Sarah Bowen,1472,Dr Jon Scargill,4,,8,5,9-4,148,SP,,60,78,45
813829,Coral 'Get Closer To The Action' Ladies' Derby Handicap (For Female Amateur Jockeys),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m4f,12,2412,2640,Good To Firm,Turf,3222771,Liberated Lad,97788,Miss Alice Stevens,12465,Ian Williams,4,tv,9,7,9-4,148,SP,,60,77,75
813832,"Coral 'Beaten-By-A-Length' Free Bet British EBF Restricted Maiden Stakes (Bands B, C And D (GBB)",17,Epsom,Other,Class 4,,,2yo,None,7f,7,1407,1540,Good To Firm,Turf,4336824,Benacre,7458,Franny Norton,39124,Charlie & Mark Johnston,2,,1,3,9-7,151,SP,,,,
813832,"Coral 'Beaten-By-A-Length' Free Bet British EBF Restricted Maiden Stakes (Bands B, C And D (GBB)",17,Epsom,Other,Class 4,,,2yo,None,7f,7,1407,1540,Good To Firm,Turf,4366843,In The Storm,92695,Hollie Doyle,32276,Archie Watson,2,,2,4,9-7,151,SP,,,79,
813832,"Coral 'Beaten-By-A-Length' Free Bet British EBF Restricted Maiden Stakes (Bands B, C And D (GBB)",17,Epsom,Other,Class 4,,,2yo,None,7f,7,1407,1540,Good To Firm,Turf,4175578,Self Praise,82231,Daniel Tudhope,25009,Hugo Palmer,2,,3,2,9-7,151,SP,,87,92,94
813832,"Coral 'Beaten-By-A-Length' Free Bet British EBF Restricted Maiden Stakes (Bands B, C And D (GBB)",17,Epsom,Other,Class 4,,,2yo,None,7f,7,1407,1540,Good To Firm,Turf,4303398,Thunder Cat,95274,Joshua Bryan,15605,Andrew Balding,2,,4,5,9-7,151,SP,,,61,
813832,"Coral 'Beaten-By-A-Length' Free Bet British EBF Restricted Maiden Stakes (Bands B, C And D (GBB)",17,Epsom,Other,Class 4,,,2yo,None,7f,7,1407,1540,Good To Firm,Turf,4001903,Star Player,92486,Harry Burns,37478,Simon & Ed Crisford,2,,5,1,9-5,149,SP,,,62,
813832,"Coral 'Beaten-By-A-Length' Free Bet British EBF Restricted Maiden Stakes (Bands B, C And D (GBB)",17,Epsom,Other,Class 4,,,2yo,None,7f,7,1407,1540,Good To Firm,Turf,4348730,Foinix,91976,Robert Tart,6964,Gay Kelleway,2,,6,6,9-3,147,SP,,,60,33
813828,Watch Racing Online Free With Coral Handicap,17,Epsom,Other,Class 3,,0-90,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3552545,Dubai Hope,78238,Dougie Costello,9546,Saeed bin Suroor,4,p,1,2,10-2,162,SP,,89,93,
813828,Watch Racing Online Free With Coral Handicap,17,Epsom,Other,Class 3,,0-90,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3096167,Bowman,84882,William Carson,16086,Laura Mongan,4,p,2,5,10-1,161,SP,,88,92,85
813828,Watch Racing Online Free With Coral Handicap,17,Epsom,Other,Class 3,,0-90,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3533565,Pocket The Profit,7458,Franny Norton,36211,George Boughey,3,h,3,6,9-6,150,SP,,86,94,88
813828,Watch Racing Online Free With Coral Handicap,17,Epsom,Other,Class 3,,0-90,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,1044719,Muscika,82231,Daniel Tudhope,22839,David O'Meara,8,v,4,4,9-5,149,SP,,78,93,98
813828,Watch Racing Online Free With Coral Handicap,17,Epsom,Other,Class 3,,0-90,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3097910,Puerto De Vega,98301,Marco Ghiani,8543,Stuart Williams,4,t,5,1,9-5,149,SP,,78,97,70
813828,Watch Racing Online Free With Coral Handicap,17,Epsom,Other,Class 3,,0-90,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3366625,Papa Cocktail,92695,Hollie Doyle,32765,Tom Clover,3,b,6,3,8-12,140,SP,,78,93,90
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,3096923,Larado,93211,Alistair Rawlinson,10363,Michael Appleby,4,b,1,8,10-3,163,SP,,81,89,81
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,2932879,Mount Mogan,84882,William Carson,16086,Laura Mongan,5,,2,4,10-1,161,SP,,79,85,71
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,3152121,Marlay Park,92695,Hollie Doyle,15108,Jim Boyle,4,,3,5,10-0,160,SP,,78,84,77
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,1008740,Sir Titan,78238,Dougie Costello,9714,Tony Carroll,8,,4,3,9-11,155,SP,,75,86,75
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,3533578,Secret Strength,14629,Pat Cosgrave,15108,Jim Boyle,3,,5,9,9-9,153,SP,,82,81,74
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,3811189,Wodeton,2456,J F Egan,15605,Andrew Balding,3,,6,7,9-5,149,SP,,78,83,66
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,3579149,Bin Hayyan,82231,Daniel Tudhope,22839,David O'Meara,3,,7,2,9-1,145,SP,,74,86,78
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,2870513,Canagat,89891,Jack Duern,15108,Jim Boyle,5,,8,1,9-1,145,SP,,65,87,53
813831,Coral Play 'Racing-Super-Series' For Free Handicap,17,Epsom,Other,Class 4,,0-80,3yo+,None,7f,7,1407,1540,Good To Firm,Turf,3575310,Fozzie Bear,98301,Marco Ghiani,12600,Brett Johnson,3,,9,6,8-12,140,SP,,71,82,86
813830,Coral Proud Supporter Of British Racing Handicap (Jockey Club Grassroots Middle Distance Qual'),17,Epsom,Other,Class 4,,0-80,4yo+,None,1m2f,10,2010,2200,Good To Firm,Turf,2283889,Sagauteur,82231,Daniel Tudhope,22839,David O'Meara,6,,1,4,9-9,153,SP,,80,90,69
