FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName
2,False,7/4,2.75,CompletedRace,921550,175,Ballinrobe,05/26/2026 17:30:00,6541707,Munsif
2,False,100/30,4.333333333333334,CompletedRace,920504,5,Bath,05/26/2026 14:30:00,4534414,Nammos
0,False,SP,,NonRunner,920509,5,Bath,05/26/2026 16:00:00,4336793,Danger Alert
2,False,4/7F,1.5714285714285714,CompletedRace,920508,5,Bath,05/26/2026 17:02:00,8335415,Mohmentous
1,True,2/7F,1.2857142857142856,CompletedRace,918929,30,Leicester,05/26/2026 17:12:00,8468001,Alice De Clare IRE
2,False,9/1,10,CompletedRace,920819,44,Plumpton,05/26/2026 18:39:00,4117778,Lakefield Flyer IRE
2,False,5/1,6,CompletedRace,920820,44,Plumpton,05/26/2026 19:09:00,4547885,Bahtiyar FR
5,False,8/1,9,CompletedRace,920821,44,Plumpton,05/26/2026 19:39:00,3038171,Striking A Pose IRE
2,False,2/1,3,CompletedRace,920822,44,Plumpton,05/26/2026 20:09:00,7538891,Alibey
3,False,28/1,29,CompletedRace,918944,47,Redcar,05/26/2026 15:20:00,7793622,Fairydale IRE
5,False,40/1,41,CompletedRace,918941,47,Redcar,05/26/2026 15:50:00,3423161,Cosmos Raj
4,False,6/1,7,CompletedRace,918718,9,Cartmel,05/25/2026 15:58:00,2663619,My Bobby Dazzler
4,False,7/1,8,CompletedRace,918719,9,Cartmel,05/25/2026 17:11:00,2396289,Arthur's Quay IRE
1,True,11/4,3.75,CompletedRace,918726,26,Huntingdon,05/25/2026 12:30:00,3333288,The Wise Traveller IRE
4,False,11/2,6.5,CompletedRace,918921,30,Leicester,05/25/2026 16:15:00,7988031,Alta Rica
1,True,12/1,13,CompletedRace,918938,47,Redcar,05/25/2026 15:32:00,7878373,Brain Freeze IRE
0,False,22/1,23,PulledUp,918702,20,Fontwell,05/24/2026 14:35:00,6397985,Whatcombe IRE
4,False,11/2,6.5,CompletedRace,918698,20,Fontwell,05/24/2026 15:10:00,4189552,Unspeakable IRE
2,False,15/8F,2.875,CompletedRace,918703,27,Kelso,05/24/2026 15:03:00,3004020,Wise Eagle IRE
2,False,100/30,4.333333333333334,CompletedRace,918705,27,Kelso,05/24/2026 16:12:00,4497046,Royal Deeside
4,False,7/2,4.5,CompletedRace,918715,84,Uttoxeter,05/24/2026 14:52:00,5214259,Izzy's Grey IRE
