FoldDate,Algorithm,RaceId,HorseId,CourseName,Surface,Going,RaceType,DistanceInMeters,FinishingPosition,DecimalOdds,PredictedScore,WinProbability,FieldSize,RaceClass
2026-05-10,AbstainWrapperAlgorithm,917498,6803084,Ludlow,Turf,Good,SteepleChase,4825,3,2.25,,0.3115409,4,Class 4
2026-05-10,AbstainWrapperAlgorithm,917498,5713804,Ludlow,Turf,Good,SteepleChase,4825,4,7.5,,0.102568835,4,Class 4
2026-05-10,AbstainWrapperAlgorithm,917499,4305460,Ludlow,Turf,Good,SteepleChase,4021,1,2.2,,0.3065208,4,Class 4
2026-05-10,AbstainWrapperAlgorithm,917499,5689589,Ludlow,Turf,Good,SteepleChase,4021,2,2.625,,0.35705578,4,Class 4
2026-05-10,AbstainWrapperAlgorithm,917499,5431078,Ludlow,Turf,Good,SteepleChase,4021,3,11.0,,0.101213224,4,Class 4
2026-05-10,AbstainWrapperAlgorithm,917499,4952226,Ludlow,Turf,Good,SteepleChase,4021,4,7.0,,0.16799,4,Class 4
2026-05-10,AbstainWrapperAlgorithm,917502,5504617,Ludlow,Turf,Good,Hurdle,4222,1,5.5,,0.1709376,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,917502,3536916,Ludlow,Turf,Good,Hurdle,4222,2,3.5,,0.3845773,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,917502,6974136,Ludlow,Turf,Good,Hurdle,4222,3,2.75,,0.19348127,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,917502,5214259,Ludlow,Turf,Good,Hurdle,4222,4,4.5,,0.13901536,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,917502,5237853,Ludlow,Turf,Good,Hurdle,4222,5,26.0,,0.066562876,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,917502,3424365,Ludlow,Turf,Good,Hurdle,4222,6,41.0,,0.04072091,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,917502,3035718,Ludlow,Turf,Good,Hurdle,4222,7,201.0,,0.017835895,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,917502,6046666,Ludlow,Turf,Good,Hurdle,4222,8,19.0,,0.094074346,8,Class 5
2026-05-10,AbstainWrapperAlgorithm,920446,8187997,Longchamp (FR),Turf,Soft,Other,2010,1,12.0,,0.31986254,6,
2026-05-10,AbstainWrapperAlgorithm,920446,8530089,Longchamp (FR),Turf,Soft,Other,2010,2,6.8,,0.14774638,6,
2026-05-10,AbstainWrapperAlgorithm,920446,8165746,Longchamp (FR),Turf,Soft,Other,2010,3,7.7,,0.20935431,6,
2026-05-10,AbstainWrapperAlgorithm,920446,8009410,Longchamp (FR),Turf,Soft,Other,2010,4,20.0,,0.20322561,6,
2026-05-10,AbstainWrapperAlgorithm,920446,8392176,Longchamp (FR),Turf,Soft,Other,2010,5,1.6,,0.3315865,6,
2026-05-10,AbstainWrapperAlgorithm,920446,7588058,Longchamp (FR),Turf,Soft,Other,2010,6,7.3,,0.15731628,6,
2026-05-10,AbstainWrapperGapAlgorithm,919827,8268289,Leopardstown (IRE),Turf,Good,Other,2412,1,4.5,,0.15030952,8,
2026-05-10,AbstainWrapperGapAlgorithm,919827,8375315,Leopardstown (IRE),Turf,Good,Other,2412,2,5.0,,0.14730638,8,
2026-05-10,AbstainWrapperGapAlgorithm,919827,8183826,Leopardstown (IRE),Turf,Good,Other,2412,3,4.333333333333334,,0.13005371,8,
