FoldDate,Algorithm,RaceId,HorseId,CourseName,Surface,Going,RaceType,DistanceInMeters,FinishingPosition,DecimalOdds,PredictedScore
2026-05-29,RidgeRegressionAlgorithm,918997,7020234,Brighton,Turf,Good To Firm,Other,1206,2,2.4,
2026-05-29,RidgeRegressionAlgorithm,918999,4438500,Brighton,Turf,Good To Firm,Other,1407,2,9.0,
2026-05-29,RidgeRegressionAlgorithm,919005,6595664,Carlisle,Turf,Good,Other,1005,7,3.5,
2026-05-29,RidgeRegressionAlgorithm,919006,7613511,Carlisle,Turf,Good,Other,1206,2,5.0,
2026-05-29,RidgeRegressionAlgorithm,919002,6134824,Carlisle,Turf,Good,Other,2211,6,51.0,
2026-05-29,RidgeRegressionAlgorithm,921791,5154277,Carlisle,Turf,Good,Other,1407,5,10.0,
2026-05-29,RidgeRegressionAlgorithm,919010,5509256,Chepstow,Turf,Good To Firm,Other,2412,3,19.0,
2026-05-29,RidgeRegressionAlgorithm,919012,8935608,Chepstow,Turf,Good To Firm,Other,2010,1,2.875,
2026-05-29,RidgeRegressionAlgorithm,919013,7861444,Chepstow,Turf,Good To Firm,Other,1608,3,3.25,
2026-05-29,RidgeRegressionAlgorithm,921644,7516457,Down Royal (IRE),Turf,Good,Other,1005,8,6.0,
2026-05-29,RidgeRegressionAlgorithm,921648,6710714,Down Royal (IRE),Turf,Good,Other,3217,1,1.8333333333333333,
2026-05-29,RidgeRegressionAlgorithm,921657,4100977,Tramore (IRE),Turf,Good,Hurdle,3217,1,7.0,
2026-05-29,RidgeRegressionAlgorithm,921789,5123487,Wolverhampton (AW),AllWeather,Standard,Other,1005,9,29.0,
2026-05-29,RidgeRegressionAlgorithm,921790,8062546,Wolverhampton (AW),AllWeather,Standard,Other,2412,1,4.333333333333334,
2026-05-29,XGBoostAlgorithm,918997,7020234,Brighton,Turf,Good To Firm,Other,1206,2,2.4,
2026-05-29,XGBoostAlgorithm,918999,6509780,Brighton,Turf,Good To Firm,Other,1407,3,3.5,
2026-05-29,XGBoostAlgorithm,919005,6595664,Carlisle,Turf,Good,Other,1005,7,3.5,
2026-05-29,XGBoostAlgorithm,919006,7613511,Carlisle,Turf,Good,Other,1206,2,5.0,
2026-05-29,XGBoostAlgorithm,919002,3550765,Carlisle,Turf,Good,Other,2211,1,2.1,
2026-05-29,XGBoostAlgorithm,921791,5154277,Carlisle,Turf,Good,Other,1407,5,10.0,
2026-05-29,XGBoostAlgorithm,919010,5991241,Chepstow,Turf,Good To Firm,Other,2412,1,4.0,
2026-05-29,XGBoostAlgorithm,919012,8137386,Chepstow,Turf,Good To Firm,Other,2010,2,4.0,
2026-05-29,XGBoostAlgorithm,919013,7865992,Chepstow,Turf,Good To Firm,Other,1608,1,1.6666666666666663,
2026-05-29,XGBoostAlgorithm,921644,7413946,Down Royal (IRE),Turf,Good,Other,1005,4,4.0,
2026-05-29,XGBoostAlgorithm,921648,6256736,Down Royal (IRE),Turf,Good,Other,3217,3,3.5,
2026-05-29,XGBoostAlgorithm,921657,5125887,Tramore (IRE),Turf,Good,Hurdle,3217,2,2.25,
2026-05-29,XGBoostAlgorithm,921789,6397994,Wolverhampton (AW),AllWeather,Standard,Other,1005,3,8.5,
2026-05-29,XGBoostAlgorithm,921790,8259456,Wolverhampton (AW),AllWeather,Standard,Other,2412,3,2.75,
2026-05-29,RatingsXGBoostUngatedAlgorithm,918997,7020234,Brighton,Turf,Good To Firm,Other,1206,2,2.4,
2026-05-29,RatingsXGBoostUngatedAlgorithm,918999,2829583,Brighton,Turf,Good To Firm,Other,1407,4,3.5,
2026-05-29,RatingsXGBoostUngatedAlgorithm,919005,6595664,Carlisle,Turf,Good,Other,1005,7,3.5,
2026-05-29,RatingsXGBoostUngatedAlgorithm,919006,7935085,Carlisle,Turf,Good,Other,1206,4,6.5,
2026-05-29,RatingsXGBoostUngatedAlgorithm,919002,6134824,Carlisle,Turf,Good,Other,2211,6,51.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,921791,3765237,Carlisle,Turf,Good,Other,1407,1,13.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,919010,5991241,Chepstow,Turf,Good To Firm,Other,2412,1,4.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,919012,8137386,Chepstow,Turf,Good To Firm,Other,2010,2,4.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,919013,7865992,Chepstow,Turf,Good To Firm,Other,1608,1,1.6666666666666663,
2026-05-29,RatingsXGBoostUngatedAlgorithm,921644,7413946,Down Royal (IRE),Turf,Good,Other,1005,4,4.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,921648,2768754,Down Royal (IRE),Turf,Good,Other,3217,2,10.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,921657,5160467,Tramore (IRE),Turf,Good,Hurdle,3217,3,5.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,921789,5598738,Wolverhampton (AW),AllWeather,Standard,Other,1005,5,15.0,
2026-05-29,RatingsXGBoostUngatedAlgorithm,921790,8062546,Wolverhampton (AW),AllWeather,Standard,Other,2412,1,4.333333333333334,
2026-05-29,ProxyTSRXGBoostAlgorithm,918997,7020234,Brighton,Turf,Good To Firm,Other,1206,2,2.4,
2026-05-29,ProxyTSRXGBoostAlgorithm,918999,2829583,Brighton,Turf,Good To Firm,Other,1407,4,3.5,
2026-05-29,ProxyTSRXGBoostAlgorithm,919005,6595664,Carlisle,Turf,Good,Other,1005,7,3.5,
2026-05-29,ProxyTSRXGBoostAlgorithm,919006,7020410,Carlisle,Turf,Good,Other,1206,5,5.5,
2026-05-29,ProxyTSRXGBoostAlgorithm,919002,6671109,Carlisle,Turf,Good,Other,2211,3,3.75,
2026-05-29,ProxyTSRXGBoostAlgorithm,921791,5207753,Carlisle,Turf,Good,Other,1407,7,4.333333333333334,
2026-05-29,ProxyTSRXGBoostAlgorithm,919010,5991241,Chepstow,Turf,Good To Firm,Other,2412,1,4.0,
2026-05-29,ProxyTSRXGBoostAlgorithm,919012,8137386,Chepstow,Turf,Good To Firm,Other,2010,2,4.0,
2026-05-29,ProxyTSRXGBoostAlgorithm,919013,7865992,Chepstow,Turf,Good To Firm,Other,1608,1,1.6666666666666663,
2026-05-29,ProxyTSRXGBoostAlgorithm,921644,7413946,Down Royal (IRE),Turf,Good,Other,1005,4,4.0,
2026-05-29,ProxyTSRXGBoostAlgorithm,921648,6710714,Down Royal (IRE),Turf,Good,Other,3217,1,1.8333333333333333,
2026-05-29,ProxyTSRXGBoostAlgorithm,921657,5160467,Tramore (IRE),Turf,Good,Hurdle,3217,3,5.0,
2026-05-29,ProxyTSRXGBoostAlgorithm,921789,4839379,Wolverhampton (AW),AllWeather,Standard,Other,1005,1,2.75,
2026-05-29,ProxyTSRXGBoostAlgorithm,921790,8259456,Wolverhampton (AW),AllWeather,Standard,Other,2412,3,2.75,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,918997,7020234,Brighton,Turf,Good To Firm,Other,1206,2,2.4,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,918999,2829583,Brighton,Turf,Good To Firm,Other,1407,4,3.5,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,919005,6595664,Carlisle,Turf,Good,Other,1005,7,3.5,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,919006,7020410,Carlisle,Turf,Good,Other,1206,5,5.5,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,919002,6671109,Carlisle,Turf,Good,Other,2211,3,3.75,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,921791,5207753,Carlisle,Turf,Good,Other,1407,7,4.333333333333334,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,919010,5991241,Chepstow,Turf,Good To Firm,Other,2412,1,4.0,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,919012,8137386,Chepstow,Turf,Good To Firm,Other,2010,2,4.0,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,919013,7865992,Chepstow,Turf,Good To Firm,Other,1608,1,1.6666666666666663,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,921644,7413946,Down Royal (IRE),Turf,Good,Other,1005,4,4.0,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,921648,6710714,Down Royal (IRE),Turf,Good,Other,3217,1,1.8333333333333333,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,921657,5160467,Tramore (IRE),Turf,Good,Hurdle,3217,3,5.0,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,921789,6916300,Wolverhampton (AW),AllWeather,Standard,Other,1005,2,2.875,
2026-05-29,TunedProxyTSRXGBoostAlgorithm,921790,8048373,Wolverhampton (AW),AllWeather,Standard,Other,2412,2,2.875,
2026-05-28,RidgeRegressionAlgorithm,921531,5848834,Limerick (IRE),Turf,Soft,Hurdle,4423,2,9.0,
2026-05-28,RidgeRegressionAlgorithm,921697,5937844,Limerick (IRE),Turf,Soft,Hurdle,4423,8,7.0,
2026-05-28,RidgeRegressionAlgorithm,918742,5798854,Market Rasen,Turf,Good,Hurdle,3719,2,4.5,
2026-05-28,RidgeRegressionAlgorithm,918744,6456094,Market Rasen,Turf,Good,SteepleChase,4323,4,7.0,
2026-05-28,RidgeRegressionAlgorithm,918745,8344595,Market Rasen,Turf,Good,SteepleChase,3418,1,3.0,
2026-05-28,RidgeRegressionAlgorithm,918747,5289576,Market Rasen,Turf,Good,Hurdle,3317,3,3.25,
2026-05-28,RidgeRegressionAlgorithm,918979,2623781,Ripon,Turf,Good,Other,1206,6,6.0,
2026-05-28,RidgeRegressionAlgorithm,918976,5330961,Ripon,Turf,Good,Other,2412,1,5.0,
2026-05-28,RidgeRegressionAlgorithm,918977,4652640,Ripon,Turf,Good,Other,1005,4,4.0,
2026-05-28,RidgeRegressionAlgorithm,918984,8688704,Sandown,Turf,Good,Other,1005,1,4.5,
2026-05-28,RidgeRegressionAlgorithm,918982,6055641,Sandown,Turf,Good,Other,2010,1,1.4,
2026-05-28,RidgeRegressionAlgorithm,918751,5708471,Worcester,Turf,Good,SteepleChase,3317,2,2.5,
2026-05-28,RidgeRegressionAlgorithm,918749,2644705,Worcester,Turf,Good,SteepleChase,4624,3,13.0,
2026-05-28,RidgeRegressionAlgorithm,918752,7365420,Worcester,Turf,Good,Hurdle,4624,7,1.9090909090909087,
2026-05-28,RidgeRegressionAlgorithm,918750,5218313,Worcester,Turf,Good,Hurdle,3217,1,8.0,
2026-05-28,RidgeRegressionAlgorithm,918753,8205601,Worcester,Turf,Good,Hurdle,4021,4,2.2,
2026-05-28,RidgeRegressionAlgorithm,918988,9153204,Yarmouth,Turf,Good To Firm,Other,2312,1,1.0303030303030305,
2026-05-28,RidgeRegressionAlgorithm,918992,5418909,Yarmouth,Turf,Good To Firm,Other,2010,3,5.5,
2026-05-28,RidgeRegressionAlgorithm,918991,6504979,Yarmouth,Turf,Good To Firm,Other,1206,4,11.0,
2026-05-28,RidgeRegressionAlgorithm,921741,3216286,Compiegne (FR),Turf,Very Soft,SteepleChase,3921,4,18.0,
2026-05-28,RidgeRegressionAlgorithm,921738,4502664,Longchamp (FR),Turf,Good To Soft,Other,1608,5,4.3,
2026-05-28,XGBoostAlgorithm,921531,2394480,Limerick (IRE),Turf,Soft,Hurdle,4423,3,8.0,
2026-05-28,XGBoostAlgorithm,921697,5937844,Limerick (IRE),Turf,Soft,Hurdle,4423,8,7.0,
2026-05-28,XGBoostAlgorithm,918742,4257400,Market Rasen,Turf,Good,Hurdle,3719,4,2.75,
2026-05-28,XGBoostAlgorithm,918744,6456094,Market Rasen,Turf,Good,SteepleChase,4323,4,7.0,
2026-05-28,XGBoostAlgorithm,918745,8344595,Market Rasen,Turf,Good,SteepleChase,3418,1,3.0,
2026-05-28,XGBoostAlgorithm,918747,5289576,Market Rasen,Turf,Good,Hurdle,3317,3,3.25,
2026-05-28,XGBoostAlgorithm,918979,2623781,Ripon,Turf,Good,Other,1206,6,6.0,
2026-05-28,XGBoostAlgorithm,918976,5330961,Ripon,Turf,Good,Other,2412,1,5.0,
2026-05-28,XGBoostAlgorithm,918977,4652640,Ripon,Turf,Good,Other,1005,4,4.0,
2026-05-28,XGBoostAlgorithm,918984,8688704,Sandown,Turf,Good,Other,1005,1,4.5,
2026-05-28,XGBoostAlgorithm,918982,6055641,Sandown,Turf,Good,Other,2010,1,1.4,
2026-05-28,XGBoostAlgorithm,918751,5708471,Worcester,Turf,Good,SteepleChase,3317,2,2.5,
2026-05-28,XGBoostAlgorithm,918749,58950449,Worcester,Turf,Good,SteepleChase,4624,1,2.25,
2026-05-28,XGBoostAlgorithm,918752,7365420,Worcester,Turf,Good,Hurdle,4624,7,1.9090909090909087,
2026-05-28,XGBoostAlgorithm,918750,4867603,Worcester,Turf,Good,Hurdle,3217,2,5.0,
2026-05-28,XGBoostAlgorithm,918753,4270009,Worcester,Turf,Good,Hurdle,4021,3,5.0,
2026-05-28,XGBoostAlgorithm,918988,9179735,Yarmouth,Turf,Good To Firm,Other,2312,2,11.0,
2026-05-28,XGBoostAlgorithm,918992,6296575,Yarmouth,Turf,Good To Firm,Other,2010,2,2.875,
2026-05-28,XGBoostAlgorithm,918991,6504979,Yarmouth,Turf,Good To Firm,Other,1206,4,11.0,
2026-05-28,XGBoostAlgorithm,921741,3216286,Compiegne (FR),Turf,Very Soft,SteepleChase,3921,4,18.0,
2026-05-28,XGBoostAlgorithm,921738,4502664,Longchamp (FR),Turf,Good To Soft,Other,1608,5,4.3,
2026-05-28,RatingsXGBoostAlgorithm,918745,8344595,Market Rasen,Turf,Good,SteepleChase,3418,1,3.0,
2026-05-28,RatingsXGBoostAlgorithm,918749,58950449,Worcester,Turf,Good,SteepleChase,4624,1,2.25,
2026-05-28,RatingsXGBoostUngatedAlgorithm,921531,4938766,Limerick (IRE),Turf,Soft,Hurdle,4423,4,5.5,
2026-05-28,RatingsXGBoostUngatedAlgorithm,921697,7139154,Limerick (IRE),Turf,Soft,Hurdle,4423,9,19.0,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918742,5798854,Market Rasen,Turf,Good,Hurdle,3719,2,4.5,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918744,3565651,Market Rasen,Turf,Good,SteepleChase,4323,2,2.625,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918745,8344595,Market Rasen,Turf,Good,SteepleChase,3418,1,3.0,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918747,5289576,Market Rasen,Turf,Good,Hurdle,3317,3,3.25,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918979,3437974,Ripon,Turf,Good,Other,1206,5,4.5,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918976,6350115,Ripon,Turf,Good,Other,2412,4,2.875,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918977,4652640,Ripon,Turf,Good,Other,1005,4,4.0,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918984,8688704,Sandown,Turf,Good,Other,1005,1,4.5,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918982,6055641,Sandown,Turf,Good,Other,2010,1,1.4,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918751,6215501,Worcester,Turf,Good,SteepleChase,3317,1,2.5,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918749,58950449,Worcester,Turf,Good,SteepleChase,4624,1,2.25,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918752,5447337,Worcester,Turf,Good,Hurdle,4624,8,15.0,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918750,4867603,Worcester,Turf,Good,Hurdle,3217,2,5.0,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918753,8205601,Worcester,Turf,Good,Hurdle,4021,4,2.2,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918988,9153204,Yarmouth,Turf,Good To Firm,Other,2312,1,1.0303030303030305,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918992,6296575,Yarmouth,Turf,Good To Firm,Other,2010,2,2.875,
2026-05-28,RatingsXGBoostUngatedAlgorithm,918991,6504979,Yarmouth,Turf,Good To Firm,Other,1206,4,11.0,
2026-05-28,RatingsXGBoostUngatedAlgorithm,921741,8313687,Compiegne (FR),Turf,Very Soft,SteepleChase,3921,2,23.0,
2026-05-28,RatingsXGBoostUngatedAlgorithm,921738,3831892,Longchamp (FR),Turf,Good To Soft,Other,1608,4,3.3,
2026-05-28,ProxyTSRXGBoostAlgorithm,921531,4938766,Limerick (IRE),Turf,Soft,Hurdle,4423,4,5.5,
2026-05-28,ProxyTSRXGBoostAlgorithm,921697,7139154,Limerick (IRE),Turf,Soft,Hurdle,4423,9,19.0,
2026-05-28,ProxyTSRXGBoostAlgorithm,918742,5798854,Market Rasen,Turf,Good,Hurdle,3719,2,4.5,
2026-05-28,ProxyTSRXGBoostAlgorithm,918744,4175199,Market Rasen,Turf,Good,SteepleChase,4323,3,2.875,
2026-05-28,ProxyTSRXGBoostAlgorithm,918745,8344595,Market Rasen,Turf,Good,SteepleChase,3418,1,3.0,
2026-05-28,ProxyTSRXGBoostAlgorithm,918747,3904259,Market Rasen,Turf,Good,Hurdle,3317,2,2.2,
2026-05-28,ProxyTSRXGBoostAlgorithm,918979,3437974,Ripon,Turf,Good,Other,1206,5,4.5,
2026-05-28,ProxyTSRXGBoostAlgorithm,918976,5798844,Ripon,Turf,Good,Other,2412,5,3.0,
2026-05-28,ProxyTSRXGBoostAlgorithm,918977,4652640,Ripon,Turf,Good,Other,1005,4,4.0,
2026-05-28,ProxyTSRXGBoostAlgorithm,918984,8688704,Sandown,Turf,Good,Other,1005,1,4.5,
2026-05-28,ProxyTSRXGBoostAlgorithm,918982,6055641,Sandown,Turf,Good,Other,2010,1,1.4,
2026-05-28,ProxyTSRXGBoostAlgorithm,918751,5671332,Worcester,Turf,Good,SteepleChase,3317,3,6.5,
2026-05-28,ProxyTSRXGBoostAlgorithm,918749,58950449,Worcester,Turf,Good,SteepleChase,4624,1,2.25,
2026-05-28,ProxyTSRXGBoostAlgorithm,918752,7365420,Worcester,Turf,Good,Hurdle,4624,7,1.9090909090909087,
2026-05-28,ProxyTSRXGBoostAlgorithm,918750,4867603,Worcester,Turf,Good,Hurdle,3217,2,5.0,
2026-05-28,ProxyTSRXGBoostAlgorithm,918753,8205601,Worcester,Turf,Good,Hurdle,4021,4,2.2,
2026-05-28,ProxyTSRXGBoostAlgorithm,918988,9153204,Yarmouth,Turf,Good To Firm,Other,2312,1,1.0303030303030305,
2026-05-28,ProxyTSRXGBoostAlgorithm,918992,7597333,Yarmouth,Turf,Good To Firm,Other,2010,1,2.1,
2026-05-28,ProxyTSRXGBoostAlgorithm,918991,6504979,Yarmouth,Turf,Good To Firm,Other,1206,4,11.0,
2026-05-28,ProxyTSRXGBoostAlgorithm,921741,5823852,Compiegne (FR),Turf,Very Soft,SteepleChase,3921,3,3.6,
2026-05-28,ProxyTSRXGBoostAlgorithm,921738,5906632,Longchamp (FR),Turf,Good To Soft,Other,1608,2,3.0,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,921531,4938766,Limerick (IRE),Turf,Soft,Hurdle,4423,4,5.5,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,921697,7139154,Limerick (IRE),Turf,Soft,Hurdle,4423,9,19.0,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918742,5798854,Market Rasen,Turf,Good,Hurdle,3719,2,4.5,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918744,3565651,Market Rasen,Turf,Good,SteepleChase,4323,2,2.625,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918745,8344595,Market Rasen,Turf,Good,SteepleChase,3418,1,3.0,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918747,5289576,Market Rasen,Turf,Good,Hurdle,3317,3,3.25,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918979,3437974,Ripon,Turf,Good,Other,1206,5,4.5,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918976,6350115,Ripon,Turf,Good,Other,2412,4,2.875,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918977,2996828,Ripon,Turf,Good,Other,1005,6,6.0,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918984,8688704,Sandown,Turf,Good,Other,1005,1,4.5,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918982,6055641,Sandown,Turf,Good,Other,2010,1,1.4,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918751,5708471,Worcester,Turf,Good,SteepleChase,3317,2,2.5,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918749,58950449,Worcester,Turf,Good,SteepleChase,4624,1,2.25,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918752,7365420,Worcester,Turf,Good,Hurdle,4624,7,1.9090909090909087,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918750,4867603,Worcester,Turf,Good,Hurdle,3217,2,5.0,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918753,8205601,Worcester,Turf,Good,Hurdle,4021,4,2.2,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918988,9153204,Yarmouth,Turf,Good To Firm,Other,2312,1,1.0303030303030305,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918992,7597333,Yarmouth,Turf,Good To Firm,Other,2010,1,2.1,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,918991,6504979,Yarmouth,Turf,Good To Firm,Other,1206,4,11.0,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,921741,5823852,Compiegne (FR),Turf,Very Soft,SteepleChase,3921,3,3.6,
2026-05-28,TunedProxyTSRXGBoostAlgorithm,921738,5906632,Longchamp (FR),Turf,Good To Soft,Other,1608,2,3.0,
2026-05-27,RidgeRegressionAlgorithm,918966,9051070,Beverley,Turf,Good To Firm,Other,1005,3,1.25,
2026-05-27,RidgeRegressionAlgorithm,918960,3735132,Beverley,Turf,Good To Firm,Other,2010,2,10.0,
2026-05-27,RidgeRegressionAlgorithm,918964,1428794,Beverley,Turf,Good To Firm,Other,1709,4,4.5,
2026-05-27,RidgeRegressionAlgorithm,918963,6287980,Beverley,Turf,Good To Firm,Other,2412,3,5.5,
2026-05-27,RidgeRegressionAlgorithm,918731,8423313,Cartmel,Turf,Good,Hurdle,3418,1,1.7272727272727273,
2026-05-27,RidgeRegressionAlgorithm,918730,4880981,Cartmel,Turf,Good,SteepleChase,4222,2,2.5,
2026-05-27,RidgeRegressionAlgorithm,918732,3678078,Cartmel,Turf,Good,SteepleChase,3518,2,2.625,
2026-05-27,RidgeRegressionAlgorithm,918969,6807888,Hamilton,Turf,Good To Firm,Other,2614,1,2.25,
2026-05-27,RidgeRegressionAlgorithm,918970,3588751,Hamilton,Turf,Good To Firm,Other,1005,4,12.0,
2026-05-27,RidgeRegressionAlgorithm,918973,7882515,Hamilton,Turf,Good To Firm,Other,1709,3,2.375,
2026-05-27,RidgeRegressionAlgorithm,918972,6087987,Hamilton,Turf,Good To Firm,Other,1709,4,8.5,
2026-05-27,RidgeRegressionAlgorithm,918739,6640606,Newton Abbot,Turf,Good,SteepleChase,4222,1,2.25,
2026-05-27,RidgeRegressionAlgorithm,918736,4217626,Newton Abbot,Turf,Good,SteepleChase,5228,2,6.0,
2026-05-27,RidgeRegressionAlgorithm,918740,58956400,Newton Abbot,Turf,Good,Hurdle,3719,4,3.0,
2026-05-27,RidgeRegressionAlgorithm,918737,4144676,Newton Abbot,Turf,Good,Hurdle,4323,1,3.25,
2026-05-27,RidgeRegressionAlgorithm,920919,4241652,Newton Abbot,Turf,Good,Hurdle,5328,2,3.0,
2026-05-27,RidgeRegressionAlgorithm,921543,6042409,Wexford (IRE),Turf,Good To Yielding,Hurdle,3418,4,10.0,
2026-05-27,RidgeRegressionAlgorithm,921629,4105582,Wexford (IRE),Turf,Good To Yielding,Hurdle,3418,2,9.5,
2026-05-27,RidgeRegressionAlgorithm,921546,7209399,Wexford (IRE),Turf,Good To Yielding,Hurdle,4825,2,1.8,
2026-05-27,RidgeRegressionAlgorithm,921630,5878919,Happy Valley (HK),Turf,Good To Firm,Other,1608,3,14.0,
2026-05-27,XGBoostAlgorithm,918966,9051070,Beverley,Turf,Good To Firm,Other,1005,3,1.25,
2026-05-27,XGBoostAlgorithm,918960,3671728,Beverley,Turf,Good To Firm,Other,2010,3,6.0,
2026-05-27,XGBoostAlgorithm,918964,2729681,Beverley,Turf,Good To Firm,Other,1709,5,3.0,
2026-05-27,XGBoostAlgorithm,918963,6314176,Beverley,Turf,Good To Firm,Other,2412,5,13.0,
2026-05-27,XGBoostAlgorithm,918731,8039746,Cartmel,Turf,Good,Hurdle,3418,2,3.25,
2026-05-27,XGBoostAlgorithm,918730,5007821,Cartmel,Turf,Good,SteepleChase,4222,1,2.1,
2026-05-27,XGBoostAlgorithm,918732,4268573,Cartmel,Turf,Good,SteepleChase,3518,4,7.5,
2026-05-27,XGBoostAlgorithm,918969,6340640,Hamilton,Turf,Good To Firm,Other,2614,2,5.0,
2026-05-27,XGBoostAlgorithm,918970,6577905,Hamilton,Turf,Good To Firm,Other,1005,2,4.6,
2026-05-27,XGBoostAlgorithm,918973,7882515,Hamilton,Turf,Good To Firm,Other,1709,3,2.375,
2026-05-27,XGBoostAlgorithm,918972,6087987,Hamilton,Turf,Good To Firm,Other,1709,4,8.5,
2026-05-27,XGBoostAlgorithm,918739,6640606,Newton Abbot,Turf,Good,SteepleChase,4222,1,2.25,
2026-05-27,XGBoostAlgorithm,918736,4950334,Newton Abbot,Turf,Good,SteepleChase,5228,1,2.1,
2026-05-27,XGBoostAlgorithm,918740,58956400,Newton Abbot,Turf,Good,Hurdle,3719,4,3.0,
2026-05-27,XGBoostAlgorithm,918737,4969796,Newton Abbot,Turf,Good,Hurdle,4323,2,2.375,
2026-05-27,XGBoostAlgorithm,920919,4241652,Newton Abbot,Turf,Good,Hurdle,5328,2,3.0,
2026-05-27,XGBoostAlgorithm,921543,5689556,Wexford (IRE),Turf,Good To Yielding,Hurdle,3418,2,4.0,
2026-05-27,XGBoostAlgorithm,921629,4105582,Wexford (IRE),Turf,Good To Yielding,Hurdle,3418,2,9.5,
2026-05-27,XGBoostAlgorithm,921546,7209399,Wexford (IRE),Turf,Good To Yielding,Hurdle,4825,2,1.8,
2026-05-27,XGBoostAlgorithm,921630,58956158,Happy Valley (HK),Turf,Good To Firm,Other,1608,9,15.0,
2026-05-27,RatingsXGBoostAlgorithm,918963,6287980,Beverley,Turf,Good To Firm,Other,2412,3,5.5,
2026-05-27,RatingsXGBoostAlgorithm,918730,5007821,Cartmel,Turf,Good,SteepleChase,4222,1,2.1,
2026-05-27,RatingsXGBoostAlgorithm,918732,4268573,Cartmel,Turf,Good,SteepleChase,3518,4,7.5,
2026-05-27,RatingsXGBoostAlgorithm,921546,7209399,Wexford (IRE),Turf,Good To Yielding,Hurdle,4825,2,1.8,
2026-05-27,RatingsXGBoostAlgorithm,921630,8463784,Happy Valley (HK),Turf,Good To Firm,Other,1608,1,2.0,
2026-05-27,RatingsXGBoostUngatedAlgorithm,918966,9051070,Beverley,Turf,Good To Firm,Other,1005,3,1.25,
2026-05-27,RatingsXGBoostUngatedAlgorithm,918960,5055583,Beverley,Turf,Good To Firm,Other,2010,7,4.0,
2026-05-27,RatingsXGBoostUngatedAlgorithm,918964,5051945,Beverley,Turf,Good To Firm,Other,1709,3,5.5,
2026-05-27,RatingsXGBoostUngatedAlgorithm,918963,6287980,Beverley,Turf,Good To Firm,Other,2412,3,5.5,
2026-05-27,RatingsXGBoostUngatedAlgorithm,918731,8423313,Cartmel,Turf,Good,Hurdle,3418,1,1.7272727272727273,
2026-05-27,RatingsXGBoostUngatedAlgorithm,918730,5007821,Cartmel,Turf,Good,SteepleChase,4222,1,2.1,
